text_id,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_length,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-),CAREC_Adv,CAREC_M_Adv,CARES_Adv,CML2RI_Adv,length_Adv,flesch_reading_ease_Adv,flesch_kincaid_grade_score_Adv,gunning_fog_index_Adv,coleman_liau_index_Adv,smog_index_Adv,dale_chall_score_Adv,ARI_Adv,linsear_formula_Adv,difficult_words_count_Adv,syllable_count_Adv,lexicon_count_Adv,sentence_count_Adv,char_count_Adv,letter_count_Adv,polysyllabcount_Adv,monosyllabcount_Adv,fernansex_huerta_Adv,szigriszt_pazos_Adv,gutierrez_polini_Adv,crawford_Adv,cpidr_density_Adv,depid_density_Adv,max_embedding_depth_Adv,avg_embedding_depth_Adv,mean_entropy_Adv,mean_entropy_sents_Adv,word_length_Adv,wordFreq_frequency_Adv,gpt2_surprisal_Adv,Wordfreq_Frequency_Adv,Length_Adv,CAREC_Ele,CAREC_M_Ele,CARES_Ele,CML2RI_Ele,length_Ele,flesch_reading_ease_Ele,flesch_kincaid_grade_score_Ele,gunning_fog_index_Ele,coleman_liau_index_Ele,smog_index_Ele,dale_chall_score_Ele,ARI_Ele,linsear_formula_Ele,difficult_words_count_Ele,syllable_count_Ele,lexicon_count_Ele,sentence_count_Ele,char_count_Ele,letter_count_Ele,polysyllabcount_Ele,monosyllabcount_Ele,fernansex_huerta_Ele,szigriszt_pazos_Ele,gutierrez_polini_Ele,crawford_Ele,cpidr_density_Ele,depid_density_Ele,max_embedding_depth_Ele,avg_embedding_depth_Ele,mean_entropy_Ele,mean_entropy_sents_Ele,word_length_Ele,wordFreq_frequency_Ele,gpt2_surprisal_Ele,Wordfreq_Frequency_Ele,Length_Ele
2_5_2,0.046479999999999966,0.008209999999999995,0.2596579998469555,-5.898994002557011,332.0,-10.089999999999996,1.8000000000000007,2.130000000000001,2.8500000000000005,1.8000000000000007,0.9599999999999991,2.8000000000000007,3.7333333333333343,18.0,88.0,49.0,2.0,284.0,278.0,9.0,30.0,-7.63000000000001,-10.080000000000013,-4.850000000000001,0.7999999999999998,-0.0213264722698685,-0.029674099485420213,-2.0,-0.08333333333333304,-0.07599237373144518,-0.3338287123814201,0.4349206349206356,0.390106222,0.11753522627223134,-0.052718723942732026,0.49736528981812,-11.287540370559242,5.898994002557011,10.089999999999996,-49.0,-30.0,7.63000000000001,10.080000000000013,4.850000000000001,-0.390106222,0.28894,0.29352,0.4556362158915713,6.132472384531777,922,60.04,9.8,11.92,9.98,11.5,9.44,11.3,12.4,34,235,157,8,764,738,17,111,96.85,93.96,42.74,2.9,0.4968553459119497,0.4339622641509434,4,2.75,5.373532682305707,6.054487035825319,4.2444444444444445,1.447023686,4.093761961318482,10.77063406811077,4.6415094339622645,0.24246,0.28531,0.1959782160446158,12.031466387088788,590,70.13,8.0,9.79,7.13,9.7,8.48,8.5,8.666666666666666,16,147,108,6,480,460,8,81,104.48,104.04,47.59,2.1,0.5181818181818182,0.4636363636363636,6,2.833333333333333,5.449525056037152,6.388315748206739,3.809523809523809,1.056917464,3.976226735046251,10.823352792053502,4.1441441441441444
2_5_3,-0.03985,-0.03719999999999998,0.06025274223124941,-4.407040094512185,25.0,-23.009999999999998,4.699999999999999,5.18,2.5600000000000005,3.8000000000000007,2.2699999999999996,4.6,5.333333333333332,7.0,11.0,0.0,-1.0,25.0,24.0,5.0,-4.0,-18.120000000000005,-15.519999999999996,-5.340000000000003,1.0,-0.019406392694063967,-0.017884322678843267,0.0,0.583333333333333,-0.09400451877707017,0.027249736823893755,0.30487804878048763,-0.034328322999999994,0.49849827072628417,0.6011950527452221,0.3333333333333339,38.0625,4.407040094512185,23.009999999999998,-0.0,4.0,18.120000000000005,15.519999999999996,5.340000000000003,0.034328322999999994,0.11415,0.21224,0.1934362971121363,3.201975680487802,454,47.12,12.7,16.27,13.0,15.0,12.28,15.6,16.333333333333332,21,113,72,3,383,372,13,47,86.36,85.06,36.68,3.4,0.3972602739726027,0.2876712328767123,4,3.333333333333333,5.113796878435486,5.956270313721799,4.670731707317073,0.62459077,4.284171412221945,11.395609342318933,5.166666666666667,0.154,0.24944,0.1331835548808869,7.609015774999987,429,70.13,8.0,11.09,10.44,11.2,10.01,11.0,11.0,14,102,72,4,358,348,8,51,104.48,100.58,42.02,2.4,0.4166666666666667,0.3055555555555556,4,2.75,5.207801397212556,5.929020576897905,4.365853658536586,0.658919093,3.785673141495661,10.79441428957371,4.833333333333333
2_5_4,-0.018380000000000007,-0.03594,0.1041988200910069,2.4055575117433463,130.0,-5.179999999999993,2.0,3.0699999999999994,1.8699999999999992,2.3999999999999986,0.9299999999999997,3.5999999999999996,4.476190476190477,4.0,31.0,19.0,-1.0,111.0,105.0,5.0,16.0,-5.209999999999994,-7.810000000000002,-3.509999999999998,0.8,0.052655677655677746,0.0008879023307435951,-2.0,-0.11428571428571432,-0.15369356859638383,-0.12941905688221933,0.14039882579208385,-0.08821951530000005,-0.12616816167999634,0.5464638608717536,0.1846172422120258,-31.322736054093212,-2.4055575117433463,5.179999999999993,-19.0,-16.0,5.209999999999994,7.810000000000002,3.509999999999998,0.08821951530000005,0.09738,0.16382,0.2098524208084038,14.01293670460048,597,71.34,7.5,10.68,10.03,11.2,9.0,10.2,10.333333333333334,18,146,101,6,497,481,12,73,105.7,99.94,43.11,2.5,0.5288461538461539,0.3773584905660377,3,2.6,5.525581960894415,6.674679353103768,4.4774774774774775,0.7117495447,4.016164983198563,10.58175932010079,4.782178217821782,0.11576,0.19976,0.1056536007173969,11.607379192857133,467,76.52,5.5,7.61,8.16,8.8,8.07,6.6,5.857142857142857,14,115,82,7,386,376,7,57,110.91,107.75,46.62,1.7,0.4761904761904761,0.3764705882352941,5,2.7142857142857144,5.679275529490798,6.804098409985987,4.337078651685394,0.79996906,4.14233314487856,10.035295459229037,4.597560975609756
2_5_5,0.005699999999999983,-0.07067000000000001,0.2522956719705239,2.915187017825078,410.0,0.7099999999999937,-0.20000000000000018,-0.33000000000000007,-1.3399999999999999,0.0,-0.35999999999999943,-1.1999999999999993,-2.1750000000000007,15.0,103.0,69.0,5.0,341.0,319.0,10.0,50.0,0.7099999999999937,1.2999999999999972,2.469999999999999,-0.20000000000000018,0.03840232637701002,0.0649328859060403,1.0,0.2142857142857144,0.3754126092924981,0.7068287263479638,-0.4160652232023532,0.4861546095,0.4737051776754697,-0.2784869712300839,-0.1708529565672423,64.30246816675387,-2.915187017825078,-0.7099999999999937,-69.0,-50.0,-0.7099999999999937,-1.2999999999999972,-2.469999999999999,-0.4861546095,0.18136,0.19867,0.4272436372426884,11.674908136575064,891,65.22,7.8,10.49,10.43,11.2,10.89,10.0,6.625,35,218,145,10,745,707,20,101,102.05,98.67,42.83,2.5,0.5067567567567568,0.4899328859060403,4,2.7142857142857144,5.4745690436112895,6.2883167585316,4.281609195402299,1.03774765278,4.645295894596066,11.542056493109106,4.816326530612245,0.17566,0.26934,0.1749479652721645,8.759721118749987,481,64.51,8.0,10.82,11.77,11.2,11.25,11.2,8.8,20,115,76,5,404,388,10,51,101.34,97.37,40.36,2.7,0.4683544303797468,0.425,3,2.5,5.099156434318791,5.581488032183636,4.697674418604652,0.55159304328,4.171590716920596,11.82054346433919,4.987179487179487
2_6_1,0.06352000000000002,0.06034999999999996,0.08067171765735937,-4.295537012248486,74.0,-22.769999999999996,6.699999999999999,7.0699999999999985,2.74,4.4,2.1400000000000006,8.6,8.642857142857142,11.0,26.0,6.0,-3.0,68.0,67.0,5.0,-6.0,-20.379999999999995,-23.010000000000005,-8.060000000000002,1.1999999999999997,0.041411764705882426,-0.008136482939632483,1.0,0.9285714285714279,-0.15387519978842157,-0.9067126370950582,0.27576100370218004,-0.04989332000000002,0.0871109141304105,0.4615098023821904,0.3180734751915262,-32.21331208042986,4.295537012248486,22.769999999999996,-6.0,6.0,20.379999999999995,23.010000000000005,8.060000000000002,0.04989332000000002,0.30013,0.33896,0.3860281333114733,13.330260275975457,746,48.47,14.2,17.56,11.5,15.6,11.16,17.7,16.5,33,190,124,4,623,603,19,84,85.22,80.38,37.18,3.4,0.512,0.4251968503937008,5,3.5,4.668944928528734,5.1589333091955,4.356643356643357,1.143671217,3.7238686065372915,10.778150527289572,4.860446356547459,0.23661,0.27861,0.3053564156541139,17.625797288223943,672,71.24,7.5,10.49,8.76,11.2,9.02,9.1,7.857142857142858,22,164,118,7,555,536,14,90,105.6,103.39,45.24,2.2,0.4705882352941176,0.4333333333333333,4,2.571428571428572,4.822820128317155,6.065645946290558,4.080882352941177,1.193564537,3.636757692406881,10.316640724907382,4.5423728813559325
2_6_2,0.062270000000000006,0.06742,0.1021627944789705,-7.792518134429322,46.0,-29.740000000000002,5.2,5.080000000000001,4.94,3.5,1.540000000000001,5.9,4.7714285714285705,8.0,18.0,-4.0,-2.0,50.0,47.0,6.0,-14.0,-22.38000000000001,-21.14999999999999,-8.719999999999999,1.7000000000000002,0.005136168179646461,0.004939862542955309,1.0,0.9142857142857146,0.08371398208963488,-0.445581100855188,0.7187933746645694,0.002595502140000039,0.5689084358051488,0.8553445908474266,0.6841294233149782,67.31249726099514,7.792518134429322,29.740000000000002,4.0,14.0,22.38000000000001,21.14999999999999,8.719999999999999,-0.002595502140000039,0.10304,0.18486,0.2748947747402773,10.156036357407398,538,54.02,10.0,12.46,11.25,12.3,10.73,12.0,11.2,21,135,86,5,453,427,13,56,93.3,91.84,41.02,3.1,0.532608695652174,0.5257731958762887,5,3.2,5.108226540339592,5.792653462904299,4.485148514851486,0.52519776619,4.703735938104663,11.92973663983237,4.939684978870534,0.04077,0.11744,0.1727319802613068,17.94855449183672,492,83.76,4.8,7.38,6.31,8.8,9.19,6.1,6.428571428571429,13,117,90,7,403,380,7,70,115.68,112.99,49.74,1.4,0.5274725274725275,0.5208333333333334,4,2.2857142857142856,5.024512558249957,6.238234563759487,3.766355140186916,0.52260226405,4.1348275022995145,11.074392048984944,4.2555555555555555
2_6_3,0.03283,0.020840000000000025,0.04508527134517301,-1.6793695064950853,97.0,-7.949999999999996,1.0000000000000009,0.05000000000000071,1.2799999999999994,-0.3999999999999986,0.7400000000000002,0.9000000000000004,-1.5500000000000007,10.0,24.0,14.0,1.0,84.0,80.0,1.0,6.0,-5.489999999999995,-2.509999999999991,-2.020000000000003,0.20000000000000018,0.017045454545454586,-0.0012898470609913337,1.0,0.3500000000000001,-0.08449411882942215,0.20305729626310942,0.1518987341772151,0.12262921500000001,-0.03872066716151146,-0.2116860095909523,0.28960490985807485,-17.579874696330393,1.6793695064950853,7.949999999999996,-14.0,-6.0,5.489999999999995,2.509999999999991,2.020000000000003,-0.12262921500000001,0.18849,0.27184,0.1850868603673531,9.916342031004898,466,63.9,8.3,10.88,9.51,10.8,11.02,9.6,8.7,22,118,79,5,388,369,9,50,100.72,97.98,44.36,2.6,0.5625,0.5061728395061729,4,2.6,5.217699567619238,6.045965435182314,4.0,0.514925195,4.674477297371354,11.445382828291116,4.6835443037974684,0.15566,0.251,0.1400015890221801,11.595711537499984,369,71.85,7.3,10.83,8.23,11.2,10.28,8.7,10.25,12,94,65,4,304,289,8,44,106.21,100.49,46.38,2.4,0.5454545454545454,0.5074626865671642,3,2.25,5.3021936864486605,5.842908138919205,3.848101265822785,0.39229598,4.713197964532865,11.657068837882068,4.393939393939394
2_6_4,0.09803000000000002,0.05189000000000002,0.1625864425872836,-1.966509510704606,326.0,-6.599999999999994,2.5,1.959999999999999,0.47999999999999865,0.3000000000000007,0.23999999999999844,2.9000000000000004,4.550000000000001,10.0,75.0,56.0,1.0,269.0,261.0,3.0,42.0,-6.6299999999999955,-4.1299999999999955,-2.0600000000000023,0.20000000000000018,0.02358336062888955,0.0039519566059667,1.0,1.0333333333333337,0.08770847424697603,-0.038681132559096554,0.06610312764158888,0.48002880400000003,-0.02579025629664189,-0.01954630757908582,-0.05692858030744574,54.00237144869689,1.966509510704606,6.599999999999994,-56.0,-42.0,6.6299999999999955,4.1299999999999955,2.0600000000000023,-0.48002880400000003,0.17594,0.19373,0.433321241040147,8.056620517073156,833,64.54,10.1,12.52,10.28,11.9,10.29,13.4,15.25,30,197,141,6,692,662,14,101,98.87,96.29,41.43,2.6,0.5352112676056338,0.4758620689655172,6,3.8333333333333335,5.090603801931782,6.176751529799583,4.094674556213017,1.04786354,3.944930521399276,11.327164557527535,4.660718478516084,0.07791,0.14184,0.2707347984528634,10.023130027777762,507,71.14,7.6,10.56,9.8,11.6,10.05,10.5,10.7,20,122,85,5,423,401,11,59,105.5,100.42,43.49,2.4,0.5116279069767442,0.4719101123595505,5,2.8,5.002895327684806,6.21543266235868,4.0285714285714285,0.567834736,3.970720777695918,11.34671086510662,4.7176470588235295
2_7_1,0.04098,0.035,0.045736948258263604,-2.505764815574219,79.0,-9.54,3.700000000000001,3.289999999999999,1.6300000000000008,1.200000000000001,0.7100000000000009,5.799999999999999,5.291666666666668,2.0,14.0,10.0,-1.0,69.0,66.0,0.0,6.0,-9.579999999999998,-8.920000000000002,-5.5,0.2999999999999998,-0.03201848489849812,-0.012548262548262579,-1.0,0.666666666666667,-0.27757387476669493,-0.3485331980909905,0.12862903225806477,-0.005155679000000024,0.12507118715181287,0.38818863381601254,0.2274302690212906,61.29662760631567,2.505764815574219,9.54,-10.0,-6.0,9.579999999999998,8.920000000000002,5.5,0.005155679000000024,0.16011,0.22996,0.1784976134680633,14.26864403109243,502,51.82,12.9,14.45,11.67,11.9,9.58,16.2,16.166666666666668,16,121,83,3,420,410,7,54,88.59,88.35,37.6,3.0,0.4337349397590361,0.3928571428571428,6,4.666666666666667,4.71892561226373,5.7247896815334585,4.516129032258065,0.509921034,3.9870602519104836,11.656200978759182,4.9397590361445785,0.11913,0.19496,0.1327606652097997,16.77440884666665,423,61.36,9.2,11.16,10.04,10.7,8.87,10.4,10.875,14,107,73,4,351,344,7,48,98.17,97.27,43.1,2.7,0.4657534246575342,0.4054054054054054,7,4.0,4.996499487030425,6.073322879624449,4.3875,0.515076713,3.8619890647586708,11.26801234494317,4.712328767123288
2_7_2,0.020680000000000004,-0.019190000000000013,0.2322097285242461,-9.065423780557545,313.0,-1.8299999999999983,0.6999999999999993,0.9900000000000002,1.0,1.0,0.9799999999999995,1.0999999999999996,0.4375,12.0,78.0,56.0,3.0,257.0,246.0,6.0,42.0,-1.8299999999999983,-4.590000000000003,-1.269999999999996,0.5,-0.06652482269503546,-0.04999999999999993,-1.0,0.5,0.011115171491158371,0.4498115026094558,0.16775362318840603,0.4785222499999999,0.1622651931446879,0.012541042304505368,0.10983087393032864,25.154192215259542,9.065423780557545,1.8299999999999983,-56.0,-42.0,1.8299999999999983,4.590000000000003,1.269999999999996,-0.4785222499999999,0.16682,0.18428,0.3874340986376918,17.22276200963853,833,83.05,5.1,7.84,7.01,9.1,7.89,6.8,6.25,22,198,150,11,681,643,12,117,114.97,110.96,48.85,1.6,0.4866666666666667,0.3815789473684211,4,2.5,5.123516313669885,6.664677080785091,3.7010869565217392,1.28762155,3.7572983726836267,10.399680712758789,4.2026143790849675,0.14614,0.20347,0.1552243701134457,26.288185790196074,520,84.88,4.4,6.85,6.01,8.1,6.91,5.7,5.8125,10,120,94,8,424,397,6,75,116.8,115.55,50.12,1.1,0.5531914893617021,0.431578947368421,5,2.0,5.112401142178727,6.214865578175635,3.533333333333333,0.8090993,3.5950331795389388,10.387139670454284,4.092783505154639
2_7_3,0.07099,0.05331999999999999,0.1167060350198553,-3.9045037422077638,120.0,-13.839999999999996,3.2,2.4799999999999986,0.6400000000000006,1.0999999999999996,0.4800000000000004,2.700000000000001,3.125,8.0,35.0,21.0,0.0,99.0,99.0,2.0,10.0,-11.409999999999997,-10.509999999999991,-2.3700000000000045,0.5999999999999999,-0.06029684601113172,-0.02226345083487935,-1.0,0.25,-0.17933441282269502,-0.24721140672830444,0.15698345517506818,0.2606845299999999,0.11443778708642327,0.08180160671488856,0.05493760173629969,-33.24705642973413,3.9045037422077638,13.839999999999996,-21.0,-10.0,11.409999999999997,10.509999999999991,2.3700000000000045,-0.2606845299999999,0.0437,0.11159,0.2105466681314381,8.32448787922079,551,63.73,10.4,12.19,9.23,11.2,8.59,12.8,14.125,14,132,97,4,455,438,8,72,98.05,97.81,42.91,2.4,0.4591836734693877,0.3673469387755102,3,3.0,5.212985114802059,5.84987098495236,4.026548672566372,0.82381005,4.147087722125772,10.403163817199562,4.515463917525773,-0.02729,0.05827,0.0938406331115828,12.228991621428554,431,77.57,7.2,9.71,8.59,10.1,8.11,10.1,11.0,6,97,76,4,356,339,6,62,109.46,108.32,45.28,1.8,0.5194805194805194,0.3896103896103896,4,2.75,5.392319527624754,6.097082391680664,3.869565217391304,0.56312552,4.032649935039348,10.321362210484674,4.4605263157894735
2_7_4,0.035,0.026899999999999993,0.04926597832777199,0.611931213440883,97.0,-1.6299999999999955,0.6000000000000001,1.4299999999999997,1.0499999999999998,0.9000000000000004,0.3799999999999999,1.3000000000000003,0.20000000000000018,4.0,26.0,16.0,0.0,81.0,79.0,3.0,10.0,-1.6299999999999955,-4.239999999999995,-1.769999999999996,0.5,0.032068654019873466,0.0033482142857143016,2.0,0.5,-0.1747861853446473,-0.04860200364948852,0.13309764477418717,0.14256635899999992,-0.12307901978374636,0.08151132213824575,0.125425301577482,-23.748247241983705,-0.611931213440883,1.6299999999999955,-16.0,-10.0,1.6299999999999955,4.239999999999995,1.769999999999996,-0.14256635899999992,0.06529,0.09462,0.2759207137207354,25.454776166666683,652,84.47,4.5,7.18,5.67,8.5,7.22,5.2,4.7,17,164,122,10,531,501,9,91,116.4,110.89,51.1,1.5,0.5691056910569106,0.3515625,5,2.4,5.006231656945092,6.417925846633621,3.5165562913907285,0.8289002469,3.470819176411348,9.98351503762039,4.10655737704918,0.03029,0.06772,0.2266547353929634,24.8428449532258,555,86.1,3.9,5.75,4.62,7.6,6.84,3.9,4.5,13,138,106,10,450,422,6,81,118.03,115.13,52.87,1.0,0.5370370370370371,0.3482142857142857,3,1.9,5.181017842289739,6.46652785028311,3.3834586466165413,0.6863338879,3.593898196195094,9.902003715482143,3.981132075471698
2_7_5,0.045160000000000006,0.01051000000000002,0.1253160600202608,-0.70063575048232,153.0,0.5100000000000051,-0.20000000000000018,0.8900000000000006,0.7499999999999991,1.4000000000000004,0.7900000000000009,0.4999999999999991,-0.4464285714285712,9.0,36.0,23.0,2.0,130.0,122.0,6.0,16.0,0.5100000000000051,-1.980000000000004,-1.0900000000000034,0.19999999999999996,0.02018697349496612,0.03825522303783169,5.0,0.875,0.18279401270865403,0.2043953570154562,0.07234613212873997,0.1276045416,0.279445389523179,0.4313329737313705,0.1432793681544835,45.13206250130861,0.70063575048232,-0.5100000000000051,-23.0,-16.0,-0.5100000000000051,1.980000000000004,1.0900000000000034,-0.1276045416,0.15195,0.16572,0.3794732135739183,17.69232859366028,882,82.95,5.1,8.13,8.69,8.8,8.71,8.2,6.125,21,203,151,11,729,691,11,111,114.87,109.35,46.01,1.7,0.5605095541401274,0.515527950310559,9,3.375,4.577882836697097,6.38070126337133,3.9619565217391295,1.2388152436515,3.5687270194044567,11.464408959338462,4.4867908185361625,0.10679,0.15521,0.2541571535536575,18.3929643441426,729,82.44,5.3,7.24,7.94,7.4,7.92,7.7,6.571428571428571,12,167,128,9,599,569,5,95,114.36,111.33,47.1,1.5,0.5403225806451613,0.4772727272727273,4,2.5,4.395088823988443,6.176305906355874,3.8896103896103895,1.1112107020515,3.2892816298812777,11.033075985607091,4.343511450381679
2_7_6,0.06068,0.01633000000000001,0.21437391786812102,0.3679294805404183,316.0,-0.8100000000000023,0.2999999999999998,0.3699999999999992,0.0600000000000005,0.0,0.3899999999999997,0.1999999999999993,0.5625,8.0,72.0,56.0,4.0,261.0,247.0,2.0,44.0,-0.8199999999999932,-0.38999999999998636,0.14999999999999858,0.10000000000000009,0.0019022122023389931,-0.007558790593505005,0.0,-0.08333333333333348,-0.05240261168084448,-0.13619072300301482,-0.010344827586207028,0.401797066,-0.09416189192100921,-0.4868221247239024,0.0019097289542058249,-25.592187883723028,-0.3679294805404183,0.8100000000000023,-56.0,-44.0,0.8199999999999932,0.38999999999998636,-0.14999999999999858,-0.401797066,0.13682,0.14751,0.390222295984538,26.76753789950592,850,84.37,4.5,6.27,7.87,7.2,7.34,7.1,5.875,18,192,148,12,703,664,6,112,116.29,113.68,47.36,1.3,0.5231788079470199,0.4605263157894737,3,2.1666666666666665,4.724061229001683,6.520646793713706,3.8,0.884986607,3.781742645184135,10.039308206878585,4.486486486486487,0.07614,0.13118,0.175848378116417,26.399608418965503,534,85.18,4.2,5.9,7.81,7.2,6.95,6.9,5.3125,10,120,92,8,442,417,4,68,117.11,114.07,47.21,1.2,0.5212765957446809,0.4680851063829787,3,2.25,4.776463840682528,6.65683751671672,3.810344827586207,0.483189541,3.875904537105144,10.526130331602488,4.484576757532281
2_8_1,0.07434,0.08256000000000002,0.03406817205903709,-5.845080292972645,16.0,-8.670000000000002,1.2000000000000002,0.5300000000000002,0.5800000000000001,0.8999999999999995,1.0699999999999994,0.5999999999999996,0.3000000000000007,4.0,4.0,1.0,0.0,15.0,14.0,1.0,-1.0,-6.209999999999994,-2.0999999999999943,-1.0899999999999963,0.20000000000000018,0.00613897596656221,-0.0053626149131768,-2.0,-0.20000000000000018,0.02842725158652648,0.004576050892835859,0.06275033377837058,0.12509446700000004,0.4304695302641566,0.35481719268478606,0.1053564584131852,-19.241033224154165,5.845080292972645,8.670000000000002,-1.0,1.0,6.209999999999994,2.0999999999999943,1.0899999999999963,-0.12509446700000004,0.05731,0.12543,0.2077276147370994,4.983054745209158,537,70.73,7.7,7.88,11.02,7.6,8.86,11.6,8.4,17,120,87,5,450,429,3,57,105.09,103.5,41.28,2.2,0.4659090909090909,0.4719101123595505,3,2.0,5.873306431363615,6.404489327969936,4.205607476635514,0.5980973881,4.986876394575864,12.757529360003542,4.875,-0.01703,0.04287,0.1736594426780623,10.828135038181802,521,79.4,6.5,7.35,10.44,6.7,7.79,11.0,8.1,13,116,86,5,435,415,2,58,111.3,105.6,42.37,2.0,0.4597701149425287,0.4772727272727273,5,2.2,5.844879179777089,6.399913277077101,4.142857142857143,0.4730029211,4.5564068643117075,12.402712167318755,4.769643541586815
2_8_2,0.045630000000000004,0.05135999999999999,0.020110243253986887,-1.3746866348000246,8.0,0.0,0.0,0.0,0.41000000000000014,0.0,0.41000000000000014,0.2999999999999998,0.0,2.0,1.0,0.0,0.0,8.0,7.0,0.0,-1.0,0.0,-0.5400000000000063,-0.5900000000000034,0.0,0.0,0.0,0.0,0.125,-0.02115260366921845,0.155900722438985,0.02975717439293568,0.07366700999999998,0.3136340243517086,0.4300236523838894,0.10451110061407665,-7.313015666824128,1.3746866348000246,-0.0,-0.0,1.0,-0.0,0.5400000000000063,0.5900000000000034,-0.07366700999999998,0.12386,0.16307,0.2664593288060132,16.113857901702783,649,82.24,5.4,6.46,7.07,8.5,7.51,7.6,7.0,15,151,115,8,534,494,7,87,114.15,110.66,48.5,1.6,0.453781512605042,0.4146341463414634,4,2.25,5.17990174931709,6.226399249330379,3.5364238410596025,0.8565857344,4.869230874604094,11.56055651850792,4.258620689655173,0.07823,0.11171,0.2463490855520263,17.488544536502808,641,82.24,5.4,6.46,6.66,8.5,7.1,7.3,7.0,13,150,115,8,526,487,7,88,114.15,111.2,49.09,1.6,0.453781512605042,0.4146341463414634,4,2.125,5.201054352986309,6.070498526891394,3.506666666666667,0.7829187244,4.555596850252385,11.13053286612403,4.154109589041096
2_8_3,0.040889999999999996,0.035140000000000005,0.05466889426028729,-3.0386150836812043,30.0,-2.739999999999995,1.0999999999999996,2.210000000000001,1.2799999999999994,1.700000000000001,0.8200000000000003,2.200000000000001,1.7142857142857135,4.0,9.0,2.0,-1.0,28.0,26.0,3.0,-2.0,-2.75,-6.540000000000006,-2.6000000000000014,0.5,0.020619509939898306,-0.011540575196922531,0.0,0.16666666666666652,-0.05806016438090289,-0.29718686061274013,0.10316091954022966,-0.028601949999999987,0.15363208073441292,0.3050867208547512,0.16999999999999993,41.92671241830064,3.0386150836812043,2.739999999999995,-2.0,2.0,2.75,6.540000000000006,2.6000000000000014,0.028601949999999987,0.14276,0.20501,0.26834404329426,10.30571941631877,582,71.14,7.6,10.33,8.52,10.9,9.43,9.3,9.0,21,146,102,6,481,459,11,71,105.5,100.66,45.6,2.4,0.4380952380952381,0.3962264150943396,5,3.1666666666666665,5.477421304491247,6.617486573055345,4.008333333333334,0.961127556269,4.824033978415708,12.216192276858186,4.5,0.10187,0.16987,0.2136751490339727,13.344334499999974,552,73.88,6.5,8.12,7.24,9.2,8.61,7.1,7.2857142857142865,17,137,100,7,453,433,8,73,108.25,107.2,48.2,1.9,0.4174757281553398,0.4077669902912621,5,3.0,5.53548146887215,6.914673433668085,3.905172413793104,0.989729506269,4.670401897681295,11.911105556003434,4.33
2_8_4,-0.02146999999999999,-0.05932000000000001,0.13029691998632478,-0.9373540637433493,227.0,-15.560000000000002,3.9000000000000004,3.7299999999999995,1.6399999999999988,2.799999999999999,0.9199999999999999,4.5,3.9000000000000004,9.0,52.0,35.0,0.0,192.0,183.0,6.0,24.0,-13.139999999999986,-9.629999999999995,-4.240000000000002,0.6000000000000001,0.06732937077269929,0.06107808977249429,0.0,-0.20000000000000018,-0.25801244893701814,-0.21074594838713878,0.11778066190785186,0.1455238299999999,0.17722954437849925,0.13369255382813705,0.18444018731375067,52.006254434511135,0.9373540637433493,15.560000000000002,-35.0,-24.0,13.139999999999986,9.629999999999995,4.240000000000002,-0.1455238299999999,0.1308,0.17747,0.2861385055115018,11.142713278014885,693,64.85,10.0,11.69,10.86,11.6,10.23,13.6,12.0,20,161,116,5,578,557,11,84,99.18,97.17,40.5,2.5,0.4453781512605042,0.3781512605042016,4,3.0,5.685034819768799,6.734814588980337,4.313432835820896,0.8670215609999999,5.220201986531751,12.612362204986619,4.801724137931035,0.15227,0.23679,0.155841585525177,12.080067341758234,466,80.41,6.1,7.96,9.22,8.8,9.31,9.1,8.1,11,109,81,5,386,374,5,60,112.32,106.8,44.74,1.9,0.3780487804878049,0.3170731707317073,4,3.2,5.943047268705818,6.945560537367475,4.195652173913044,0.721497731,5.042972442153252,12.478669651158482,4.617283950617284
