Unnamed: 0,unique_paragraph_id,text,level,text_id,PLL_bert-base-uncased,PLL_roberta-large,PLL_roberta-base,PLL_bert-large-uncased,PLL_bert-base-cased
64,1_5_Adv_5,"One thing to emerge from the Downing Street meeting was Cameron's appointment of the Conservative Member of Parliament Mike Weatherley to be his adviser on the subject. A spokesman for the BPI, the record industry trade body, said: ""Mike Weatherley is a strong champion of copyright and the artists and creative producers it's there to protect. We hope Weatherley's influence and the prime minister's endorsement of copyright will be brought to bear on the approach of the UK's intellectual property office.""",Adv,1_5_5,142.93858337402344,63.2358512878418,90.2894287109375,113.96630859375,138.23635864257812
65,1_5_Ele_1,"Illegal downloading is morally wrong, and it is theft, the same as how putting your hand in someone's pocket and stealing their wallet is theft, says author Philip Pullman. In an article for the magazine Index on Censorship, Pullman, who is president of the Society of Authors, strongly defends copyright laws. He criticizes Internet users who think it is OK to download music or books without paying for them.",Ele,1_5_1,113.77510833740234,41.96183395385742,64.02791595458984,96.10572814941406,165.80801391601562
66,1_5_Ele_2,"""The technology is so dazzling that people can't see that what they're doing is morally wrong,"" he writes. ""It is outrageous that anyone can steal an artist's work without punishment. It is theft, just as putting your hand in someone's pocket and taking their wallet is theft."" His article comes after music industry leaders met British Prime Minister David Cameron in Downing Street to discuss the issue of web piracy. Pullman, writer of the His Dark Materials trilogy, says authors and musicians work in poverty for years to bring their work to the level ""that gives happiness to their audiences and, when they achieve that, the possibility of making money from it is taken away from them"". He concludes: ""If we want to enjoy the work that someone does, we should pay for it.""",Ele,1_5_2,224.01138305664065,113.51345825195312,136.09576416015625,198.1610565185547,251.8324432373047
67,1_5_Ele_3,"Pullman is writing in the next issue of the campaign group's magazine in a dialogue with Cathy Casserly, chief executive of Creative Commons. Casserly argues that there is a lot wrong with copyright, which was created a long time ago. Casserly writes: ""Copyright closes the door on the many ways that people can share, build upon and remix each other's work, possibilities that we could not imagine when those laws were made."" She says artists need to think creatively about how they earn money from their work.",Ele,1_5_3,185.77633666992188,72.40838623046875,105.55607604980467,144.99879455566406,172.23294067382812
68,1_5_Ele_4,"Index on Censorship agrees. The magazine's editor, Rachael Jolley, said: ""Illegal downloading is a very big problem."" Between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files. 18% of Internet users aged over 12 say they have pirated items, and 9% say they are afraid they will get caught. Pullman writes in his article: ""The ease and speed with which people can get music in MP3 is still very surprising to people like me who have been building up their iTunes list for some time.""",Ele,1_5_4,262.3212280273437,165.9884796142578,218.5661773681641,233.53399658203125,307.0617370605469
69,1_5_Ele_5,"After the Downing Street meeting, Cameron asked the Conservative member of parliament Mike Weatherley to be his adviser on the subject. The BPI, an organization that supports music companies, said: ""Mike Weatherley is a strong supporter of copyright and the artists and creative producers it's there to protect. We hope Weatherley's influence and the prime minister's support for copyright will change what the government does about illegal downloading in the UK.""",Ele,1_5_5,134.58148193359375,60.93099212646485,73.56356811523438,115.41565704345705,128.5611572265625
70,1_6_Adv_1,"DNA taken from the wisdom tooth of a European hunter-gatherer has given scientists an unprecedented glimpse of modern humans before the rise of farming. The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up. He was probably lactose intolerant and had more difficulty digesting starchy foods than the farmers who transformed diets and lifestyles when they took up tools in the first agricultural revolution.",Adv,1_6_1,206.6092987060547,74.42208099365234,103.14894104003906,204.5327606201172,243.2369842529297
71,1_6_Adv_2,"The invention of farming brought humans and animals into much closer contact and humans likely evolved more robust immune systems to fend off infections that the animals passed on. But scientists may have overestimated the impact farming had in shaping the human immune system, because tests on the hunter-gatherer's DNA found that he already carried mutations that boost the immune system to tackle various nasty bugs. Some live on in modern Europeans today. ""Before we started this work, I had some ideas of what we were going to find,"" said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona. ""Most of those ideas turned out to be completely wrong.""",Adv,1_6_2,274.4921264648437,124.2651596069336,168.7352294921875,249.02859497070312,276.3682556152344
72,1_6_Adv_3,"The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006. The human remains, which belonged to two men in their early 30s, had been extremely well preserved by the cool environment of the cave. Carbon dating put the remains at around 7,000 years old, before farming had swept into Europe from the Middle East. The timing fitted with ancient artifacts found at the site, including perforated reindeer teeth that were strung and hung from the people's clothing.",Adv,1_6_3,208.53616333007807,146.1300506591797,186.78286743164065,191.34207153320312,225.30331420898438
73,1_6_Adv_4,"On top of the scientific impact, artists might have to rethink their drawings of the people. ""You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin. You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye color,"" Lalueza-Fox said. The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related. They found that the ancient DNA most closely matched the genetic makeup of people living in northern Europe, in particular Sweden and Finland.",Adv,1_6_4,203.3612670898437,100.64675903320312,140.3009033203125,185.1133575439453,197.1675262451172
74,1_6_Ele_1,"Scientists have taken DNA from the tooth of a European hunter-gatherer and have found out what modern humans looked like before they started farming. The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin. He was probably lactose intolerant and could not digest starchy foods easily.",Ele,1_6_1,138.58644104003906,52.05435943603516,63.08216094970703,124.2512664794922,160.33729553222656
75,1_6_Ele_2,"The invention of farming brought humans and animals much closer and humans probably developed stronger immune systems to fight infections from the animals. But the change to humans' immune systems may not be as big as scientists thought - tests on the hunter-gatherer's DNA found that he already had genes that made his immune system strong. Some of these genes still exist in modern Europeans today. ""Before we started this work, I had some ideas of what we were going to find,"" said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona. ""Most of those ideas turned out to be completely wrong.""",Ele,1_6_2,193.1876373291016,100.28526306152344,143.01229858398438,175.63571166992188,203.6976776123047
76,1_6_Ele_3,"The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006. The skeletons, which belonged to two men in their early 30s, had been very well preserved in the cool cave. Carbon dating showed the skeletons are around 7,000 years old, from the time before farming arrived in Europe from the Middle East. Other things were found in the cave, including reindeer teeth that were hung from the people's clothing.",Ele,1_6_3,152.57931518554688,104.87387084960938,139.60023498535156,145.51687622070312,176.50579833984375
77,1_6_Ele_4,"This discovery is important for science. It is also important to artists who will have to draw Mesolithic people in a new way. ""You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin. You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes,"" Lalueza-Fox said. The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related. They found that the ancient DNA was most closely related to the DNA of people living in northern Europe, in particular Sweden and Finland.",Ele,1_6_4,167.18814086914062,80.08003234863281,115.81684112548828,150.25637817382812,162.02706909179688
78,1_7_Adv_1,"An octopus has made a brazen escape from the National Aquarium in New Zealand by breaking out of its tank, slithering down a 50-meter drainpipe and disappearing into the sea. In scenes reminiscent of Finding Nemo, Inky - a common New Zealand octopus - made his dash for freedom after the lid of his tank was accidentally left slightly ajar. Staff believe that in the middle of the night, while the aquarium was deserted, Inky clambered to the top of his glass enclosure, down the side of the tank and traveled across the floor of the aquarium. Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: ""Octopuses are famous escape artists. I don't think he was unhappy with us, or lonely, as octopuses are solitary creatures. But, he is such a curious boy. He would want to know what's happening on the outside. That's just his personality.""",Adv,1_7_1,348.13916015625,172.65818786621094,209.1353912353516,319.2799987792969,391.07122802734375
79,1_7_Adv_2,"One theory is that Inky slid across the aquarium floor - a journey of three or four meters - and then, sensing freedom was at hand, into a drainpipe that led directly to the sea. The drainpipe was 50 meters long and opened onto the waters of Hawke's Bay, on the east coast of New Zealand's North Island. Another possible escape route could have involved Inky squeezing into an open pipe at the top of his tank, which led under the floor to the drain. ""When we came in the next morning and his tank was empty, I was really surprised,"" said Yarrell, who has not launched a search for Inky. ""The staff and I have been pretty sad. But then, this is Inky and he's always been a bit of a surprise octopus.""",Adv,1_7_2,238.98757934570312,150.23809814453125,194.06637573242188,218.4967498779297,264.50714111328125
80,1_7_Adv_3,"Reiss Jenkinson, exhibits keeper at the National Aquarium, said he was absolutely certain Inky had not been taken. ""I understand the nature of octopus behavior very well,"" he said. ""I have seen octopuses on boats slip through bilge pumps. And, the security here is too tight for anyone to take Inky and why would they?"" Because octopuses have no bones, they are able to fit into extremely small spaces and have been filmed squeezing through gaps the size of coins. They are also understood to be extremely intelligent and capable of using tools. At the Island Bay Marine Education Center in Wellington, an octopus was found to be in the habit of visiting another tank overnight to steal crabs, then returning to its own. Another at the center, Ozymandias, was thought to have broken a world record for opening a jar before it was released into the ocean.",Adv,1_7_3,371.1424560546875,219.44468688964844,274.0461120605469,314.01287841796875,412.7659912109375
81,1_7_Adv_4,"Inky was brought to the National Aquarium a number of years ago by a local fisherman who found him caught in a crayfish pot. He was scarred and ""rough looking"", said Yarrell. ""He had been living on the reef and fighting with fish so he wasn't in the best shape."" According to Yarrell, Inky - who is about the size of a rugby ball - was an ""unusually intelligent"" octopus. ""He was very friendly, very inquisitive and a popular attraction here. We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality."" The aquarium has no plans to step up security as a result of the escape as Inky was a ""one-off"" but the staff are ""increasingly aware of what octopuses can actually do"". Although the aquarium is not actively searching for a replacement for Inky, if a fisherman brought in another octopus, it might be willing to take it on.",Adv,1_7_4,339.3136291503906,177.8098602294922,202.9181365966797,296.09979248046875,376.34698486328125
82,1_7_Ele_1,"An octopus has escaped from the National Aquarium in New Zealand. It escaped from its tank, slid down a 50-meter drainpipe and disappeared into the sea. Inky - a common New Zealand octopus - escaped after someone left the lid of his tank open. Staff at the aquarium believe that, in the middle of the night, when there was no-one in the building, Inky climbed down the side of the tank and traveled across the floor. Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: ""Octopuses are famous for their ability to escape. I don't think he was unhappy with us, or lonely, because octopuses like to live alone. But, he is such a curious boy. He would want to know what's happening on the outside. That's his personality.""",Ele,1_7_1,239.90542602539065,132.3267059326172,160.62078857421875,194.30667114257807,270.1346130371094
83,1_7_Ele_2,"One idea is that Inky crossed the aquarium floor - a journey of three or four meters - and then, he realized that freedom was very near so he entered a drainpipe that led directly to the sea. The drainpipe was 50 meters long and opened into Hawke's Bay, on the east coast of New Zealand's North Island. It is also possible that Inky escaped through an open pipe at the top of his tank, which led under the floor to the drain. ""When we came in the next morning and his tank was empty, I was really surprised,"" said Yarrell, who has not started looking for Inky. ""The staff and I have been sad. But then, this is Inky and he's always been a bit of a surprise octopus.""",Ele,1_7_2,250.91091918945312,170.33914184570312,209.6503295898437,218.42068481445312,260.11358642578125
84,1_7_Ele_3,"Reiss Jenkinson, a keeper at the National Aquarium, said he was absolutely certain Inky was not stolen. ""I understand octopus behavior very well,"" he said. ""I have seen octopuses on boats escape through waste pumps. And, the security here is too good for anyone to take Inky and why would they?"" Because octopuses have no bones, they can fit into very small spaces and can squeeze through gaps the size of coins. They are also very intelligent and able to use tools. At the Island Bay Marine Education Center in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank. Another octopus at the center, Ozymandias, broke a world record for opening a jar.",Ele,1_7_3,330.60015869140625,206.8204345703125,260.3045959472656,289.52783203125,373.88201904296875
85,1_7_Ele_4,"Inky was brought to the National Aquarium several years ago by a local fisherman who found him in a fishing pot. Yarrell said, ""He lived on the reef and fought with fish so he wasn't in a good shape."" According to Yarrell, Inky - who is about the size of a rugby ball - was an ""unusually intelligent"" octopus. ""He was very friendly and a popular attraction here. We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality."" The aquarium has no plans to increase security as a result of the escape but the staff now know ""what octopuses can do"" so they will be more careful. The aquarium is not looking for another octopus but, if a fisherman brought in another octopus, the aquarium might take it.",Ele,1_7_4,252.2528076171875,154.8010711669922,180.9927520751953,227.1483154296875,297.06329345703125
86,1_8_Adv_1,"Do you want your child to be good at sports, make the school team and, maybe one day, even compete on the world stage? Well, try to ensure that your would-be Olympian or World Cup winner is born in November or, failing that, in October. A study has found that school pupils born in those months are fitter than everyone else in their class. November- and October-born children emerged as fitter, stronger and more powerful than their peers born in the other ten months of the year, especially those whose birthdays fell in April or June. Dr. Gavin Sandercock, who is from the Center for Sports and Exercise Science at Essex University and led the study, found that autumn-born children enjoyed ""a clear physical advantage"" over their classmates.",Adv,1_8_1,236.5869140625,106.17327880859376,127.6383819580078,190.15074157714844,251.0017547607422
87,1_8_Adv_2,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. All were tested between 2007 and 2010 on three different measures of fitness: stamina, handgrip strength and lower-body power. The results revealed that a child's month of birth could make ""significant"" differences to their levels of cardiovascular fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports, in which such attributes are vital. Performances at school sports days in the weeks ahead may bear out the findings. November-born children were the fittest overall as they had the most stamina and power and were the second strongest. Those born in October were almost as fit, scoring highest for strength and coming third for power, with December children close behind.",Adv,1_8_2,378.07330322265625,170.1629180908203,212.130859375,318.0465393066406,381.2355651855469
88,1_8_Adv_3,"The gap in physical prowess between children in the same class but born in different months was sometimes very wide. ""For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April. This is, potentially, a huge physical advantage,"" said Sandercock. Such gaps could ultimately decide who became a top-level athlete because, as the paper says, ""selection into elite sports may often depend on very small margins or differences in an individual's physical performance"". The study, which has been published in the International Journal of Sports Medicine, found that, when scores for the three kinds of fitness were combined, those born in April were the least fit, then those in June. That could see those children excluded from school teams and becoming sporting underachievers, Sandercock said.",Adv,1_8_3,352.9530944824219,161.18807983398438,214.1886749267578,297.2538757324219,332.7288513183594
89,1_8_Adv_4,"The findings seem to show that children born in the early months of the school year enjoy a double ""autumn advantage"" - they are already known to have an academic advantage and, now, they also appear to be better equipped for sports, too. The authors believe that autumn-born children's greater exposure over the summer months, towards the end of pregnancy, to vitamin D is the most likely explanation. John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be ""a major factor"" in their sporting development. ""Children that get a high-quality first experience, which develops their physical literacy, are those that will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and excel in sports as they grow up"", he said.",Adv,1_8_4,250.507080078125,153.15133666992188,186.9740295410156,215.4800720214844,259.87200927734375
90,1_8_Adv_5,"UK Sport could not say if a disproportionately high number of the 1,300 athletes across 47 sports it funds were born in November and October. Natalie Dunman, its head of performance pathways, said that, while the differences highlighted in the new findings were borne out by teenagers competing in junior-level competitions, they had disappeared by the time athletes were taking part in adult competitions. She said: ""Looking at elite, senior athletes, there are many factors that go into making a champion and our work hasn't uncovered anything to suggest that month of birth is one of the key ingredients.""",Adv,1_8_5,280.98388671875,138.1029052734375,160.00025939941406,260.0345458984375,282.75
91,1_8_Ele_1,"Do you want your child to be good at sports, play for the school team and, maybe one day, even be in international competitions? Well, try to make sure that your child is born in November or October. A study has found that schoolchildren born in November or October are fitter than everyone else in their class. Children born in November or October were fitter, stronger and more powerful than children born in the other ten months of the year. They are especially fitter, stronger and more powerful than children with birthdays in April or June. Dr. Gavin Sandercock of Essex University found in his study that children born in the autumn had ""a clear physical advantage"" over their classmates.",Ele,1_8_1,179.24864196777344,88.74028778076172,113.90911102294922,150.52084350585938,183.78750610351562
92,1_8_Ele_2,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. All were tested between 2007 and 2010 on three different things: stamina, handgrip strength and lower-body power. The results showed that a child's month of birth could make big differences to their levels of fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports. November children were the fittest because they had the most stamina and power and were the second strongest. Children born in October were almost as fit - they scored highest for strength and came third for power, with December children close behind.",Ele,1_8_2,298.81219482421875,153.20028686523438,187.28875732421875,244.9829559326172,275.315673828125
93,1_8_Ele_3,"The gap in physical ability between children in the same class but born in different months was sometimes very wide. ""For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April. This is a huge physical advantage,"" said Sandercock. These gaps could decide who became a top-level athlete because ""selection into elite sports may often depend on very small differences in a person's physical performance"". The study found that, when scores for the three kinds of fitness were put together, children born in April were the least fit, followed by children born in June.",Ele,1_8_3,227.7079162597656,131.4552764892578,170.6236572265625,190.14572143554688,211.74365234375
94,1_8_Ele_4,"The findings seem to show that children born in the early months of the school year enjoy a double ""autumn advantage"" - we already know that they have an academic advantage and, now, they also seem to be better at sports, too. The authors of the study believe that the most likely explanation is that children born in autumn get more vitamin D over the summer months towards the end of pregnancy. John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be ""a major factor"" in their sporting development. ""Children that get a high-quality first experience will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and be good at sports as they grow up"", he said.",Ele,1_8_4,226.9856719970703,127.91177368164062,164.70407104492188,192.2579040527344,228.31466674804688
95,1_8_Ele_5,"UK Sport could not say if a majority of the 1,300 athletes it gives money to were born in November and October. Natalie Dunman, its head of performance, said that the differences shown in the new study were true for teenagers in junior-level competitions, but that the differences disappear before athletes were in adult competitions. She said: ""With adult athletes, there are many factors that make a champion and we don't think that month of birth is one of the key ingredients.""",Ele,1_8_5,212.66671752929688,131.97195434570312,173.4127960205078,215.44021606445312,218.48031616210938
96,1_9_Adv_1,"Lots of us know we are sleep-deprived, but imagine if we could fix it with a fairly simple solution: getting up later. In a speech at the British Science Festival, Dr. Paul Kelley, clinical research associate at the Sleep and Circadian Neuroscience Institute at Oxford University, called for schools to stagger their starting times to work with the natural biological rhythms of their students. It would improve cognitive performance, exam results and students' health (sleep deprivation has been linked with diabetes, depression, obesity and an impaired immune system).",Adv,1_9_1,209.08352661132807,105.3092803955078,127.84178924560548,179.01760864257812,284.0125732421875
97,1_9_Adv_2,"It follows a paper, published in 2014, in which he noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, someone you may think of as a lazy teenager actually has a natural waking hour of 9am. The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds. For the older teenagers, it might be more sensible to start the school day at 11am or even later. ""A 7am alarm call for older adolescents,"" Kelley and his colleagues pointed out in the paper, ""is the equivalent of a 4.30am start for a teacher in their 50s.""",Adv,1_9_2,226.8812561035156,125.6064453125,143.50225830078125,215.38140869140625,232.93121337890625
98,1_9_Adv_3,"He says it's not as simple as persuading teenagers to go to bed earlier. ""The body's natural rhythm is controlled by a particular kind of light,"" says Kelley. ""The eye doesn't just contain rods and cones; it contains cells that then report to the suprachiasmatic nuclei in the hypothalamus."" This part of the brain controls our circadian rhythms over a 24-hour cycle. It's like saying: 'Why can't you control your heartbeat?'""",Adv,1_9_3,217.3197021484375,105.6613540649414,129.88121032714844,189.0655670166016,206.42413330078125
99,1_9_Adv_4,"But it isn't just students who would benefit from a later start. Kelley says the working day should be more forgiving of our natural rhythms. Describing the average sleep loss per night for different age groups, he says: ""Between 14 and 24, it's more than two hours. For people aged between 24 and about 30 or 35, it's about an hour and a half. That can continue up until you're about 55 when it's in balance again. The 10-year-old and 55-year-old wake and sleep naturally at the same time.""",Adv,1_9_4,188.93963623046875,81.6579360961914,129.86106872558594,156.5808868408203,206.48965454101562
100,1_9_Adv_5,"This might be why, he adds, the traditional nine to five is so ingrained; it is maintained by bosses, many of them in their mid-50s and upwards because ""it is best for them"". So, should workplaces have staggered starting times, too? Should those in their 50s and above come in at 8am, while those in their 30s start at 10am and the teenage intern or apprentice be encouraged to turn up at 11am? Kelley says that synchronized hours could have ""many positive consequences. The positive side of this is people's performance, mood and health will improve. It's very uplifting in a way because it's a solution that will make people less ill, and happier and better at what they do.""",Adv,1_9_5,280.0152587890625,161.85519409179688,188.27664184570312,244.54617309570312,315.4078674316406
101,1_9_Adv_6,"There would probably be fewer accidents as drivers would be more alert, he says. It could spell the end of rush hour as people stagger their work and school-run times. A later start to the day for many, says Kelley, ""is something that would benefit everyone, particularly families. Parents go and try to wake up teenagers who are waking up three hours too early. It creates tensions for everybody."" So, what time does Kelley start work? ""I am 67 so that means I'm back to being ten years old and I get up just after six. I wake naturally."" And, yes, he says he finds the start of his working day much easier now than he did when he was younger.",Adv,1_9_6,255.7038726806641,117.7678680419922,160.80738830566406,241.51109313964844,244.30889892578125
102,1_9_Ele_1,"Many of us know we don't get enough sleep, but imagine if there was a simple solution: getting up later. In a speech at the British Science Festival, Dr. Paul Kelley from Oxford University said schools should stagger their starting times to work with the natural rhythms of their students. This would improve exam results and students' health (lack of sleep can cause diabetes, depression, obesity and other health problems).",Ele,1_9_1,139.95541381835938,71.39848327636719,93.15908813476562,121.9259796142578,148.13035583496094
103,1_9_Ele_2,"Dr. Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a person's natural waking hour is 9am, although you may think they are just a lazy teenager. The normal school starting time works for 10-year-olds but not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. ""A 7am wake-up time for older teenagers,"" says Kelley, ""is the same as a 4.30am start for a teacher in their 50s.""",Ele,1_9_2,163.16928100585938,91.34661865234376,99.90956115722656,149.1400146484375,160.0591278076172
104,1_9_Ele_3,"He says the solution is not to tell teenagers to go to bed earlier. ""The body's natural rhythm is controlled by a particular kind of light,"" says Kelley. ""The eye has cells that report to a part of the brain that controls our sleep rhythms over a 24-hour cycle. It's like saying: 'Why can't you control your heartbeat?'""",Ele,1_9_3,121.73129272460938,75.2687759399414,88.96475219726562,116.97113037109376,127.83863067626953
105,1_9_Ele_4,"But it isn't just students who would benefit from a later start. Kelley says the working day should be more linked to our natural rhythms. Describing the average sleep loss per night for different age groups, he says: ""Between 14 and 24, people lose more than two hours. For people aged between 24 and about 30 or 35, they lose about an hour and a half. That can continue up until you're about 55 when it's in balance again. The 10-year-old and 55-year-old wake and sleep naturally at the same time.""",Ele,1_9_4,181.26498413085932,73.93246459960938,117.78284454345705,142.14491271972656,178.15121459960938
106,1_9_Ele_5,"So, should workplaces have staggered starting times, too? Should people in their 50s and above come in at 8am, people in their 30s start at 10am and the teenage apprentice at 11am? Kelley says that synchronized hours could have ""many positive effects. The positive side is that people's performance, mood and health will improve. It's very positive because it's a solution that will make people less ill, and happier and better at what they do.""",Ele,1_9_5,169.4508514404297,114.08834838867188,118.92816925048828,144.7009735107422,182.11703491210938
107,1_9_Ele_6,"There would probably be fewer accidents because drivers would be more awake, he says. It could mean the end of rush hour because people would stagger their work times and the times of their school run. A later start to the day for many, says Kelley, ""is something that would benefit all people, particularly families. Parents go and try to wake up teenagers who are waking up three hours too early. It creates problems for everybody."" So, what time does Kelley start work? ""I am 67 so that means I'm like a 10-year-old and I get up just after six. I wake naturally."" And, yes, he says he finds the start of his working day much easier now than when he was younger.",Ele,1_9_6,261.6698608398437,125.67301940917967,159.22637939453125,249.6222381591797,252.56875610351562
108,2_10_Adv_1,"Crunchy, full of protein and to be found under a rock near you. Insects have long been overlooked as food in all but a handful of places around the world - but now they are crawling closer and closer to our plates. Spring 2013 will see a drive towards removing the yuck factor and putting insects not just on experimental gastronomic menus but also on supermarket shelves. In April, there will be a festival in London, Pestival 2013 - a Wellcome Trust-backed insect appreciation event where the consumption of creepy-crawlies comes high on the agenda. It will feature a two-day ""pop-up"" restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought ants to the table for a sellout ten-day run at Claridge's hotel in London in 2012.",Adv,2_10_1,408.4620056152344,189.59811401367188,250.3397674560547,343.67138671875,402.6400146484375
109,2_10_Adv_2,"In March, a BBC documentary will feature food writer Stefan Gates searching out and eating deep-fried locusts and barbecued tarantulas. But, behind all the gimmicks and jokes about flies in the soup, there is a deeply serious message. Many experts believe there is a clear environmental benefit to humans eating creepy-crawlies. The UN's Food and Agriculture Organization (FAO) has been funding projects since 2011 aimed at promoting the eating and farming of insects in south-east Asia and Africa, where an estimated two billion people already eat insects and caterpillar larvae as a regular part of their diet. In 2012, the FAO published a list of 1,909 edible species of insect and, with sponsorship from the Dutch government, plans a major international conference on ""this valuable food source"" in 2013.",Adv,2_10_2,344.54840087890625,157.24246215820312,195.95460510253903,286.825927734375,341.6244201660156
110,2_10_Adv_3,"Over the next 30 years, the planet's human population will increase to nine billion. Already one billion people do not get enough food. The increase will mean more pressure on agricultural land, water, forests, fisheries and biodiversity resources, as well as nutrients and energy supplies. The cost of meat is rising, not just in terms of hard cash but also in terms of the amount of rainforest that is destroyed for grazing or to grow feedstuff for cattle. There is also the issue of methane excreted by cows. The livestock farming contribution, in terms of greenhouse gas emissions, is enormous - 35% of the planet's methane, 65% of its nitrous oxide and 9% of the carbon dioxide.",Adv,2_10_3,291.1721496582031,150.4583740234375,182.916259765625,281.6080322265625,315.89691162109375
111,2_10_Adv_4,"Edible insects emit few gases, contain high-quality protein, vitamins and amino acids, and have a high food-conversion rate, needing a quarter of the food intake of sheep, and half of pigs and chickens, to produce the same amount of protein. They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste. China is already successfully setting up huge maggot farms. Zimbabwe has a thriving mapone caterpillar industry and Laos was given nearly $500,000 by the FAO to develop an insect-harvesting project. It's already big business in the UK, though not always official: a man was recently detained by Gatwick customs as he stepped off a flight from Burkina Faso with 94 kilos of mapone, worth nearly £40,000, in his luggage. A study by FoodServiceWarehouse.com suggested that swapping pork and beef for crickets and locusts could help to reduce greenhouse gas emissions by as much as 95%.",Adv,2_10_4,506.5715942382813,280.1788330078125,313.11834716796875,461.21484375,495.2737731933594
112,2_10_Ele_1,"In the West, people do not usually eat insects. But in some parts of the world, insects are an important food and in spring 2013 there will be an effort to show people that eating insects is not disgusting. And we may soon be able to buy insects in supermarkets. In April, there will be a festival in London, Pestival 2013, where there will be a discussion about the question of eating insects. The festival will include a restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought extremely popular insect dishes to Claridge's hotel in London in 2012.",Ele,2_10_1,232.55130004882807,120.06178283691406,150.00390625,196.2411651611328,233.06854248046875
113,2_10_Ele_2,"In March, a BBC documentary will show a food writer eating deep-fried locusts and barbecued spiders. But, behind all the jokes there is a very serious message. Many experts believe that if humans eat insects, it will be very good for the environment. The UN's Food and Agriculture Organization (FAO) gives money to projects that show people they can eat and farm insects in south-east Asia and Africa. In these places about two billion people already eat insects and larvae as a normal part of their diet. In 2012, the FAO published a list of 1,909 edible species of insect and plans a major international conference on ""this valuable food source"" in 2013.",Ele,2_10_2,227.51821899414065,111.99767303466795,145.08908081054688,201.8726806640625,243.96359252929688
114,2_10_Ele_3,"In the next 30 years, the planet's human population will increase to nine billion. Already one billion people do not get enough food. The increase will put more pressure on agricultural land, water, forests, fisheries and resources, and also food and energy supplies. The cost of meat is increasing - it costs more money now, but also people have to destroy a lot of rainforest to make fields or to grow food for cows. Cows also make methane. The farming of cows, pigs and sheep makes very large amounts of greenhouse gases - 35% of the planet's methane, 65% of its nitrous oxide and 9% of the carbon dioxide.",Ele,2_10_3,240.16506958007807,136.6544189453125,162.8216094970703,217.08116149902344,251.17166137695312
115,2_10_Ele_4,"Edible insects make few gases, contain high-quality protein, vitamins and amino acids, and are good at converting food - they only need a quarter of the food that sheep need to make the same amount of protein. You can grow them on organic waste. China is already building huge maggot farms. Zimbabwe is growing caterpillars and Laos is developing an insect-harvesting project. One study says that eating crickets and locusts, and not eating pork and beef, could help to reduce greenhouse gas emissions by up to 95%.",Ele,2_10_4,255.58062744140625,163.12173461914062,187.9755859375,231.2806701660156,271.1224365234375
