text_id,diff_CAREC,diff_CAREC_M,diff_CARES,diff_CML2RI,diff_length,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_dale_chall_score,diff_ARI,diff_linsear_formula,diff_difficult_words_count,diff_syllable_count,diff_lexicon_count,diff_sentence_count,diff_char_count,diff_letter_count,diff_polysyllabcount,diff_monosyllabcount,diff_fernansex_huerta,diff_szigriszt_pazos,diff_gutierrez_polini,diff_crawford,diff_cpidr_density,diff_depid_density,diff_max_embedding_depth,diff_avg_embedding_depth,diff_mean_entropy,diff_mean_entropy_sents,diff_word_length,diff_wordFreq_frequency,diff_gpt2_surprisal,diff_Wordfreq_Frequency,diff_Length,diff_TF,diff_CML2RI_(-),diff_flesch_reading_ease_(-),diff_lexicon_count_(-),diff_monosyllabcount_(-),diff_fernansex_huerta_(-),diff_szigriszt_pazos_(-),diff_gutierrez_polini_(-),diff_wordFreq_frequency_(-)
1_6_4,0.10840999999999999,0.11825000000000002,0.050843742487207466,-5.483975873015877,22.0,-3.960000000000001,1.5,2.6500000000000004,0.8800000000000008,0.8000000000000007,0.8699999999999992,2.4000000000000004,2.033333333333333,4.0,3.0,2.0,-1.0,20.0,20.0,0.0,2.0,-3.969999999999999,-3.8900000000000006,-2.3200000000000003,0.19999999999999973,-0.013932156455520928,-0.00415368639667707,-2.0,0.0,0.5029715182755687,-0.023466308152579884,0.09558378705384207,0.1474069669999999,0.31143186791233424,0.372034136108347,0.2511111111111113,-74.49042278127183,5.483975873015877,3.960000000000001,-2.0,-2.0,3.969999999999999,3.8900000000000006,2.3200000000000003,-0.1474069669999999
1_7_1,0.10416000000000002,0.08349,0.11136968053813145,-2.109664696495374,118.0,-4.160000000000004,1.6000000000000005,2.380000000000001,1.3500000000000014,1.5999999999999996,1.25,2.5,3.3499999999999996,9.0,34.0,18.0,-1.0,100.0,101.0,5.0,11.0,-4.189999999999998,-7.329999999999998,-2.75,0.6000000000000001,-0.021783625730994183,0.014930325149303314,2.0,0.791666666666667,0.07203100308459742,-0.2595517427460079,0.1675057537399307,0.1563242359999999,0.19203843842036283,0.36126762441682203,0.1421838177533381,-59.76417885270004,2.109664696495374,4.160000000000004,-18.0,-11.0,4.189999999999998,7.329999999999998,2.75,-0.1563242359999999
1_7_2,-0.00010000000000000286,-0.003939999999999999,0.019410553569775002,-2.846548925154684,34.0,-9.170000000000002,1.4000000000000004,0.2400000000000002,0.5800000000000001,0.5,0.08000000000000007,0.8000000000000007,0.25,1.0,9.0,4.0,0.0,30.0,29.0,1.0,0.0,-6.709999999999994,-2.569999999999993,-1.1899999999999977,0.19999999999999996,-0.023910984848484862,0.0016963528413910245,1.0,0.33333333333333304,-0.027497903022434045,-0.06120747599840204,0.07806451612903187,0.05744775999999985,-0.03545453740250171,0.24769565605235755,0.10057826978849826,-88.69416542878028,2.846548925154684,9.170000000000002,-4.0,-0.0,6.709999999999994,2.569999999999993,1.1899999999999977,-0.05744775999999985
1_7_3,0.0005400000000000127,-0.025370000000000004,0.1020470308911664,-0.3919285616946304,159.0,-3.450000000000003,1.3000000000000007,1.7100000000000009,0.9400000000000013,0.9000000000000004,0.5899999999999999,1.8000000000000007,0.14285714285714235,9.0,41.0,27.0,0.0,132.0,132.0,4.0,17.0,-3.469999999999999,-3.819999999999993,-1.730000000000004,0.2999999999999998,0.010163055617601002,-0.04612463703372793,0.0,0.25,0.09100895937389453,-0.035024726378543924,0.13413617801483468,0.361921928,-0.23787241016144645,-0.2933085665737636,0.057377989703179644,128.32636001867456,0.3919285616946304,3.450000000000003,-27.0,-17.0,3.469999999999999,3.819999999999993,1.730000000000004,-0.361921928
1_7_4,0.03153,0.012840000000000018,0.0937942049973795,-0.3166825847816419,130.0,-0.3999999999999986,0.09999999999999964,0.9900000000000002,0.2400000000000002,-0.5,0.40000000000000036,0.3999999999999986,-2.6904761904761916,7.0,32.0,22.0,1.0,108.0,101.0,1.0,16.0,-0.4099999999999966,-0.18999999999999773,-0.5,0.09999999999999964,0.01657991131675346,-0.0054945054945054195,0.0,0.033333333333333215,-0.22347693967324656,-0.2327913620957629,-0.0019980019980021524,0.19477930899999985,0.02596693277468809,-0.05794043657032155,0.03139271511941022,108.95362534829559,0.3166825847816419,0.3999999999999986,-22.0,-16.0,0.4099999999999966,0.18999999999999773,0.5,-0.19477930899999985
1_8_1,-0.06620000000000001,-0.06276000000000001,0.030500630319391986,-2.3110116877846814,50.0,2.7700000000000102,1.0,1.4700000000000006,0.17999999999999972,-0.5,1.0,2.9000000000000004,0.9000000000000004,3.0,1.0,8.0,-1.0,42.0,35.0,-4.0,9.0,0.29000000000000625,-0.5699999999999932,-1.7800000000000011,-0.20000000000000018,-0.030916030534351213,0.017048346055979602,1.0,-0.833333333333333,0.2725821603393488,0.08523443252620488,-0.03643849716932568,0.09480111899999999,0.6260130462805757,0.14402561756473453,-0.022231270358306077,-32.17520462707756,2.3110116877846814,-2.7700000000000102,-8.0,-9.0,-0.29000000000000625,0.5699999999999932,1.7800000000000011,-0.09480111899999999
1_8_2,0.01690999999999998,-0.008700000000000013,0.13144600171445253,-2.5505805973611047,159.0,-0.20999999999999375,0.09999999999999964,0.7899999999999991,0.8699999999999992,0.5999999999999996,0.2599999999999998,0.7999999999999989,0.40000000000000036,10.0,39.0,23.0,1.0,137.0,132.0,3.0,13.0,-0.20000000000000284,-3.450000000000003,-1.4699999999999989,0.20000000000000018,-0.012012012012011963,-0.008403361344537896,0.0,0.0,0.08938736533841674,0.3466832621645901,0.09808559797557503,0.18886391000000002,0.3162323939160707,-0.14873925410644873,0.1835187822448976,115.94593507810072,2.5505805973611047,0.20999999999999375,-23.0,-13.0,0.20000000000000284,3.450000000000003,1.4699999999999989,-0.18886391000000002
1_8_3,0.03969,0.011929999999999996,0.1410608184232921,-1.3711547315789359,224.0,-1.1199999999999974,0.5,1.3099999999999987,1.9800000000000004,0.6999999999999993,0.5800000000000001,2.1999999999999993,0.40000000000000036,9.0,52.0,30.0,1.0,194.0,186.0,5.0,20.0,-1.1199999999999903,-5.609999999999999,-3.700000000000003,0.2999999999999998,-0.01956546467978615,-0.005938375350139968,0.0,-1.4333333333333327,-0.09160519568703318,-0.17304704770441237,0.23366006256517213,0.18900955889999993,0.08439795960706764,0.2649674033927294,0.2732653695806677,119.44981898543,1.3711547315789359,1.1199999999999974,-30.0,-20.0,1.1199999999999903,5.609999999999999,3.700000000000003,-0.18900955889999993
1_8_4,0.03215000000000001,0.02804000000000001,0.011439434679730187,-2.2391906283591165,60.0,-9.169999999999995,1.3999999999999986,1.0399999999999991,1.5699999999999985,1.5999999999999996,0.6500000000000004,1.8000000000000007,1.0,5.0,15.0,3.0,0.0,57.0,51.0,5.0,-3.0,-6.709999999999994,-5.439999999999998,-2.8299999999999983,0.40000000000000036,0.03643600734843849,0.014038768984812211,-2.0,-0.75,0.2923653108504176,0.1749715620094392,0.14255935147654863,-0.03465932999999999,0.3886307264354518,0.32411731219663587,0.2630758661703938,135.98721908937046,2.2391906283591165,9.169999999999995,-3.0,3.0,6.709999999999994,5.439999999999998,2.8299999999999983,0.03465932999999999
1_8_5,0.029210000000000014,0.012250000000000039,0.126526378080747,-1.0611938945836457,127.0,-5.789999999999999,2.1999999999999993,2.9099999999999984,1.92,0.9000000000000004,1.4800000000000004,4.100000000000001,3.5,8.0,32.0,17.0,0.0,110.0,108.0,2.0,6.0,-5.809999999999988,-10.149999999999991,-4.700000000000003,0.5,0.010961810466760924,0.0011786892975012009,0.0,1.0,-0.28146169118959374,-0.3183813367107966,0.2524961597542248,-0.006912020000000019,-0.10427133882607365,0.6234197398770824,0.2749672983424274,-150.7968531707495,1.0611938945836457,5.789999999999999,-17.0,-6.0,5.809999999999988,10.149999999999991,4.700000000000003,0.006912020000000019
1_9_1,0.12274999999999997,0.10874,0.0987846552761098,-7.096209858003784,145.0,-29.939999999999998,5.3,5.07,2.6799999999999997,4.200000000000001,1.8900000000000006,4.1,4.75,14.0,45.0,18.0,0.0,127.0,124.0,10.0,5.0,-22.58999999999999,-17.980000000000004,-5.529999999999994,1.2999999999999998,-0.02088938123120737,0.03829719892388039,0.0,0.0,-0.14698488567142576,-0.2635764965884979,0.39383070301291223,0.12072548300000002,0.2549934918400356,0.5328962611468651,0.40142180094786717,-72.60990573407634,7.096209858003784,29.939999999999998,-18.0,-5.0,22.58999999999999,17.980000000000004,5.529999999999994,-0.12072548300000002
1_9_2,0.04417,0.05223000000000001,0.11372880614449002,-5.514393123601391,92.0,-11.0,2.2,3.0999999999999996,1.2300000000000004,2.9000000000000004,0.5200000000000014,1.6999999999999993,3.8666666666666654,8.0,31.0,15.0,0.0,77.0,79.0,5.0,8.0,-8.549999999999997,-9.64,-2.3900000000000006,0.7,0.00613207547169814,-0.007943925233644789,0.0,0.0,0.21162623940449343,0.000553068788316402,0.16826796525401422,0.22171363,-0.05107621070473911,-0.29170741828481894,0.15258963007998716,90.74370998233047,5.514393123601391,11.0,-15.0,-8.0,8.549999999999997,9.64,2.3900000000000006,-0.22171363
1_9_3,0.13541,0.11930999999999999,0.130703501120141,-3.3268226017216467,106.0,-16.620000000000005,2.1999999999999993,1.0599999999999987,2.66,1.0999999999999996,0.7699999999999996,2.1000000000000005,0.25,6.0,28.0,13.0,1.0,93.0,88.0,3.0,5.0,-11.689999999999998,-9.509999999999991,-4.359999999999999,0.7999999999999998,0.10090090090090087,0.041474654377880116,-2.0,-0.3999999999999999,-0.4823679238874803,-0.4030470481768065,0.35281582952815915,0.06499765899999999,-0.028141820307037158,0.8366242752684627,0.43594452773613135,141.8787856071964,3.3268226017216467,16.620000000000005,-13.0,-5.0,11.689999999999998,9.509999999999991,4.359999999999999,-0.06499765899999999
1_9_4,-0.010400000000000006,-0.00913,0.05589296736144611,2.734280336111672,-9.0,0.3999999999999915,-0.20000000000000018,0.34999999999999964,-0.0600000000000005,0.3999999999999986,0.06999999999999851,-0.10000000000000053,0.0,1.0,-1.0,-2.0,0.0,-7.0,-9.0,1.0,-2.0,0.3999999999999915,-0.769999999999996,0.1599999999999966,0.10000000000000009,-0.008421985815602828,-0.020408163265306145,0.0,0.0,0.054315178189692226,0.1021728214442792,-0.06603773584905692,0.012256390000000006,0.026739785311409747,-0.019815941073900945,-0.009483171140685975,-72.46780522915549,-2.734280336111672,-0.3999999999999915,2.0,2.0,-0.3999999999999915,0.769999999999996,-0.1599999999999966,-0.012256390000000006
1_9_5,0.04426999999999999,0.01693,0.12596132282014888,-1.8608669735119179,232.0,3.3900000000000006,0.7999999999999998,2.130000000000001,-1.0899999999999999,0.5,-0.16999999999999993,1.0999999999999996,0.7333333333333343,8.0,55.0,45.0,1.0,187.0,179.0,3.0,39.0,0.8999999999999915,-1.4699999999999989,1.0400000000000063,0.0,0.000312695434646737,-0.040564373897707284,0.0,0.7,0.23630339930661304,-0.16475772735582694,-0.19264475743348886,0.350154453,-0.10817373420699194,-0.329908118321379,-0.2785628639945186,-170.21887061779148,1.8608669735119179,-3.3900000000000006,-45.0,-39.0,-0.8999999999999915,1.4699999999999989,-1.0400000000000063,-0.350154453
1_9_6,-0.031259999999999996,-0.031149999999999997,-0.01989086341504448,-0.9411452900862152,-20.0,0.29999999999999716,-0.09999999999999964,-0.08999999999999986,-0.39999999999999947,0.3000000000000007,0.16000000000000014,-0.5,-0.75,0.0,-1.0,-2.0,0.0,-18.0,-17.0,1.0,-2.0,0.29999999999999716,-0.5999999999999943,0.759999999999998,0.0,0.012786885245901658,0.019550909794812277,2.0,0.4444444444444444,-0.030194576974805543,-0.018941481509214597,-0.07404426559356114,-0.06871497000000004,0.071163824352805,0.15412443922334518,-0.07026344914614313,-103.24292417863924,0.9411452900862152,-0.29999999999999716,2.0,2.0,-0.29999999999999716,0.5999999999999943,-0.759999999999998,0.06871497000000004
2_10_1,0.10342,0.09515000000000001,0.11903392461820933,-9.965399850289494,176.0,-5.280000000000001,2.0,1.4000000000000004,1.2799999999999994,-0.40000000000000036,1.4700000000000006,3.5,-0.3999999999999986,5.0,37.0,26.0,0.0,148.0,141.0,-1.0,19.0,-5.299999999999997,-4.900000000000006,-3.4200000000000017,0.19999999999999973,0.05154061624649858,0.040834595785704475,3.0,1.2000000000000002,0.442728334893979,-0.18885025484232365,0.2091943348038079,0.1703317740000001,0.8592695488312283,0.9773089024985318,0.0873480773062365,-32.375632596134665,9.965399850289494,5.280000000000001,-26.0,-19.0,5.299999999999997,4.900000000000006,3.4200000000000017,-0.1703317740000001
2_10_2,0.13507000000000002,0.12348000000000003,0.11681578727387898,-12.222460315205394,153.0,-24.22,5.1,4.309999999999999,2.7300000000000004,3.9000000000000004,1.379999999999999,5.6,7.25,9.0,39.0,17.0,-1.0,136.0,133.0,9.0,6.0,-19.340000000000003,-14.11,-6.530000000000001,0.7999999999999998,0.003816793893129722,-0.011083743842364602,4.0,1.2999999999999998,0.07696995050087718,-0.05330471524024638,0.37585034013605423,0.161128905,0.3101488591734234,0.625396376539106,0.4845681582473489,-33.27616448518893,12.222460315205394,24.22,-17.0,-6.0,19.340000000000003,14.11,6.530000000000001,-0.161128905
2_10_3,0.01751999999999998,0.017100000000000004,0.0780624823373533,-5.231267839620309,74.0,-9.979999999999997,1.6999999999999993,1.4900000000000002,1.5699999999999985,1.3999999999999986,0.39000000000000057,1.8000000000000007,0.5,9.0,22.0,9.0,0.0,66.0,66.0,3.0,2.0,-7.530000000000001,-6.6299999999999955,-2.6599999999999966,0.5,-0.002506265664160401,-0.018737365883999324,3.0,1.5000000000000004,-0.1514132108945656,-0.6401547074609164,0.22462363138686126,0.12496252699999999,-0.0920018955439259,-0.04052204898785838,0.2629969418960245,-6.987022661334578,5.231267839620309,9.979999999999997,-9.0,-2.0,7.530000000000001,6.6299999999999955,2.6599999999999966,-0.12496252699999999
2_10_4,0.11123,0.04575000000000001,0.2958047068958177,-2.329517549188272,404.0,-4.57,1.799999999999999,1.8200000000000003,0.5800000000000001,1.1999999999999993,1.1099999999999994,2.5,2.0999999999999996,17.0,103.0,66.0,2.0,339.0,327.0,8.0,42.0,-4.590000000000003,-6.780000000000001,-2.1199999999999974,0.5,0.04560117302052785,0.03639240506329111,0.0,0.2999999999999998,-0.3695914587531721,-0.5034595783182096,0.11367704976727477,0.4517794312276,0.2941223086118683,0.7262449986675019,0.11804295220810701,30.433471129932116,2.329517549188272,4.57,-66.0,-42.0,4.590000000000003,6.780000000000001,2.1199999999999974,-0.4517794312276
2_1_1,0.07589000000000001,0.07013,0.020649515826684894,-2.948520918493699,65.0,0.030000000000001137,2.0,2.8999999999999986,0.07000000000000028,0.8000000000000007,0.6199999999999992,3.799999999999999,8.066666666666668,3.0,14.0,12.0,-1.0,53.0,51.0,-1.0,11.0,-2.469999999999999,-5.650000000000006,-2.020000000000003,0.10000000000000009,0.01916280530903952,-0.001335113484646211,0.0,0.20000000000000018,-0.28104255405329415,-0.3028544446207846,-0.0937810945273636,0.10231219999999996,0.0909794550960612,-0.1860017075376632,-0.09162136232810969,-36.754077390470115,2.948520918493699,-0.030000000000001137,-12.0,-11.0,2.469999999999999,5.650000000000006,2.020000000000003,-0.10231219999999996
2_1_2,0.07229000000000001,0.043429999999999996,0.19096782715994767,-2.2307638802955765,211.0,-15.36,3.8000000000000007,3.629999999999999,1.2300000000000004,2.1999999999999993,1.040000000000001,4.199999999999999,4.300000000000001,9.0,55.0,34.0,0.0,177.0,170.0,5.0,22.0,-12.929999999999993,-11.39,-3.9399999999999977,0.6000000000000001,-0.022606382978723416,-0.018589743589743524,0.0,0.20000000000000018,-0.18692821521752823,-0.8301828788522236,0.1131031851993134,0.24837601139599996,0.06974848251140475,0.1748031011222011,0.16646266829865386,4.274663402692795,2.2307638802955765,15.36,-34.0,-22.0,12.929999999999993,11.39,3.9399999999999977,-0.24837601139599996
2_1_3,-0.003170000000000006,-0.031010000000000038,0.1041040880742789,-15.085133276356288,180.0,5.82,-0.20000000000000107,0.8899999999999988,-0.6900000000000004,-0.7000000000000011,0.9299999999999997,0.6999999999999993,0.16666666666666607,7.0,44.0,34.0,1.0,146.0,138.0,1.0,25.0,3.3400000000000034,0.5799999999999983,0.23999999999999488,-0.09999999999999964,-0.007108068974595261,-0.013513513513513487,1.0,0.25,-0.3418377030064743,-0.40968358968229346,-0.043643263757116024,0.36119244132,-0.09435380372263413,-0.1601295236498359,-0.1114390659845208,53.86348878394335,15.085133276356288,-5.82,-34.0,-25.0,-3.3400000000000034,-0.5799999999999983,-0.23999999999999488,-0.36119244132
2_1_4,-0.014099999999999988,-0.07485999999999998,0.2128435904250738,4.166963926873695,352.0,-0.7099999999999937,0.2999999999999998,0.6499999999999995,-0.8100000000000005,0.1999999999999993,-0.7999999999999998,-0.5,-0.75,3.0,91.0,70.0,4.0,282.0,271.0,4.0,54.0,-0.7099999999999937,0.030000000000001137,1.1199999999999974,0.0,0.007849293563579218,0.04366158113730928,3.0,0.5333333333333334,-0.0030078611533195243,0.1825863886594039,-0.1351351351351351,0.5364195900000001,-0.07950210162143101,-0.27409772925926745,-0.1483253588516753,-19.23026315789474,-4.166963926873695,0.7099999999999937,-70.0,-54.0,0.7099999999999937,-0.030000000000001137,-1.1199999999999974,-0.5364195900000001
2_1_5,0.09467999999999999,0.08345000000000002,0.11668601770642228,-3.6687787630769364,120.0,-14.650000000000006,3.6000000000000005,2.7699999999999996,1.2899999999999991,1.5999999999999996,0.6799999999999997,3.4000000000000004,6.5,7.0,33.0,19.0,-1.0,101.0,102.0,3.0,14.0,-12.219999999999999,-8.540000000000006,-3.289999999999999,0.5,0.00826491516146688,-0.01186202590916191,1.0,0.8809523809523809,-0.024942828373274217,-0.18945959405940904,0.1866736326005709,0.262747258,-0.22837251751436316,-0.0048703887582419725,0.1220142589554083,-9.362978989095211,3.6687787630769364,14.650000000000006,-19.0,-14.0,12.219999999999999,8.540000000000006,3.289999999999999,-0.262747258
2_1_6,0.08267,0.04568,0.206274948700122,-1.3551129672964848,253.0,-27.68,6.5,5.84,1.92,4.1,0.9100000000000001,6.600000000000001,7.5,13.0,69.0,36.0,-1.0,216.0,205.0,10.0,17.0,-22.810000000000002,-18.33,-5.890000000000001,1.1,-0.00013287270794581918,-0.002271547248182737,1.0,1.0999999999999996,-0.14792454275711098,-0.29897093634183847,0.0892237033717942,0.15491121800000007,0.2085613065519656,0.6255324988659652,0.18563972351530555,-10.14531316123572,1.3551129672964848,27.68,-36.0,-17.0,22.810000000000002,18.33,5.890000000000001,-0.15491121800000007
2_2_1,0.09518000000000001,0.09714,0.05095051899026454,-9.58152104064934,64.0,-10.289999999999992,1.7999999999999998,1.4000000000000004,2.5599999999999996,0.6000000000000014,1.120000000000001,2.999999999999999,0.9027777777777777,8.0,12.0,3.0,-1.0,59.0,56.0,1.0,-3.0,-7.829999999999998,-6.509999999999991,-4.469999999999999,0.5999999999999999,0.05305521897178461,0.06304163126593032,0.0,0.0,0.19122587907559208,-0.0562995256372254,0.27623369256948394,-0.05826873229999996,0.6625349456192673,1.1678742039865782,0.30860105388407266,19.70476372599012,9.58152104064934,10.289999999999992,-3.0,3.0,7.829999999999998,6.509999999999991,4.469999999999999,0.05826873229999996
2_2_2,0.04181000000000001,0.03337,0.0744335421235699,-4.475593018257081,117.0,-16.510000000000005,2.1999999999999993,2.2799999999999994,1.5600000000000005,1.5,1.6099999999999994,1.4000000000000004,1.8928571428571423,15.0,39.0,12.0,1.0,105.0,98.0,8.0,1.0,-11.599999999999994,-9.170000000000002,-2.9000000000000057,0.7999999999999998,0.010924521487901795,0.02049476345250989,0.0,0.3222222222222224,-0.05856650235496286,-0.14057346844779328,0.2497572478845882,-0.06612214090000013,0.5621668240691466,0.585842629822432,0.31028803720649734,34.89983646770236,4.475593018257081,16.510000000000005,-12.0,-1.0,11.599999999999994,9.170000000000002,2.9000000000000057,0.06612214090000013
2_2_3,0.03003,0.006429999999999991,0.1302861135175839,0.6181001695092434,116.0,-5.519999999999996,0.09999999999999964,1.58,1.33,1.0,0.9800000000000004,0.0,-1.9714285714285715,6.0,29.0,14.0,2.0,100.0,95.0,7.0,9.0,-3.049999999999997,-2.3799999999999955,-1.6499999999999986,0.19999999999999973,0.020000000000000018,0.05837789661319065,0.0,-0.3142857142857145,-0.17117235365539418,-0.15594479102062575,0.13813405797101463,-0.09420213799999999,0.49300828058597546,1.0507961361086249,0.16761899320038864,-23.946674475744203,-0.6181001695092434,5.519999999999996,-14.0,-9.0,3.049999999999997,2.3799999999999955,1.6499999999999986,0.09420213799999999
2_2_4,0.0654,0.06651000000000001,0.0692337344359286,-9.195106818381626,66.0,-18.950000000000003,3.1000000000000005,2.6899999999999995,3.369999999999999,2.200000000000001,1.5700000000000003,3.5999999999999996,3.0,7.0,16.0,6.0,0.0,60.0,58.0,3.0,1.0,-14.040000000000006,-10.990000000000009,-5.82,0.9000000000000001,0.09357142857142858,0.0842857142857143,4.0,2.0,-0.15692589142078273,-0.21332954918207303,0.3950892857142856,0.05281943299999997,0.8605667488143913,0.7591648651397183,0.527857142857143,157.48071428571427,9.195106818381626,18.950000000000003,-6.0,-1.0,14.040000000000006,10.990000000000009,5.82,-0.05281943299999997
2_2_5,0.17795,0.14972999999999997,0.23822639892708622,-7.777505844560997,282.0,-7.039999999999992,0.7000000000000002,1.4399999999999995,2.84,1.3000000000000007,1.5500000000000007,1.8000000000000007,-0.04166666666666696,19.0,72.0,35.0,4.0,247.0,239.0,11.0,14.0,-4.570000000000007,-9.519999999999996,-4.640000000000001,0.5999999999999999,-0.03315363881401617,-0.0895236838633065,1.0,0.16666666666666652,-0.15016900760046603,0.15160470467501952,0.4032786885245896,0.45290254109999994,0.43747002301093385,0.49532237581409433,0.5451494010793727,38.706495985257334,7.777505844560997,7.039999999999992,-35.0,-14.0,4.570000000000007,9.519999999999996,4.640000000000001,-0.45290254109999994
2_2_6,-0.009310000000000013,-0.016990000000000005,0.05844072810307882,-0.6509726232234119,96.0,-19.049999999999997,3.1999999999999997,2.2299999999999995,1.58,1.9000000000000004,1.25,1.7000000000000002,1.7857142857142856,8.0,31.0,15.0,0.0,81.0,82.0,5.0,5.0,-14.14,-11.269999999999996,-2.4100000000000037,1.1,0.01140174379610992,0.028203062046736505,1.0,0.8571428571428572,0.07980046520930717,-0.2541761512615963,0.27040816326530637,0.07581126999999999,0.13928549726880268,0.09749655596103501,0.17132505175983503,-6.798913043478279,0.6509726232234119,19.049999999999997,-15.0,-5.0,14.14,11.269999999999996,2.4100000000000037,-0.07581126999999999
2_3_1,-0.015229999999999994,-0.02245999999999998,0.0486854956409174,-9.930765573940024,47.0,-6.020000000000003,0.1999999999999993,0.4299999999999997,0.870000000000001,0.9000000000000004,1.2800000000000011,-0.5999999999999996,-0.8666666666666654,12.0,16.0,5.0,1.0,42.0,43.0,5.0,0.0,-3.559999999999988,-1.769999999999996,-0.6600000000000037,0.20000000000000018,-0.0196581196581197,-0.01552795031055898,-3.0,-1.0,0.04280653122565514,-0.017334008356346686,0.1678475033738187,-0.053832290000000116,0.0612703405467907,0.406665319406077,0.1538461538461533,-7.396961063627742,9.930765573940024,6.020000000000003,-5.0,-0.0,3.559999999999988,1.769999999999996,0.6600000000000037,0.053832290000000116
2_3_2,0.07815999999999998,0.03109999999999999,0.19201541426287322,-5.71022018869998,273.0,-12.219999999999999,2.5999999999999996,2.8100000000000005,0.5300000000000011,1.799999999999999,1.2699999999999996,2.0,-0.16666666666666785,17.0,73.0,43.0,1.0,230.0,222.0,10.0,24.0,-9.780000000000001,-7.049999999999997,-1.7000000000000028,0.5,-0.031025641025641093,-0.04988962472406183,2.0,0.3809523809523814,-0.5270171962197026,-0.2861116328131166,0.07374817695673297,0.39947913999999995,-0.2486933117710115,-0.04142796213025868,0.048528212892331446,-61.26629374599662,5.71022018869998,12.219999999999999,-43.0,-24.0,9.780000000000001,7.049999999999997,1.7000000000000028,-0.39947913999999995
2_3_3,0.07077,0.030380000000000018,0.2250115323188924,-9.413988925128352,344.0,-8.149999999999999,1.1000000000000014,1.1500000000000004,1.040000000000001,2.0999999999999996,0.7599999999999998,0.5999999999999996,-2.25,13.0,95.0,59.0,2.0,285.0,278.0,11.0,42.0,-5.690000000000012,-4.930000000000007,-1.5999999999999943,0.40000000000000036,-0.0059420289855073305,0.03753623188405791,0.0,-0.46666666666666634,-0.5354547035125927,-0.022015456792932042,0.18404367735118,0.549700301,-0.13444076771527014,0.03756520323361556,0.2252816020025028,56.17174245584755,9.413988925128352,8.149999999999999,-59.0,-42.0,5.690000000000012,4.930000000000007,1.5999999999999943,-0.549700301
2_3_4,0.11816000000000002,0.07291,0.17052458709377913,-3.01225742617126,272.0,-12.629999999999995,2.8000000000000007,2.870000000000001,0.9900000000000002,2.3000000000000007,0.4399999999999995,2.1000000000000014,4.583333333333334,13.0,81.0,44.0,1.0,226.0,223.0,10.0,21.0,-10.180000000000007,-11.840000000000003,-2.0900000000000034,0.8999999999999999,0.02044241037376049,-0.04286803966437841,0.0,-0.023809523809523725,-0.06588429021844,-0.13852617374199472,0.14062140391254374,0.36744464099999996,-0.017404553081912688,0.3680088005928255,0.013692271988860583,-64.78926536190403,3.01225742617126,12.629999999999995,-44.0,-21.0,10.180000000000007,11.840000000000003,2.0900000000000034,-0.36744464099999996
2_4_1,-0.03696999999999999,-0.033780000000000004,0.0613610923175861,-6.736643160833333,104.0,-19.619999999999997,5.500000000000001,4.119999999999999,1.2299999999999986,1.9000000000000004,1.2799999999999994,6.0,6.708333333333332,6.0,25.0,17.0,-1.0,87.0,85.0,1.0,12.0,-17.22,-11.399999999999991,-4.899999999999999,0.6000000000000001,0.06227106227106233,0.04343891402714928,2.0,1.5,0.5633428320750165,-0.22954719806638835,0.20159420289855134,0.18513131000000005,0.5767050470461403,0.2582495949070971,0.10525328330206385,21.98820095893265,6.736643160833333,19.619999999999997,-17.0,-12.0,17.22,11.399999999999991,4.899999999999999,-0.18513131000000005
2_4_2,-0.03319,-0.036680000000000046,0.07647214116362569,-9.455460931355466,133.0,-27.27,6.4,7.219999999999999,3.9000000000000004,4.5,1.9499999999999993,8.0,8.583333333333329,10.0,33.0,13.0,-1.0,118.0,111.0,7.0,4.0,-22.39999999999999,-19.189999999999998,-9.069999999999993,1.2000000000000002,0.005021520803443313,0.03396851698425851,1.0,0.916666666666667,0.11371687371944539,-0.4368359324729587,0.4017654777525941,-0.01607386909999997,0.9709573377218264,2.251956457856693,0.39932375316990676,51.17596506058044,9.455460931355466,27.27,-13.0,-4.0,22.39999999999999,19.189999999999998,9.069999999999993,0.01607386909999997
2_4_3,0.02137,0.006429999999999991,0.06346514422410582,-1.8730381346717184,124.0,-5.579999999999998,2.1000000000000014,1.3400000000000016,-0.5700000000000003,0.6000000000000014,0.2900000000000009,2.0,2.875,7.0,30.0,22.0,0.0,102.0,100.0,2.0,14.0,-5.609999999999999,-0.30000000000001137,-0.4299999999999997,-0.19999999999999973,0.01905000626644937,-0.01495098039215692,0.0,-0.5,-0.1653031790058277,-0.15343302538153125,-0.1241883116883109,0.31185570000000007,-0.2066787534924277,-0.4338348738914295,-0.1541546559719258,-35.131887872331504,1.8730381346717184,5.579999999999998,-22.0,-14.0,5.609999999999999,0.30000000000001137,0.4299999999999997,-0.31185570000000007
