align_idx,unique_paragraph_id,mean_surprisal_gpt2,avg_mean_surprisal_gpt2,mean_surprisal_pythia,avg_mean_surprisal_pythia,SBERT,lexile,text_evaluator,o3-mini_simple_prompt,o3-mini_clear_prompt,o3-mini_clear_specific_prompt,llama-3.3-70b-versatile_simple_prompt,gemini-2.0-flash_simple_prompt,gpt-4o_simple_prompt,claude-sonnet-4-0_simple_prompt,gpt-5_simple_prompt,gemini-2.5-pro_simple_prompt,llama-3.3-70b-versatile_simple_specific_prompt,gemini-2.0-flash_simple_specific_prompt,gpt-4o_simple_specific_prompt,claude-sonnet-4-0_simple_specific_prompt,gpt-5_simple_specific_prompt,gemini-2.5-pro_simple_specific_prompt,llama-3.3-70b-versatile_clear_prompt,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_clear_prompt,gpt-5_clear_prompt,gpt-4o_clear_prompt,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt,gemini-2.0-flash_clear_specific_prompt,gpt-5_clear_specific_prompt,gpt-4o_clear_specific_prompt,gemini-2.5-pro_clear_specific_prompt,claude-sonnet-4-0_clear_specific_prompt,CAREC,CAREC_M,CARES,CML2RI,flesch_reading_ease,flesch_kincaid_grade_score,gunning_fog_index,coleman_liau_index,smog_index,dale_chall_score,ARI,linsear_formula,difficult_words_count_textstats,syllable_count_textstats,text_length_textstats,sentence_count_textstats,char_count_textstats,letter_count_textstats,polysyllabcount_textstats,monosyllabcount_textstats,fernansex_huerta,szigriszt_pazos,gutierrez_polini,crawford,text_length,text_length_no_punc,sentence_count,cpidr_density,depid_density,word_length,raw_wordFreq_frequency,wordFreq_frequency,mean_entropy_gpt2,avg_mean_entropy_gpt2,mean_entropy_pythia,avg_mean_entropy_pythia,total_slor_gpt2,average_slor_gpt2,total_slor_pythia,average_slor_pythia,total_slor_gpt2_pimentel,average_slor_gpt2_pimentel,total_slor_pythia_pimentel,average_slor_pythia_pimentel,UID_superlin_1.25_gpt2,UID_superlin_1.5_gpt2,UID_superlin_2_gpt2,UID_var_sent_gpt2,UID_var_lang_gpt2,UID_local-var_gpt2,UID_max_gpt2,UID_superlin_1.25_pythia,UID_superlin_1.5_pythia,UID_superlin_2_pythia,UID_var_sent_pythia,UID_var_lang_pythia,UID_local-var_pythia,UID_max_pythia,UID_superlin_1.25_gpt2_pimentel,UID_superlin_1.5_gpt2_pimentel,UID_superlin_2_gpt2_pimentel,UID_var_sent_gpt2_pimentel,UID_var_lang_gpt2_pimentel,UID_local-var_gpt2_pimentel,UID_max_gpt2_pimentel,UID_superlin_1.25_pythia_pimentel,UID_superlin_1.5_pythia_pimentel,UID_superlin_2_pythia_pimentel,UID_var_sent_pythia_pimentel,UID_var_lang_pythia_pimentel,UID_local-var_pythia_pimentel,UID_max_pythia_pimentel,avg_UID_superlin_1.25_gpt2,avg_UID_superlin_1.5_gpt2,avg_UID_superlin_2_gpt2,avg_UID_var_sent_gpt2,avg_UID_var_lang_gpt2,avg_UID_local-var_gpt2,avg_UID_max_gpt2,avg_UID_superlin_1.25_pythia,avg_UID_superlin_1.5_pythia,avg_UID_superlin_2_pythia,avg_UID_var_sent_pythia,avg_UID_var_lang_pythia,avg_UID_local-var_pythia,avg_UID_max_pythia,avg_UID_superlin_1.25_gpt2_pimentel,avg_UID_superlin_1.5_gpt2_pimentel,avg_UID_superlin_2_gpt2_pimentel,avg_UID_var_sent_gpt2_pimentel,avg_UID_var_lang_gpt2_pimentel,avg_UID_local-var_gpt2_pimentel,avg_UID_max_gpt2_pimentel,avg_UID_superlin_1.25_pythia_pimentel,avg_UID_superlin_1.5_pythia_pimentel,avg_UID_superlin_2_pythia_pimentel,avg_UID_var_sent_pythia_pimentel,avg_UID_var_lang_pythia_pimentel,avg_UID_local-var_pythia_pimentel,avg_UID_max_pythia_pimentel,max_embedding_depth_heuristic,avg_embedding_depth_heuristic,text_id,s_idx,sentence,level,max_embedding_depth,avg_embedding_depth
563,2_9_Ele_5,4.776500701904297,4.776500713566075,5.3244218826293945,5.324421741392301,-1.63199,1250,930.0,12,25,40,9.0,7.0,12.0,9.0,10.0,11.0,9.0,7.0,12.0,9.0,12.0,11.0,20.0,65.0,25.0,30.0,35.0,78.0,20.0,60.0,34.0,25.0,42.0,25.0,0.27607,0.44807,0.0271823838418846,-0.2152160230769269,65.05,9.9,12.68,10.51,0.0,10.27,12.8,13.5,5,32,23,1,111,109,2,16,99.38,97.16,41.18,2.5,23,23,1,0.4782608695652174,0.375,4.782608695652174,105.41056347826088,10.626124512888072,7.414009343022886,7.414009343022886,7.556321304777394,7.556321304777394,2.5889761405093723,2.5889761405093723,2.0411038342972376,2.0411038342972376,2.5677851640017244,2.5677851640017244,1.9683152999174909,1.9683152999174909,7.670085136845855,12.595692690620252,35.74809043031841,12.933213592804352,13.256090408990532,19.59477284851636,12.627707481384276,8.776220315459886,14.76894368376673,43.86741258742868,15.518556194697624,15.64316760364484,26.378018958755447,14.542295575141909,7.72213541860024,12.715515188909476,36.313838058652784,13.296075099644124,13.643483352862004,20.29365763776128,12.59877715818584,8.94997908032549,15.162734381598924,45.70344207972711,16.57418215213947,16.75548093381801,28.3254276369376,14.5295522804372,7.670085136845855,12.595692690620252,35.74809043031841,12.933213592804352,13.256090408990532,19.59477284851636,12.627707481384276,8.776220315459886,14.76894368376673,43.86741258742868,15.518556194697624,15.64316760364484,26.378018958755447,14.542295575141909,7.72213541860024,12.715515188909476,36.313838058652784,13.296075099644124,13.643483352862004,20.29365763776128,12.59877715818584,8.94997908032549,15.162734381598924,45.70344207972711,16.57418215213947,16.75548093381801,28.3254276369376,14.5295522804372,2,2.0,2_9_5,3.0,Bolivia's return could be blocked only if a third or more of the 184 countries that have signed the convention opposed the exemption.,Ele,3.0,3.0
564,2_9_Ele_5,4.30405330657959,4.304053684075673,4.888430595397949,4.88843113846249,-0.29036,1080,50.0,10,15,15,7.0,6.0,8.0,8.0,8.0,8.0,6.0,4.0,8.0,8.0,8.0,7.0,5.0,65.0,25.0,20.0,10.0,12.0,10.0,60.0,12.0,5.0,8.0,25.0,0.05077,0.22677,-0.1219613461888699,3.767311766666644,78.59,6.8,7.2,11.08,0.0,8.92,11.4,8.0,3,24,18,1,91,89,0,12,110.48,105.77,40.94,2.0,18,18,1,0.5,0.3684210526315789,5.0,64.53042555555555,10.412309810908011,7.264519247743818,7.264519247743818,7.705686059263018,7.705686059263018,2.913220677031398,2.913220677031398,2.3289627283016707,2.3289627283016707,2.896162040340585,2.896162040340585,2.266939063399396,2.266939063399396,6.769168967183997,10.905174051649942,29.963757250963827,11.438975310025604,11.448147760605885,12.750606672141782,12.822228074073792,7.9085951040945695,13.104310914196724,38.09707436975748,14.201592980117452,14.2084920333817,11.07885208000212,14.457963675260544,6.807229434776861,10.987728628833038,30.322099441444223,11.650184308408704,11.662915266679484,12.667632214335402,12.8202577738557,8.052677434694003,13.425686488642295,39.57572484734269,15.070015903318897,15.07045845342243,10.781613557902478,14.4544102656655,6.769168967183997,10.905174051649942,29.963757250963827,11.438975310025604,11.448147760605885,12.750606672141782,12.822228074073792,7.9085951040945695,13.104310914196724,38.09707436975748,14.201592980117452,14.2084920333817,11.07885208000212,14.457963675260544,6.807229434776861,10.987728628833038,30.322099441444223,11.650184308408704,11.662915266679484,12.667632214335402,12.8202577738557,8.052677434694003,13.425686488642295,39.57572484734269,15.070015903318897,15.07045845342243,10.781613557902478,14.4544102656655,2,2.0,2_9_5,4.0,Some people believe that the US and UK are telling other countries that they should block Bolivia's request.,Ele,2.0,2.0
565,2_9_Ele_5,5.891816139221191,5.891815418377519,6.963034152984619,6.963034391403198,-1.31193,1230,770.0,12,25,12,9.0,6.0,12.0,12.0,12.0,10.0,6.0,6.0,10.0,9.0,11.0,9.0,5.0,60.0,15.0,20.0,15.0,30.0,5.0,60.0,18.0,15.0,8.0,25.0,0.09343,0.26143,-0.0245926181914487,0.9028535230769208,42.72,12.3,12.0,13.46,0.0,12.52,14.7,12.0,8,34,20,1,111,106,2,10,84.44,80.93,36.79,3.9,20,20,1,0.35,0.2857142857142857,5.4,74.5632626,12.274792549161338,9.413769456744197,9.413769456744197,10.28305701315403,10.28305701315403,2.6164324841491977,2.6164324841491977,0.8102283326007523,0.8102283326007523,2.5673887852012625,2.5673887852012625,0.7526923937025345,0.7526923937025345,10.13124198605223,17.865495677861738,59.1541622837197,24.44079184517794,27.275084511354063,24.8200489077959,18.06992024928332,14.479440153513846,28.40201056275137,121.46944266415116,62.210092174066574,69.6447042973748,62.42074231998299,34.0633100271225,10.228477416818162,18.071131851954675,60.060288136384976,24.76660055644557,27.768432149311035,24.29984408392564,17.78882706630975,14.615981329815469,28.70266304726174,122.67277268591845,62.52428740140512,70.27597047366815,61.69118998548141,33.74817529786378,10.13124198605223,17.865495677861738,59.1541622837197,24.44079184517794,27.275084511354063,24.8200489077959,18.06992024928332,14.479440153513846,28.40201056275137,121.46944266415116,62.210092174066574,69.6447042973748,62.42074231998299,34.0633100271225,10.228477416818162,18.071131851954675,60.060288136384976,24.76660055644557,27.768432149311035,24.29984408392564,17.78882706630975,14.615981329815469,28.70266304726174,122.67277268591845,62.52428740140512,70.27597047366815,61.69118998548141,33.74817529786378,3,3.0,2_9_5,5.0,"Nancie Prud'homme, of the International Center on Human Rights and Drug Policy, said people are wrong to oppose Bolivia's request.",Ele,3.0,3.0
566,2_9_Ele_5,5.139313697814941,5.139313817024231,5.856420516967773,5.856420785188675,-0.53956,0,90.0,7,5,10,7.0,1.0,5.0,8.0,7.0,4.0,6.0,2.0,5.0,8.0,7.0,5.0,5.0,85.0,15.0,9.0,5.0,3.0,10.0,75.0,5.0,10.0,3.0,25.0,0.32299,0.51099,-0.0188006951324889,10.882198942857135,63.36,6.4,13.2,11.56,0.0,9.95,10.3,5.0,3,13,8,1,47,43,2,5,102.68,97.6,40.26,2.0,8,8,1,0.625,0.625,5.375,18.206125,10.999734262804504,9.045272439718246,9.045272439718246,9.24388986825943,9.24388986825943,2.4851284247279377,2.4851284247279377,1.7682259042203636,1.7682259042203636,2.471096382251764,2.471096382251764,1.704895949937983,1.704895949937983,8.378978710027067,13.889000772982548,39.43662271376765,13.024152785599584,13.8909822460694,20.37236266953579,10.256244659423828,9.852555063207852,16.888628710563452,51.60764764035666,17.312465112750353,18.095420895792373,24.74795299759549,12.194734573364258,8.39422895687023,13.904964848464946,39.45569787988342,12.89880112303528,13.791956176628384,20.45300332869005,10.284752625972033,9.945280435553196,17.024857420380307,51.937484957727946,16.89654486485484,17.795586083461227,24.93594653090741,12.262495689094068,8.378978710027067,13.889000772982548,39.43662271376765,13.024152785599584,13.8909822460694,20.37236266953579,10.256244659423828,9.852555063207852,16.888628710563452,51.60764764035666,17.312465112750353,18.095420895792373,24.74795299759549,12.194734573364258,8.39422895687023,13.904964848464946,39.45569787988342,12.89880112303528,13.791956176628384,20.45300332869005,10.284752625972033,9.945280435553196,17.024857420380307,51.937484957727946,16.89654486485484,17.795586083461227,24.93594653090741,12.262495689094068,2,2.0,2_9_5,6.0,"""These objections are not completely legal,"" she said.",Ele,2.0,2.0
569,2_9_Ele_5,4.305761337280273,4.30576108644406,5.101919174194336,5.101918883621693,-0.50045,1270,890.0,12,25,20,9.0,6.0,9.0,8.0,12.0,10.0,9.0,7.0,6.0,10.0,9.0,8.0,5.0,65.0,25.0,20.0,5.0,28.0,20.0,60.0,25.0,12.0,10.0,25.0,0.1388,0.29941,0.0168270510705042,-3.9895170461538414,64.04,10.3,12.93,10.33,0.0,10.09,13.7,14.0,5,33,24,1,118,113,2,17,98.36,97.17,41.13,2.5,24,24,1,0.5,0.36,4.75,82.36678166666665,10.371426008342857,7.184151301781337,7.184151301781337,8.047667274872461,8.047667274872461,2.883172092110886,2.883172092110886,2.0870734717905264,2.0870734717905264,2.832165812236031,2.832165812236031,2.0333587069621983,2.0333587069621983,6.557909132111969,10.135328290410795,25.064887495802008,6.525382009310476,6.53488494537116,10.866595233055069,9.699978232383728,7.9953172220585955,12.701314362857024,33.25515700322112,7.226271088550008,7.243298787182238,9.4629970897249,12.753512516617777,6.661711172846805,10.333875627095852,25.717230727638498,6.7358827557815575,6.757931823194767,10.905808542111847,9.701086200773716,8.110521945385885,12.935027388411276,34.12744535715364,7.547584689119502,7.581516167131316,9.225765850762386,12.750523649621757,6.557909132111969,10.135328290410795,25.064887495802008,6.525382009310476,6.53488494537116,10.866595233055069,9.699978232383728,7.9953172220585955,12.701314362857024,33.25515700322112,7.226271088550008,7.243298787182238,9.4629970897249,12.753512516617777,6.661711172846805,10.333875627095852,25.717230727638498,6.7358827557815575,6.757931823194767,10.905808542111847,9.701086200773716,8.110521945385885,12.935027388411276,34.12744535715364,7.547584689119502,7.581516167131316,9.225765850762386,12.750523649621757,2,2.0,2_9_5,7.0,"She added that, all over the world, it has become the norm to support cultural and indigenous rights, so we should support Bolivia's efforts.",Ele,3.0,3.0
570,2_9_Adv_6,4.336619853973389,4.336619613745383,5.397396087646484,5.397395671265466,-0.80773,1650,1330.0,12,40,35,10.0,9.0,9.0,12.0,12.0,12.0,10.0,9.0,12.0,10.0,12.0,12.0,30.0,65.0,25.0,74.0,55.0,61.0,36.0,65.0,48.0,45.0,55.0,25.0,0.23326,0.36798,0.1872698260872287,-3.923025309090917,35.95,16.9,20.86,10.51,0.0,12.14,18.4,23.5,10,55,35,1,166,164,6,23,75.14,73.94,37.5,3.7,35,35,1,0.4285714285714285,0.3142857142857143,4.685714285714286,89.2847862857143,11.14306247682834,6.115253680092948,6.115253680092948,7.055834352970123,7.055834352970123,3.38717392160402,3.38717392160402,2.32622034367684,2.32622034367684,3.3727000412086032,3.3727000412086032,2.2874974751312265,2.2874974751312265,6.985698435991209,11.534093566673418,33.24998539023398,14.44381282772718,14.460283679679437,34.281001035044106,13.233304500579834,9.035167308602173,15.41635757971195,46.81836848752747,17.684692998306346,17.866340286394216,36.18702387276366,14.380365371704102,6.991832517563739,11.5005107526113,32.76519752260927,13.833280363789555,13.853675830330587,32.29354749834545,13.064790941309184,9.121811002120342,15.600525935893256,47.5960718465231,18.04287872955984,18.25903292839828,37.033137601739256,15.120735824108124,6.985698435991209,11.534093566673418,33.24998539023398,14.44381282772718,14.460283679679437,34.281001035044106,13.233304500579834,9.035167308602173,15.41635757971195,46.81836848752747,17.684692998306346,17.866340286394216,36.18702387276366,14.380365371704102,6.991832517563739,11.5005107526113,32.76519752260927,13.833280363789555,13.853675830330587,32.29354749834545,13.064790941309184,9.121811002120342,15.600525935893256,47.5960718465231,18.04287872955984,18.25903292839828,37.033137601739256,15.120735824108124,4,4.0,2_9_6,1.0,"The decision to ban coca chewing was based on a 1950 report produced by the UN Commission of Inquiry on the Coca Leaf, which proponents of drug liberalization say was not based on supporting evidence.",Adv,3.0,3.0
571,2_9_Adv_6,5.240034103393555,5.240034468609978,5.464231491088867,5.464231883486112,-1.35938,1400,1150.0,12,35,30,8.0,7.0,12.0,10.0,12.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,5.0,65.0,25.0,30.0,30.0,32.0,20.0,65.0,36.0,10.0,40.0,25.0,0.12827,0.30027,0.0576408602867159,-4.95783324166667,52.53,12.6,15.24,9.23,0.0,11.99,14.1,16.5,8,41,27,1,126,122,3,17,89.3,85.23,41.92,3.3,27,27,1,0.4074074074074074,0.4074074074074074,4.518518518518518,107.09516851851856,11.15476185792321,7.112420381219299,7.112420381219299,7.911825511190626,7.911825511190626,2.4918646454486946,2.4918646454486946,2.267633657980443,2.267633657980443,2.4858458044088567,2.4858458044088567,2.2185671803096603,2.2185671803096603,8.851631505905212,15.346948153293228,49.16372551392416,21.705841649936104,22.77036516024189,48.00199476816973,19.32953143119812,9.220485040676149,15.954494577620052,50.811016162560506,20.952899867038656,21.195847392257942,47.93346656049835,19.636247724294662,8.763198228896895,14.960352507378287,45.88269728152101,18.36169941093307,19.438679116288395,37.82871772591332,15.631962869258132,9.230690929098138,15.76121556405311,48.11256412362404,17.715816515354234,18.009541006321676,39.24225029456387,15.806781500577928,8.851631505905212,15.346948153293228,49.16372551392416,21.705841649936104,22.77036516024189,48.00199476816973,19.32953143119812,9.220485040676149,15.954494577620052,50.811016162560506,20.952899867038656,21.195847392257942,47.93346656049835,19.636247724294662,8.763198228896895,14.960352507378287,45.88269728152101,18.36169941093307,19.438679116288395,37.82871772591332,15.631962869258132,9.230690929098138,15.76121556405311,48.11256412362404,17.715816515354234,18.009541006321676,39.24225029456387,15.806781500577928,3,3.0,2_9_6,2.0,"In an interview in 1949, the head of the Commission, Howard B Fonda, signaled his opposition to the chewing of coca leaves before his inquiry had begun.",Adv,3.0,3.0
572,2_9_Adv_6,6.334408283233643,6.912292328703662,7.078863620758057,7.8176907637844915,-0.95271,730,760.0,12,55,45,9.0,9.0,12.0,12.0,12.0,12.0,8.0,10.0,12.0,10.0,11.0,12.0,30.0,65.0,25.0,62.0,70.0,78.0,36.0,65.0,56.0,45.0,60.0,72.0,0.43706,0.60706,0.1755675005771791,-6.620072342857142,43.39,9.9,11.67,12.91,0.0,11.36,11.2,6.75,9,39,22,2,127,119,4,11,87.62,85.39,38.88,3.4,23,22,2,0.5909090909090909,0.4545454545454545,5.173913043478261,60.62152913043478,13.636033208787609,8.294954507247262,9.043880094004717,10.063843915967835,10.848050475120544,2.016146544441587,1.255234722648368,1.2717724598919953,0.1747198911525131,1.9520682599685093,1.1918251386006888,1.2085190325323552,0.0627698785529385,10.898432453296031,19.076825196850848,60.76640423451336,20.641843212230587,25.162252766503897,39.61471775495152,14.68821053020656,12.377138625639336,22.00630422130609,72.39948437923279,22.29051150235154,26.731680671951302,46.21310395206797,16.47944736480713,11.067010096652805,19.474431621859,62.649701312346494,21.709239923793813,26.50623245120064,41.50337002811367,14.719796488061547,12.573449946078192,22.512978008489817,75.0812654114663,24.07277871629367,28.78455046040073,50.78022345255523,16.485077221877873,12.962356908113245,23.05609797415159,75.21090525277745,19.674514101495618,30.75485892583353,38.43358220112127,14.375261269044133,15.26250499757096,27.87522324930353,95.88663323502809,22.362383500774943,36.41965421979779,48.74891327604861,16.29183864593506,13.17530335134295,23.62346054463386,78.31313778248187,21.703958969496497,33.32340220574497,43.4771074248637,14.764259771909565,15.591800016701164,28.73788875461325,100.86507222845458,25.12470501276391,40.28500536005021,55.44939480838226,16.948313037399203,3,3.0,2_9_6,3.0,"Fonda told an interviewer: ""We believe that the daily, inveterate use of coca leaves by chewing ... is thoroughly noxious and therefore detrimental.""",Adv,2.0,1.5
573,2_9_Adv_6,5.576016902923584,5.576016653667796,6.830554008483887,6.830553618344394,-0.82019,-20,570.0,8,10,10,6.0,3.0,8.0,8.0,8.0,7.0,6.0,3.0,5.0,8.0,8.0,5.0,1.0,75.0,15.0,7.0,1.0,5.0,1.0,85.0,9.0,10.0,1.0,15.0,0.41459,0.60059,0.0245262925419501,-3.3887863285714346,68.77,6.4,4.4,7.35,0.0,12.79,5.5,4.5,5,16,11,1,50,49,0,6,105.62,105.22,48.14,1.9,11,11,1,0.4545454545454545,0.3636363636363636,4.454545454545454,122.81032727272724,10.863397234950874,8.06296916441484,8.06296916441484,8.967454040592367,8.967454040592367,1.953923381831071,1.953923381831071,0.6994999525729032,0.6994999525729032,1.9335772719169853,1.9335772719169853,0.606431929402982,0.606431929402982,9.084555829298784,15.01705394911392,42.34758739375081,11.255702295001486,13.126415502860176,34.777860205346606,11.096712827682495,11.71182829173087,20.451397154720457,65.13665299734426,18.481835131893703,21.937984621829955,62.59810479371879,15.361321926116943,9.14538717237675,15.1652738977173,43.02679981240735,11.707600533620496,13.63438408985731,36.458234845989246,11.177108354866505,12.004189757820228,21.2177272423054,69.26410026229856,21.32923090701589,25.140082405316164,72.26094818476864,15.804529756307602,9.084555829298784,15.01705394911392,42.34758739375081,11.255702295001486,13.126415502860176,34.777860205346606,11.096712827682495,11.71182829173087,20.451397154720457,65.13665299734426,18.481835131893703,21.937984621829955,62.59810479371879,15.361321926116943,9.14538717237675,15.1652738977173,43.02679981240735,11.707600533620496,13.63438408985731,36.458234845989246,11.177108354866505,12.004189757820228,21.2177272423054,69.26410026229856,21.32923090701589,25.140082405316164,72.26094818476864,15.804529756307602,5,5.0,2_9_6,4.0,The growing of coca leaves is legal and licensed in Bolivia.,Adv,1.0,1.0
574,2_9_Adv_6,3.602935314178467,3.6029353768661103,4.300795078277588,4.3007951358269,-0.99813,1380,1060.0,11,35,30,9.0,9.0,10.0,10.0,12.0,10.0,9.0,9.0,12.0,10.0,11.0,10.0,5.0,65.0,25.0,30.0,25.0,25.0,10.0,65.0,28.0,15.0,18.0,25.0,0.15837,0.3146,0.0772150402987144,0.0188867937499921,42.04,14.6,17.12,9.93,0.0,9.98,15.0,18.5,9,45,29,1,135,133,4,17,81.26,81.16,40.56,3.5,29,29,1,0.4137931034482758,0.3793103448275862,4.586206896551724,105.15734827586203,9.92843834168323,5.95558683625583,5.95558683625583,6.696503413134608,6.696503413134608,3.278938742935599,3.278938742935599,2.581180943628779,2.581180943628779,3.2376225623116635,3.2376225623116635,2.526960401807861,2.526960401807861,5.399019550447859,8.246186780238505,20.129697899416904,7.148591145802345,7.515026812758055,18.418658451732643,10.34249022230506,6.680490427196486,10.59595626926809,28.029431561822204,9.5335134259992,9.98331556442848,23.1007466047556,12.367460072040558,5.490043067679543,8.420299873367764,20.650783043556046,7.370250624979862,7.688372703081562,19.13746617094436,10.348927011247724,6.8038526003265565,10.845473990054256,28.890720379810176,9.92549109883276,10.305504608401696,24.37162893176961,12.374183109030128,5.399019550447859,8.246186780238505,20.129697899416904,7.148591145802345,7.515026812758055,18.418658451732643,10.34249022230506,6.680490427196486,10.59595626926809,28.029431561822204,9.5335134259992,9.98331556442848,23.1007466047556,12.367460072040558,5.490043067679543,8.420299873367764,20.650783043556046,7.370250624979862,7.688372703081562,19.13746617094436,10.348927011247724,6.8038526003265565,10.845473990054256,28.890720379810176,9.92549109883276,10.305504608401696,24.37162893176961,12.374183109030128,4,4.0,2_9_6,5.0,"The policy has been credited with a fall in cocaine production in the country, leading some experts to see the Bolivian model as a way forward for other countries.",Adv,3.0,3.0
570,2_9_Ele_6,4.156764984130859,4.576015812477896,5.120584011077881,5.444017111722912,-0.87454,980,1050.0,10,15,20,8.0,6.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,8.0,8.0,9.0,5.0,75.0,15.0,20.0,15.0,10.0,10.0,60.0,12.0,40.0,12.0,15.0,0.1578,0.29451,0.0800609564489067,0.994576647058814,65.73,7.6,11.31,7.18,0.0,10.53,6.2,8.0,6,42,28,2,123,121,4,20,102.56,99.39,48.38,2.5,28,28,2,0.3571428571428571,0.3571428571428571,4.321428571428571,99.4379757142857,10.5835798247212,6.872531663094248,7.490407490304539,7.599716603755951,8.097933103995663,3.179223892170264,2.7486110630721257,2.2153224013989186,1.9031978740823976,3.1649422803887624,2.724277667420127,2.184763708808186,1.7968521965363091,6.541838673547346,10.534691771034645,28.763209464347646,11.48460046380738,11.487254256604336,21.251726801793414,10.650088250637054,8.516588118454207,14.476428838185026,43.924318865781935,17.703199824477874,17.72548885564298,30.759043655078653,14.380365371704102,6.575200725995402,10.605522837940034,29.04058778462017,11.643044508035358,11.644430831478676,21.668449793739867,10.804939240217209,8.590105460138345,14.64162407104062,44.68587328565785,18.150859298539128,18.183206690405783,32.28867436518668,15.120735824108124,7.340998362087663,11.980940292036635,33.346434027466245,12.28766694486615,12.452743106683496,25.773932316701185,10.861904978752136,9.081151324745091,15.48347863635994,47.08933149161183,17.554592269701757,17.794852947223855,32.84390478326603,13.7595796585083,7.396229196440958,12.097563474193224,33.81099082582702,12.524892377744816,12.71249692667011,26.43735779594222,10.96426147595048,9.319339579502444,15.989736885546684,49.19602314351426,18.50321507882617,18.844179091383875,35.60381563857594,14.137213625013828,3,2.5,2_9_6,1.0,The decision to ban coca chewing was based on a 1950 report by the UN. Supporters of drug liberalization say the report was not based on any evidence.,Ele,2.0,2.0
573,2_9_Ele_6,4.227147102355957,4.227146930164761,6.063653945922852,6.0636540700991945,-0.24643,-10,409.0,6,10,2,6.0,1.0,6.0,6.0,4.0,5.0,1.0,1.0,4.0,6.0,4.0,4.0,1.0,92.0,15.0,7.0,1.0,1.0,1.0,90.0,5.0,1.0,1.0,15.0,0.38782,0.57582,-0.0763546309661797,-0.7794653999999994,87.72,3.3,3.6,2.87,0.0,11.1,1.4,3.5,3,12,9,1,35,34,0,6,119.66,114.77,55.41,0.8,9,9,1,0.3333333333333333,0.1111111111111111,3.7777777777777777,73.75428888888888,11.19958645663582,6.707477807998657,6.707477807998657,7.641724107166131,7.641724107166131,3.535826379188472,3.535826379188472,1.699339663028749,1.699339663028749,3.5069796738431385,3.5069796738431385,1.588390147404984,1.588390147404984,6.550485997245403,10.320781086574913,26.47661497794364,8.60794131619705,8.608297234480894,25.373257204860582,8.448961585760117,10.517674890773684,18.60493127879229,60.77165366809092,24.00414054094187,25.197174879533147,64.79228487525016,15.43103003501892,6.646682999097107,10.555330852657669,27.47257911904272,9.359195466401935,9.361471949250118,27.8497680180986,8.487176686525345,10.846831503102274,19.42904492144287,64.9613786423988,26.83604384754548,28.283759663959284,72.20683575255939,15.771291971206663,6.550485997245403,10.320781086574913,26.47661497794364,8.60794131619705,8.608297234480894,25.373257204860582,8.448961585760117,10.517674890773684,18.60493127879229,60.77165366809092,24.00414054094187,25.197174879533147,64.79228487525016,15.43103003501892,6.646682999097107,10.555330852657669,27.47257911904272,9.359195466401935,9.361471949250118,27.8497680180986,8.487176686525345,10.846831503102274,19.42904492144287,64.9613786423988,26.83604384754548,28.283759663959284,72.20683575255939,15.771291971206663,2,2.0,2_9_6,3.0,It is legal to grow coca leaves in Bolivia.,Ele,2.0,2.0
574,2_9_Ele_6,3.517220258712769,3.5172199578512284,4.371433258056641,4.371433300631387,-0.60908,1210,1010.0,12,10,10,9.0,7.0,10.0,8.0,12.0,9.0,7.0,6.0,9.0,8.0,8.0,8.0,5.0,65.0,25.0,25.0,5.0,12.0,10.0,65.0,18.0,5.0,5.0,25.0,0.21566,0.37699,0.0700858780466037,-3.295350045454548,58.62,10.3,10.3,10.04,0.0,10.69,11.7,11.5,8,32,21,1,101,99,1,11,95.42,90.9,42.12,3.1,21,21,1,0.4285714285714285,0.4285714285714285,4.714285714285714,82.53668571428568,10.187705667599946,6.694843121937343,6.694843121937343,6.894036488873618,6.894036488873618,3.54436743511464,3.54436743511464,2.690063141323186,2.690063141323186,3.5042789718074694,3.5042789718074694,2.640785567948288,2.640785567948288,5.178464161100705,7.809716161766319,18.92464647973717,6.553866052643062,7.031426624944017,12.744245962601184,11.010764122009276,6.748165030824673,10.626755218962838,27.71631556613733,8.606160642803312,8.965974284669212,16.461615998736946,12.38973480463028,5.2815281374450604,8.031838339757323,19.760453732637,7.1060669702565535,7.529827754951284,14.79430766726305,11.0661194100976,6.884080510113126,10.94322626108099,29.13245403185384,9.589035396988445,9.892159537484504,19.384047153965263,13.215093493461609,5.178464161100705,7.809716161766319,18.92464647973717,6.553866052643062,7.031426624944017,12.744245962601184,11.010764122009276,6.748165030824673,10.626755218962838,27.71631556613733,8.606160642803312,8.965974284669212,16.461615998736946,12.38973480463028,5.2815281374450604,8.031838339757323,19.760453732637,7.1060669702565535,7.529827754951284,14.79430766726305,11.0661194100976,6.884080510113126,10.94322626108099,29.13245403185384,9.589035396988445,9.892159537484504,19.384047153965263,13.215093493461609,3,3.0,2_9_6,4.0,"As a result, cocaine production has decreased in the country and some experts see Bolivia as a model for other countries.",Ele,2.0,2.0
