unique_paragraph_id,Llama-2 7B Mean,Llama-2 13B Mean,OPT 6.7B Mean,Pythia 2.8B Mean,Pythia 6.9B Mean,GPT-J 6B Mean,Mistral-v0.1 7B Mean,Mistral-v0.3 7B Mean,Mistral-Instruct-v0.3 7B,GPT-2 117M Mean,GPT-2 345M Mean,GPT-2 774M Mean,GPT-2 1558M Mean,GPT-Neo 125M Mean,GPT-Neo 1.3B Mean,GPT-Neo 2.7B Mean,OPT 350M Mean,OPT 1.3B Mean,OPT 2.7B Mean,Pythia 70M Mean,Pythia 160M Mean,Pythia 410M Mean,Pythia 1B Mean,Pythia 1.4B Mean,Gemma 7B Mean,Recurrent-Gemma 9B Mean,Gemma-2 9B Mean,GEMMA-2 27B,RWKV-4 169M Mean,RWKV-4 430M Mean,RWKV-4 3B Mean,RWKV-4 7B Mean,Mamba 370M Mean,Mamba 790M Mean,Mamba 1.4B Mean,Mamba 2.8B Mean
1_5_Adv_1,2.69889,2.591279,2.9389677,3.1431794,2.983365,2.8959322,2.647862,2.76641,2.8407023,3.9843817,3.4438305,3.370296,3.156817,4.139024,3.297913,3.2412043,3.7450426,3.1270986,3.1499813,4.8831663,4.0225453,3.6444833,3.3904924,3.3107078,2.7784107,2.7918856,2.8665323,2.4941573,3.9773512,3.430747,2.9684901,2.9462032,3.4763887,3.2183192,3.1633708,2.9562187
1_5_Adv_2,3.0210567,2.887737,3.14831,3.2599003,3.1395187,3.1040492,2.9339359,2.927066,2.9473689,3.9120395,3.590112,3.4503403,3.3009474,4.05571,3.5084996,3.3756428,3.7159297,3.3565178,3.2387671,4.610989,4.1723104,3.6670516,3.544017,3.457988,2.9451334,3.0224903,3.1005151,2.8680277,3.8822021,3.6585371,3.1887364,3.2006557,3.5184727,3.4118516,3.3493447,3.1873136
1_5_Adv_3,3.2543576,3.1435423,3.555815,3.6441836,3.5435236,3.5443451,3.1721115,3.188325,3.2863052,4.326817,3.9495928,3.8474782,3.7208703,4.5735626,3.8469582,3.7116532,4.2518597,3.7480125,3.745527,5.2894254,4.6210504,4.1062274,3.8483,3.7423635,3.382352,3.458015,3.5378566,3.1725085,4.4218955,4.0421677,3.617217,3.4655511,3.9681654,3.7228222,3.6699376,3.5281594
1_5_Adv_4,3.3060753,3.176973,3.430236,3.6823504,3.510794,3.482774,3.330577,3.3451226,3.4247856,4.267964,3.8778515,3.7124236,3.6564503,4.644188,3.7234423,3.624853,4.145833,3.7108934,3.5811126,5.218038,4.6456313,4.0165725,3.9778724,3.7256024,3.3264587,3.384428,3.514851,3.153099,4.470088,3.9206505,3.6184313,3.444868,3.841245,3.7219868,3.6388392,3.5615246
1_5_Adv_5,3.0449111,2.9498014,3.281918,3.4179733,3.3305686,3.232129,2.9026654,2.9065802,3.0169504,3.9354637,3.664972,3.639042,3.4498868,4.260402,3.610167,3.6196303,3.9545898,3.4034944,3.2794898,4.4989657,4.196633,3.852808,3.7183797,3.501678,3.1861007,3.1921108,3.0182292,2.8732262,4.051862,3.758028,3.3793778,3.1858125,3.7563977,3.3933911,3.292972,3.1304877
1_5_Ele_1,2.5177689,2.5006275,2.7786663,2.9977665,2.8282762,2.740139,2.5116074,2.608932,2.651449,3.7029154,3.2960637,3.186451,2.9533179,3.9783351,3.249311,3.0888534,3.3895864,2.9487772,2.9007123,4.710767,3.8553202,3.4122794,3.2067592,3.1432087,2.6121063,2.6993299,2.6868818,2.4525633,3.7752504,3.41196,2.839224,2.8478506,3.2757897,3.0758312,2.9448874,2.8598673
1_5_Ele_2,2.9436207,2.8882756,3.0468557,3.1540484,3.0927281,3.054656,2.9003313,2.89483,2.9397142,3.7628183,3.5130005,3.372989,3.236021,3.8984976,3.4911098,3.2834346,3.5242376,3.2755609,3.1509287,4.4124885,3.9830241,3.524877,3.4919758,3.3909318,2.9492373,2.9669728,2.9988236,2.8252954,3.7584472,3.4944942,3.1928508,3.175099,3.4602215,3.3561409,3.252324,3.1267912
1_5_Ele_3,3.2517872,3.1402082,3.4644167,3.4168644,3.3966427,3.37548,3.1292481,3.1752057,3.320711,3.9283142,3.6079502,3.5407832,3.5002635,4.104201,3.602071,3.4919503,3.9887986,3.4795325,3.505241,4.76092,4.137923,3.7643588,3.6147556,3.4765322,3.295548,3.3694508,3.5387664,3.133623,4.0626893,3.703488,3.409441,3.3533928,3.6507008,3.4589045,3.4789758,3.3355505
1_5_Ele_4,3.5307941,3.4164042,3.5477536,3.8008983,3.6275861,3.5108051,3.617269,3.5879674,3.7483354,4.241751,4.0621796,3.7506182,3.6757457,4.530671,3.8413599,3.6977797,4.2445197,3.7800157,3.7303002,5.19332,4.503034,4.041777,4.018105,3.8213825,3.587652,3.6558154,3.7606428,3.4055696,4.4784455,3.951524,3.7428737,3.510284,3.847907,3.8071368,3.7547996,3.6682274
1_5_Ele_5,3.3243234,3.2543519,3.5709686,3.592317,3.586812,3.5075448,3.2152314,3.215381,3.329058,4.144976,3.8010113,3.776781,3.6980515,4.400412,3.870635,3.856017,4.121716,3.7338722,3.535047,4.674335,4.4047046,4.1173267,3.92446,3.6662507,3.5482755,3.475696,3.4627416,3.2888489,4.228236,4.073285,3.6575472,3.5622184,3.8579385,3.716671,3.5984547,3.4399807
1_6_Adv_1,2.7705832,2.348208,3.0071177,3.1605299,3.0007944,2.8853083,2.6945193,2.7349348,2.8331459,3.8441243,3.4009514,3.1504195,3.1445959,4.072018,3.3946097,3.1906326,3.946335,3.2811382,3.18169,4.5952616,4.111805,3.6615562,3.4103792,3.394543,2.8732758,2.7880127,2.9512165,2.269888,3.888942,3.5711603,2.9447951,2.9146461,3.5019393,3.160183,3.0376742,2.972947
1_6_Adv_2,2.795877,2.6579762,3.023812,3.1939573,2.9806693,2.9811766,2.7599013,2.772506,2.8820024,3.8870597,3.3171802,3.2153728,3.1837113,4.314751,3.32675,3.091017,3.8781807,3.4330812,3.2042084,4.8876443,4.4352465,3.6399367,3.4298177,3.2840235,2.926858,2.868548,2.7425184,2.6968741,4.0276666,3.5875144,3.1135144,2.9126399,3.4764857,3.284146,3.1714954,3.0149338
1_6_Adv_3,2.8633044,2.6327448,3.0989072,3.1492388,3.0081255,2.9420097,2.8536217,2.8568943,2.9321396,4.1967144,3.6811576,3.4138155,3.2101321,4.3792467,3.5277743,3.2960873,4.0948486,3.4495685,3.2076228,4.818627,4.2137384,3.7573283,3.6413085,3.3260791,2.8939621,2.8939838,2.902829,2.8430796,4.1071672,3.7110674,3.1984298,3.0032675,3.5481718,3.2735922,3.1717882,2.945455
1_6_Adv_4,2.8977928,2.7474246,2.9973674,3.1753795,3.0762744,3.0007231,2.8432705,2.866019,2.99551,3.8716247,3.420106,3.274214,3.0796995,4.1833687,3.3597383,3.322043,3.7609136,3.418335,3.2314372,4.633782,4.070063,3.7655532,3.257667,3.3342247,2.8723676,2.9786177,2.8741083,2.6587775,3.9463625,3.5383482,3.0724607,3.0041897,3.5843015,3.279826,3.2129679,2.9813352
1_6_Ele_1,2.6374855,2.2747226,2.7954333,2.778294,2.7246103,2.6866548,2.5089192,2.5275035,2.5986948,3.3725266,2.991312,2.8001559,2.6641135,3.8067129,3.2160904,2.9198477,3.543997,2.9207656,2.8902209,4.164306,3.7527344,3.2559936,2.988794,3.092269,2.7016652,2.6061945,2.4915068,2.2929347,3.4443192,3.189502,2.7057328,2.6406195,3.0841606,2.863907,2.7598603,2.800137
1_6_Ele_2,2.6950798,2.602903,2.830848,2.9999871,2.8586488,2.8006663,2.6042247,2.6161222,2.7253728,3.5794563,3.1735463,2.9690504,2.950341,4.0388513,3.146425,2.8985033,3.6292322,3.1926584,2.999722,4.5435004,4.109806,3.4623718,3.2231996,3.1074598,2.7256258,2.6692433,2.5652347,2.5060334,3.7920997,3.334274,2.9201908,2.753616,3.3664484,3.1797438,2.939903,2.8532095
1_6_Ele_3,2.7947516,2.5806227,3.1143024,2.988843,2.9272227,2.9305036,2.8170102,2.8307242,2.9698415,3.6979342,3.4308002,3.2738829,3.1031377,3.9441292,3.3183594,3.1066277,3.7961614,3.3626325,3.124216,4.4372807,3.8643198,3.4526486,3.336864,3.16337,2.796059,2.796426,2.866836,2.710677,3.7254937,3.4139068,3.0277224,2.9334397,3.3343673,3.1632292,3.0186253,2.8856723
1_6_Ele_4,2.6833196,2.6042976,2.8410964,2.843144,2.837276,2.738695,2.597286,2.6366742,2.7499158,3.6042166,3.1804392,2.9794047,2.8841174,3.99442,3.1902022,3.015757,3.6238825,3.1684422,2.9687638,4.3707533,3.8987684,3.4688356,3.0275743,3.050881,2.680201,2.7306268,2.6429563,2.404207,3.7231474,3.24338,2.8329685,2.7903478,3.3259459,2.9910471,2.9129753,2.776874
1_7_Adv_1,2.5712948,2.3202915,2.8853972,3.1332011,2.946664,2.8531916,2.4088783,2.4392734,2.4811585,4.0573907,3.630222,3.33827,3.145108,4.2478523,3.4168644,3.264705,3.8386378,3.2495222,3.1991866,5.021888,4.2449555,3.7230477,3.527869,3.304309,2.590572,2.5936656,2.5802698,1.7668968,4.0856304,3.6018207,3.1271193,2.9186115,3.4630673,3.3206635,3.2335503,3.0968657
1_7_Adv_2,3.0373483,2.8116777,3.2555344,3.4111068,3.2794552,3.2985508,2.8090973,2.8399253,2.8339493,4.1052446,3.8129883,3.6139133,3.4731393,4.211102,3.5988126,3.562469,3.962396,3.5927107,3.472199,4.6925116,4.269005,3.844021,3.6712427,3.5653512,2.9763741,3.0200777,3.0243006,2.717852,3.9609365,3.806388,3.3061361,3.246096,3.668528,3.4461071,3.4226563,3.26475
1_7_Adv_3,3.3496401,3.3254106,3.5615733,3.7591333,3.6354456,3.6476412,3.3527565,3.3629234,3.4865694,4.4781246,4.0268416,3.8883984,3.823419,4.82221,3.9656396,3.9314704,4.3387375,3.9526453,3.814287,5.2813706,4.7840104,4.234239,4.068956,3.9130826,3.42338,3.4634452,3.5544236,3.1548877,4.596224,4.263755,3.7253547,3.589568,4.1172495,3.8895226,3.860627,3.66073
1_7_Adv_4,3.028165,2.9330187,3.1853778,3.3567564,3.2336333,3.2310011,2.9615474,2.943689,3.013181,4.029945,3.6926563,3.448806,3.3429112,4.2489166,3.5146465,3.4985182,3.7789745,3.3432868,3.2918763,4.7833576,4.1921535,3.7382953,3.631183,3.3946764,2.9197204,2.9933774,2.9906278,2.755403,4.0685067,3.768128,3.2989142,3.25427,3.5626104,3.3525941,3.2998583,3.2610044
1_7_Ele_1,2.7107182,2.4727995,2.9575517,3.1574485,3.0162768,2.9826481,2.505732,2.5286045,2.5725439,3.8653529,3.5233195,3.305325,3.2369742,4.1030793,3.4412088,3.203848,3.7118192,3.2746072,3.1984217,4.7907057,4.105119,3.6560946,3.3411505,3.2492757,2.6384234,2.7324748,2.6504893,2.1246185,4.004308,3.4339924,3.2455852,3.1165938,3.3748002,3.2670143,3.2222056,3.1524901
1_7_Ele_2,3.2174747,2.9495919,3.4878125,3.5481853,3.4007134,3.4174182,2.9362557,2.965803,3.0129368,4.1455975,3.954647,3.741739,3.6142433,4.271858,3.7836373,3.6390448,3.9938712,3.6884463,3.5858223,4.6381106,4.195424,3.9223008,3.7696085,3.689027,3.0721085,3.17949,3.0653818,2.8824556,4.006381,3.8376784,3.401277,3.3604958,3.7310622,3.542105,3.4847488,3.3745646
1_7_Ele_3,3.4688709,3.3803728,3.8560882,3.9487205,3.8619514,3.8363025,3.4415355,3.4829357,3.5878246,4.714971,4.261154,4.173333,4.0228,5.024937,4.162527,4.175824,4.7271395,4.1852784,4.1199694,5.62393,5.026757,4.4371223,4.314328,4.216125,3.5450692,3.5681767,3.5760837,3.2754037,4.8084607,4.6272497,3.9540966,3.798567,4.321018,4.194935,4.0838075,3.9372833
1_7_Ele_4,3.0818157,3.0098076,3.1990263,3.4034057,3.2849474,3.281959,3.017268,3.0434978,3.118129,3.996639,3.666234,3.5129335,3.403747,4.179943,3.5399232,3.4985013,3.8330379,3.3701057,3.3019123,4.6730804,4.2041554,3.6795816,3.7020895,3.4585834,2.9674897,3.1259944,3.0851262,2.9446888,4.0554223,3.7601466,3.3421037,3.2172055,3.6392987,3.4227614,3.435072,3.3381157
1_8_Adv_1,2.604304,2.5527306,2.8378215,3.1102557,2.9033847,2.8386571,2.4647856,2.412519,2.495298,3.9285376,3.407626,3.345541,3.1598299,4.06741,3.2625859,3.2102544,3.5871933,3.1928148,3.03429,4.765039,4.1065264,3.4943428,3.453001,3.19755,2.5214996,2.5345962,2.472622,2.3791287,4.014182,3.5533414,2.9907358,2.8590791,3.3575892,3.159742,3.1275811,2.9056168
1_8_Adv_2,2.950825,2.8773644,3.3291237,3.4865832,3.2979102,3.275135,2.8971996,2.865088,2.9751225,4.327707,3.753451,3.6809368,3.5697258,4.5398316,3.7304516,3.633428,4.1854553,3.6543016,3.4489238,5.2244554,4.551765,4.081149,3.8657622,3.7556672,3.0245574,3.0071774,2.972695,2.8999708,4.4908457,4.1216483,3.4072003,3.2628665,3.9029078,3.571602,3.537257,3.2532473
1_8_Adv_3,3.0768201,3.043339,3.199809,3.2762816,3.2518852,3.2926888,3.0402277,3.012772,3.1345775,4.101947,3.6055994,3.4745302,3.3844476,4.301652,3.4471724,3.3827431,3.9629173,3.4614167,3.3446937,4.8138046,4.256605,3.710297,3.5373664,3.370463,3.0541527,3.074012,3.2086282,2.9700494,4.1028814,3.75613,3.3416007,3.2616463,3.6059942,3.489598,3.35409,3.1605988
1_8_Adv_4,2.8906002,2.8850267,3.0809965,3.2277632,3.2397776,3.0873141,2.8489306,2.8467357,2.8944244,3.9107947,3.5921197,3.459718,3.3531158,3.9746666,3.4660563,3.3196797,3.7270777,3.3889308,3.2490342,4.290922,4.0515947,3.6787853,3.4889398,3.3744695,2.8061025,2.8998418,2.8545947,2.7797813,3.887258,3.582908,3.1169403,3.0703013,3.498593,3.3776925,3.285464,3.276925
1_8_Adv_5,3.4357023,3.3495598,3.6583896,3.9061017,3.6852877,3.6484334,3.4008508,3.404039,3.5104103,4.492356,4.236033,4.0558534,3.834942,4.6500745,4.0546227,3.937525,4.536726,3.7807794,3.7736988,5.4075446,4.7995186,4.307784,4.0584598,3.985435,3.2650347,3.2639098,3.4309123,3.1627629,4.7012124,4.234579,3.7701888,3.7130146,4.1695385,3.8335748,3.6859796,3.587816
1_8_Ele_1,2.3564398,2.3281338,2.637192,2.7433178,2.6207871,2.5670943,2.2914932,2.2531323,2.378648,3.2986093,2.9463427,2.8725524,2.8346498,3.4066586,2.8444388,2.7757056,3.1177342,2.7969143,2.7199702,3.8394022,3.4445093,3.0177445,2.94111,2.7963433,2.3061078,2.3288426,2.2916744,2.1779912,3.4928293,3.0887723,2.7071023,2.5742655,2.832467,2.8113377,2.78823,2.553222
1_8_Ele_2,2.9232461,2.7953973,3.2519348,3.2323165,3.1133528,3.1429887,2.8848484,2.8506644,2.9139912,3.9994626,3.543148,3.431004,3.377397,4.298704,3.4479382,3.3452423,4.0466895,3.4285653,3.3050895,4.934341,4.339855,3.7302647,3.5653489,3.4119997,2.938784,2.9309955,2.9116406,2.8660672,4.1980414,3.7712502,3.298361,3.119131,3.5668683,3.3629656,3.300629,3.1605165
1_8_Ele_3,2.9202266,2.8854153,3.0307388,3.0621192,3.031792,3.0884213,2.900071,2.8817623,3.0180824,3.9645715,3.405088,3.267081,3.186664,4.201405,3.2277484,3.1419706,3.7871304,3.2862837,3.1407413,4.5558195,4.0175896,3.4872017,3.3979032,3.200029,2.8669395,2.8733342,3.0013993,2.8520153,3.898022,3.5865703,3.2202902,3.131074,3.4016843,3.2845416,3.136433,3.0037777
1_8_Ele_4,2.7144394,2.701837,2.8066628,2.9623582,2.9232802,2.8288546,2.611054,2.6246548,2.6586072,3.5175908,3.2026763,3.1137245,3.0561366,3.572882,3.1239882,2.9994795,3.3246741,3.0435877,2.9329321,3.8782344,3.6271749,3.3547802,3.1411202,3.0459182,2.6689465,2.699974,2.6916625,2.6090016,3.5566444,3.198941,2.8586633,2.8066971,3.1626058,3.0104203,3.003308,2.9666693
1_8_Ele_5,3.599366,3.716383,3.8991215,3.9744039,3.8031266,3.846023,3.5827827,3.6064212,3.6666431,4.593113,4.2992277,4.098611,4.0732703,4.7511635,4.2833586,4.081341,4.680731,3.9881372,4.0456405,5.1434207,4.720233,4.4496846,4.19688,4.073034,3.4834368,3.5190222,3.6462102,3.3904386,4.6850286,4.383022,3.9083934,3.9449322,4.388939,4.020461,3.9024196,3.802724
1_9_Adv_1,2.8234456,2.646161,3.124446,3.2283516,3.0521126,3.0795488,2.668225,2.623764,2.6888287,4.0792575,3.614691,3.401156,3.1885328,4.3519483,3.525141,3.3066194,3.9529107,3.3576775,3.1982088,4.793164,4.363611,3.7834039,3.5656335,3.4737012,2.7686982,2.8485525,2.7256753,2.6355336,4.105447,3.6051834,3.2820687,3.1346717,3.5662835,3.4003594,3.35622,3.0665853
1_9_Adv_2,3.214169,2.9809535,3.4286337,3.6181962,3.4542096,3.4933903,3.1478288,3.0976083,3.1396148,4.3190656,3.9219694,3.707484,3.5292072,4.4748287,3.8263507,3.7169545,4.1106954,3.6321023,3.520921,5.0453744,4.4642677,3.9924676,3.8588526,3.8082507,3.220958,3.2329674,3.2379084,2.959752,4.475031,4.1166005,3.5780387,3.4966843,3.9383671,3.6320875,3.6065366,3.4780989
1_9_Adv_3,3.263902,3.1508389,3.4278488,3.4588666,3.5273848,3.3407953,3.2950218,3.2690985,3.3345692,4.100843,3.8295887,3.6785722,3.5153773,4.3943586,3.737863,3.6442325,4.2282257,3.853345,3.6138499,4.9088106,4.476452,3.850117,3.5819092,3.5346766,3.3383422,3.2234116,3.2290506,3.2124207,4.190406,3.8653092,3.5072992,3.3284416,3.7736173,3.571944,3.4879167,3.367104
1_9_Adv_4,3.1500883,3.2975807,3.5058014,3.6586545,3.530341,3.5335684,3.2492704,3.2160354,3.2647026,4.2145586,3.8454487,3.749332,3.7483678,4.2964764,3.9423406,3.729392,4.091704,3.7701273,3.6086142,4.7877655,4.3503413,3.977692,3.9829476,3.8017106,3.2772555,3.1345143,3.289615,3.103171,4.4324784,3.9417818,3.5258462,3.483135,3.7565584,3.7109346,3.5607927,3.3677585
1_9_Adv_5,3.731004,3.6447299,3.933882,3.9444554,3.8760087,3.8811574,3.734467,3.7454784,3.8474176,4.5266156,4.224216,4.1382365,4.050984,4.796699,4.2841167,4.020135,4.3543673,4.0339017,4.0060067,5.4582744,4.938361,4.475524,4.2184863,4.0759563,3.7929695,3.7189784,3.95026,3.6374867,4.701172,4.3364034,3.8967292,3.8263304,4.2069426,4.121542,4.0100055,3.8917034
1_9_Adv_6,3.3735936,3.272076,3.527244,3.7461038,3.5647347,3.5327063,3.3371587,3.3150828,3.3690903,4.46032,4.1147437,3.8415563,3.8005753,4.4435015,3.9598815,3.8566294,4.1503506,3.809678,3.5818853,4.8021646,4.563316,4.1319647,4.023957,3.8865588,3.3716242,3.3939269,3.2893126,3.2125316,4.274644,4.01234,3.6217477,3.4699829,3.933357,3.8434098,3.651096,3.5674455
1_9_Ele_1,2.8376584,2.693446,3.0926237,3.2325907,3.0964208,3.15058,2.679553,2.6230905,2.7271543,3.8262665,3.538087,3.3264651,3.1375775,4.0764723,3.5479743,3.3337576,3.614137,3.3833115,3.1432438,4.607126,4.129565,3.6546867,3.471796,3.430528,2.9017355,2.8589947,2.6917894,2.6028159,3.8535397,3.5397642,3.259707,3.0997784,3.5261078,3.3861394,3.4021058,3.1298637
1_9_Ele_2,3.1959822,3.1675403,3.5440247,3.5665352,3.4504595,3.4191284,3.2777605,3.2535846,3.2715437,4.2605376,3.936085,3.6316986,3.6591215,4.2919273,3.7706592,3.784895,3.982071,3.7877162,3.5788548,4.965572,4.363521,3.9143689,3.954085,3.801904,3.2831943,3.1936502,3.254021,3.0633862,4.3836555,4.0721335,3.563775,3.5057173,3.9469044,3.7045918,3.659282,3.49102
1_9_Ele_3,3.2800014,3.19147,3.4593692,3.6092837,3.4888155,3.4303327,3.3290784,3.3068285,3.3759325,4.1055846,3.8718803,3.665148,3.5817158,4.3919787,3.7249007,3.636532,4.0515404,3.658284,3.6257977,4.787205,4.593596,3.9256568,3.604205,3.6192744,3.310863,3.170424,3.2416072,3.2392137,4.097378,3.8251364,3.530633,3.435563,3.963917,3.7890608,3.5696385,3.546112
1_9_Ele_4,3.1285079,3.2616916,3.4637012,3.5926783,3.4658964,3.4531252,3.226882,3.1994753,3.2365239,4.1803865,3.7529166,3.6499636,3.663068,4.2838073,3.775337,3.687141,3.9832456,3.6754234,3.5199254,4.8017097,4.309397,3.91654,3.8675437,3.7477424,3.2438073,3.1225605,3.3210442,3.106946,4.383436,3.8555503,3.4839187,3.4683962,3.7098544,3.6949778,3.5437655,3.3514683
1_9_Ele_5,3.9187145,3.9160542,4.0725207,4.138479,3.9512036,3.99408,3.9602633,3.9464135,4.1179924,4.644877,4.324372,4.1830153,4.085216,4.7512856,4.2752266,4.121719,4.4147243,4.0777063,4.0617194,5.325637,4.909394,4.5850196,4.316402,4.1066175,4.018123,3.9433577,4.3000226,3.865531,4.698684,4.4998317,4.112736,4.0147953,4.352653,4.124117,4.0851226,3.8869011
1_9_Ele_6,3.3840702,3.230565,3.4909651,3.6420312,3.5394757,3.531616,3.2937036,3.2391915,3.2867236,4.390599,4.04291,3.8492904,3.7382834,4.3601685,3.9217432,3.7493324,4.1211205,3.7431479,3.5486422,4.7205443,4.449798,4.1066127,4.008876,3.773515,3.319594,3.3447363,3.2605336,3.1670768,4.2273993,3.9230876,3.5895152,3.470979,3.8769302,3.7766187,3.6286826,3.491743
2_10_Adv_1,3.314098,3.2021334,3.6961849,3.725103,3.737822,3.6663857,3.2295187,3.257861,3.3323348,4.613574,4.3643575,4.0462813,3.9094393,4.963648,4.143826,3.845296,4.5416846,3.972116,3.8422065,5.5533442,4.932097,4.418662,4.1601744,3.9312675,3.176796,3.3397627,3.4018576,2.9827049,4.6905723,4.3706813,3.7889225,3.671585,4.3068905,3.9875093,3.7933211,3.726922
2_10_Adv_2,3.1166644,2.9505248,3.357929,3.4045534,3.3940258,3.347656,2.9414701,2.940308,3.0549476,4.17081,3.8316865,3.6751673,3.5543272,4.3296833,3.7046504,3.5070715,4.030547,3.6568637,3.6069098,4.7651896,4.492536,3.8306415,3.7556837,3.5935936,2.975592,2.9832754,3.054862,2.9045649,4.131357,4.0475497,3.5020466,3.29368,3.8352745,3.6455011,3.5241024,3.3069174
2_10_Adv_3,2.6076882,2.4238136,2.7849512,2.9181192,2.746028,2.6797404,2.4468596,2.467082,2.49149,3.6297228,3.2273397,3.0023768,2.9240594,3.7286375,3.0728154,2.978108,3.4758687,3.0498831,2.9047441,4.124044,3.814825,3.3647912,3.1191194,2.9762409,2.5909312,2.5858629,2.5903368,2.4950724,3.5177684,3.2022934,2.8392246,2.7737453,3.226595,2.994046,2.9828591,2.7843292
2_10_Adv_4,3.4873955,3.2689793,3.757056,3.879221,3.721864,3.6873646,3.2659528,3.3248591,3.480441,4.7486095,4.323607,4.0832963,3.9531996,5.1557984,4.237551,4.0589466,4.645703,3.980682,3.883117,5.627419,5.021107,4.4857917,4.222381,4.045251,3.4101832,3.397793,3.4484053,3.1144702,4.891841,4.458592,3.8612266,3.6808705,4.2484007,4.0663776,3.9806807,3.7698863
2_10_Ele_1,2.8759882,2.737935,3.0028236,3.145571,3.1419468,2.9391947,2.7542963,2.796244,2.8557024,3.7500725,3.5289032,3.356841,3.2048814,3.9138691,3.4336119,3.318382,3.727925,3.3484936,3.179831,4.4065204,3.9371068,3.6822605,3.568967,3.3528624,2.8066504,2.8986237,2.9063096,2.6923265,3.9283671,3.5910602,3.1157663,3.0642653,3.50399,3.2720468,3.0622249,3.1612792
2_10_Ele_2,3.0701132,2.9311528,3.3289585,3.4450805,3.3466861,3.329873,2.8202598,2.8749356,2.9853876,3.8919592,3.6528733,3.6080961,3.4601254,4.25291,3.5934372,3.439788,3.8598528,3.506917,3.4742427,4.631424,4.280104,3.7053552,3.6747408,3.5231864,3.0066094,3.0250056,2.9756563,2.9221582,4.0506425,3.773771,3.4448652,3.337688,3.776136,3.6167862,3.4570048,3.3354385
2_10_Ele_3,2.8800495,2.7850707,2.98198,3.109302,3.0086708,2.9717712,2.7824142,2.8258457,2.9032068,3.7217228,3.412822,3.2949536,3.1835296,3.9840245,3.1827643,3.1340547,3.5570955,3.2320096,3.1494145,4.32985,3.9725742,3.3453372,3.2757747,3.1280239,2.832063,2.9073067,2.811716,2.7430902,3.6686246,3.4101894,3.0964568,3.0006108,3.429681,3.2507322,3.1965659,3.0493064
2_10_Ele_4,3.4479089,3.2312434,3.7406847,3.7625244,3.7032814,3.7339523,3.265458,3.22997,3.3648658,4.4545007,4.2376385,4.0790324,3.9805486,4.774672,4.110598,3.9177017,4.458796,3.7929604,3.8085067,5.235564,4.7546754,4.3631716,4.1103835,3.9033313,3.3250954,3.2955685,3.1957262,3.2438087,4.6459875,4.186053,3.749701,3.679444,4.0384674,4.014772,3.9169924,3.58708
2_1_Adv_1,2.516131,2.4278545,2.8086207,2.9936488,2.9446566,2.8544922,2.5204306,2.463343,2.503665,3.7619143,3.3978486,3.283649,3.096643,3.8591862,3.157587,3.0677233,3.4300678,2.9788616,2.862364,4.3547573,4.013332,3.4532206,3.191704,3.1145887,2.4343362,2.652432,2.5575836,2.4174051,3.7980316,3.4830244,2.9040165,2.8478637,3.2064269,3.033946,3.0514143,2.9419808
2_1_Adv_2,3.2852886,3.1500056,3.3874466,3.6768928,3.564274,3.5182528,3.0826805,3.110794,3.1741414,4.3506837,4.0498595,3.8790426,3.7570891,4.5606236,3.7665508,3.6951027,4.254302,3.761832,3.596881,5.0481505,4.595774,4.176685,3.946841,3.7421236,3.210495,3.2004278,3.2312183,2.9940054,4.4688754,4.086637,3.6017158,3.474343,3.901596,3.7000508,3.6407099,3.5287247
2_1_Adv_3,3.2958763,3.19181,3.5270092,3.5946026,3.5306754,3.5274453,3.1548243,3.1905227,3.1375668,4.1037316,3.8452132,3.7929807,3.8168225,4.222347,3.7771373,3.7880356,3.85274,3.5481052,3.5378256,4.721195,4.3089857,3.9445736,3.8839736,3.8195205,3.215286,3.2728305,3.3562937,3.0589836,4.0724373,3.9076195,3.6383665,3.5510514,3.8503942,3.7214935,3.7218173,3.6691232
2_1_Adv_4,2.6983228,2.693322,2.9832866,3.1124308,3.0618215,2.9928486,2.707389,2.7090294,2.7982216,4.0306287,3.6222327,3.3963912,3.1965263,4.1460686,3.3858247,3.1463428,3.6819859,3.161563,3.0303314,4.7021613,4.206756,3.8125625,3.4477124,3.3519046,2.823024,2.7607124,2.8126383,2.6836512,3.8947365,3.6374526,3.0657082,2.9549675,3.468442,3.177391,3.1678414,2.9328258
2_1_Adv_5,3.2891855,3.3095922,3.5070333,3.7716527,3.5822752,3.5970194,3.1813512,3.1707513,3.2863624,4.3932705,4.155227,3.9488866,3.9324934,4.4808764,3.9714975,3.850777,4.1908126,3.771471,3.6600707,5.050617,4.6655393,4.1477423,3.9398544,3.8758302,3.2731218,3.3344567,3.3362925,3.054201,4.44699,4.1692696,3.594348,3.540616,3.9553287,3.8160036,3.7559915,3.4902906
2_1_Adv_6,3.4881408,3.2987144,3.5571434,3.758111,3.7064214,3.719617,3.2395124,3.2573829,3.3579268,4.3709583,4.238619,4.107691,3.937261,4.6436577,4.0711994,3.9561307,4.3580246,3.9267292,3.8225765,5.163122,4.7206416,4.2898793,4.1974254,4.0512486,3.309044,3.3702989,3.6064289,3.1509192,4.6332426,4.2843404,3.8170912,3.7157724,4.1874533,4.0141973,3.8606427,3.822793
