unique_paragraph_id,align_idx,Llama-2 7B Mean,Llama-2 13B Mean,OPT 6.7B Mean,Pythia 2.8B Mean,Pythia 6.9B Mean,GPT-J 6B Mean,Mistral-v0.1 7B Mean,Mistral-v0.3 7B Mean,Mistral-Instruct-v0.3 7B,GPT-2 117M Mean,GPT-2 345M Mean,GPT-2 774M Mean,GPT-2 1558M Mean,GPT-Neo 125M Mean,GPT-Neo 1.3B Mean,GPT-Neo 2.7B Mean,OPT 350M Mean,OPT 1.3B Mean,OPT 2.7B Mean,Pythia 70M Mean,Pythia 160M Mean,Pythia 410M Mean,Pythia 1B Mean,Pythia 1.4B Mean,Gemma 7B Mean,Recurrent-Gemma 9B Mean,Gemma-2 9B Mean,GEMMA-2 27B,RWKV-4 169M Mean,RWKV-4 430M Mean,RWKV-4 3B Mean,RWKV-4 7B Mean,Mamba 370M Mean,Mamba 790M Mean,Mamba 1.4B Mean,Mamba 2.8B Mean
1_2_Adv_4,78,4.337505,4.302155,3.860042,4.1760926,4.379152,4.4193673,4.3454585,4.27318,4.819276,3.9668398,4.0018816,4.0124655,4.229883,4.0901704,4.3363676,4.21017,3.7913108,3.8893983,3.8335986,4.169275,4.2486324,4.3335567,4.447146,4.2139263,4.6165257,4.120389,4.291992,4.166992,4.154888,4.1257687,4.127485,4.3805842,4.396579,4.3396926,4.2918243,4.3517075
1_2_Adv_4,79,5.48517,5.38094,5.05295,5.9046884,6.003772,5.405496,5.4141455,5.4001336,5.8025465,5.490578,5.463636,5.5536585,5.7475243,5.9069147,5.3826466,5.96187,5.205203,5.166104,5.2495365,5.7824664,5.7866783,6.0407457,5.8278303,5.57508,5.497575,5.422925,6.609961,5.6165037,5.5273466,5.810646,5.3800077,5.275319,5.6005096,5.4711366,5.304526,5.389844
1_2_Adv_4,80,8.464255,8.138924,8.612598,8.23887,8.45201,8.073483,8.448007,8.47925,9.037663,7.663654,7.717154,7.8082037,7.7044578,8.789573,7.8613467,8.024429,8.153644,9.058314,8.577797,9.773019,9.422262,8.136653,8.333018,8.363273,8.395659,8.18028,9.240348,8.393545,8.199897,8.15281,8.467721,8.427462,8.299154,8.649463,8.201503,8.7794485
1_2_Adv_4,81,2.7674742,2.531813,2.6451802,2.797936,2.520964,2.5663443,2.529537,2.6022592,2.7042532,3.1797047,2.9737177,2.7648084,2.4910078,3.7020662,2.990999,2.775148,3.623753,3.1813786,2.8997142,4.061011,3.7049878,3.3336132,2.909234,2.8871682,2.7345738,2.8142705,2.649568,2.538055,3.3587408,3.267982,2.5584595,2.4742067,3.233701,2.8466794,2.7716477,2.585587
1_2_Adv_5,82,3.919753,3.7465951,4.2936764,4.0548177,4.0428805,3.8463168,3.8063078,3.7853105,3.9401674,4.382025,4.4434147,4.116102,4.089884,4.3573647,4.197382,4.070066,5.0086064,4.5160046,4.4431567,5.031129,4.8041587,4.5521207,4.1787534,4.3247323,4.106466,3.9394274,4.128662,3.659634,4.4577155,4.107231,3.9037693,3.8485212,4.2613125,4.085745,4.10703,3.8743794
1_2_Adv_5,83,4.208056,4.1038904,4.410922,4.5135617,4.242852,4.297763,4.0841494,4.070773,4.172169,3.9143467,4.0801435,4.214923,4.090341,4.612668,4.402173,4.400966,4.5828557,4.4752364,4.386424,5.05919,4.581499,4.4204097,4.2960243,4.245514,4.1308475,3.9730942,4.7313476,3.8465576,4.5370336,4.184227,4.4161844,4.2685614,4.4637313,4.198434,4.460546,4.3015614
1_2_Adv_5,84,3.723897,3.707427,3.889036,3.8229916,3.851681,3.8295543,3.8105576,3.7461758,3.923746,4.0844345,4.209592,3.9248807,3.9066522,4.4059615,4.0224786,3.9355361,4.282536,4.0440197,4.1540904,4.913167,4.6018543,4.3504734,4.0669327,4.0144377,3.9242935,3.8211758,4.347982,3.639201,4.3732505,4.3001447,4.067471,3.8082626,4.058058,4.0831327,4.010738,3.9352064
1_2_Adv_5,85,3.7715878,3.7957146,3.8516607,3.8559275,3.9655159,3.8112648,3.7532723,3.7932458,3.9040327,3.6719937,3.6596777,3.654974,3.6936216,3.8955233,3.8542697,3.7618055,3.9291794,3.978121,3.8762946,4.652039,4.2171745,3.9014685,4.084441,3.7837512,3.9110584,3.8865542,3.7759376,3.730625,3.9713907,3.7280836,3.8419905,3.7317722,3.995611,3.8959372,3.8743322,3.781435
1_2_Adv_5,86,3.9372659,3.9491477,4.039027,3.9289877,3.9537182,4.227097,4.2789755,4.16863,4.3803773,4.403264,4.104597,3.9775999,3.8984053,5.05844,4.337862,4.047607,4.4254465,4.2763896,4.3649507,5.081712,4.70626,4.271515,4.169677,4.1081076,4.1483235,4.1371737,4.204835,3.997637,4.662719,4.4905252,3.985866,4.0926166,4.182607,4.217391,4.1721563,4.190471
1_2_Adv_6,87,3.622089,3.6109657,4.130482,3.9630818,3.863583,3.8815274,3.6062906,3.6741748,3.8034177,4.8202314,4.505502,4.4205394,4.2534122,5.3242655,4.543318,4.1018414,5.2680655,4.5473266,4.511132,5.848566,5.323965,4.8026714,4.5088515,4.2310243,3.8442469,3.8927045,3.9495468,3.2989643,4.8138266,4.7023153,3.8122325,3.5739331,4.2486606,3.9508815,3.825812,3.8077517
1_2_Adv_6,88,4.5265126,4.398508,4.521197,4.402567,4.2149854,4.200978,4.3670535,4.3428073,4.472653,4.4191213,4.2355733,4.173974,4.433797,4.7176037,4.3090467,4.247663,4.767108,4.2703485,4.606938,5.4387736,4.901621,4.530848,4.549817,4.606483,4.586042,4.5544868,4.7475586,4.28448,4.3213353,4.1145153,4.5142617,4.741489,4.733881,4.6913743,4.616319,4.3805585
1_2_Adv_6,89,4.4694576,4.4558825,4.947481,4.515074,4.567449,4.5713077,4.664517,4.7013273,4.8063207,5.0088196,4.9490724,4.7588944,4.8553133,4.848601,4.7177405,4.38477,4.953874,4.8624444,4.9634085,5.7179155,4.9002643,4.7116013,4.705582,4.758289,5.1730156,4.898643,5.499403,4.99056,5.0895195,4.7469482,4.5960083,4.55467,4.829509,4.5032587,4.4072723,4.8849463
1_2_Ele_1,61,3.1799688,2.9686966,3.3141701,3.4540625,3.580038,3.4195728,3.0315924,3.0497165,3.079334,4.2413454,3.8145988,3.8225143,3.5360615,4.6085443,4.2321954,3.7096958,4.3423014,3.5673141,3.600693,5.691335,5.006176,4.470817,3.980338,3.6051626,3.22849,3.2696178,3.1044881,2.9382033,4.887929,3.976978,3.4439528,3.4407623,3.9359105,3.9012203,3.8899238,3.7634032
1_2_Ele_1,62,3.9065244,3.7819433,3.9273622,3.8663955,3.7779567,3.9679263,3.7990708,3.84317,3.7937472,4.3174925,4.214345,4.0791345,4.127526,5.018636,4.0683107,3.9677503,4.659569,4.304766,4.0274754,5.3831325,5.0114074,4.305556,4.367437,3.9822822,3.8047118,3.9970853,4.273013,3.6886888,4.684364,4.399806,3.931504,4.0785103,4.1303015,4.1446595,4.0174794,4.1648445
1_2_Ele_1,63,3.5421777,3.474337,3.971709,3.8650408,3.7508616,3.6332216,3.5485342,3.5235138,3.5292857,4.1022763,4.0726476,3.828884,3.6676605,4.3580747,4.032334,3.8657691,4.3164682,4.140321,3.8805485,4.584011,4.2388024,4.288319,3.9341183,3.922289,3.614351,3.753776,3.8924239,3.3935804,4.2823186,4.089461,3.8621774,3.7700713,3.9836361,3.9100692,3.7500517,3.681785
1_2_Ele_1,64,3.712381,3.5377572,3.9933162,3.7895539,3.7023242,3.6957376,3.5531232,3.514406,3.6635878,4.262947,4.094398,3.9497776,3.768683,4.4942646,4.077791,4.067128,4.4714155,4.1855927,4.139695,4.9627547,4.5574174,4.1934566,4.043265,3.9947999,3.6306949,3.7732723,3.8613513,3.4094145,4.1825433,4.1761317,3.9443197,3.594783,4.124647,4.106093,3.8764405,3.7249262
1_2_Ele_2,65,3.2796948,3.340734,3.672385,3.695956,3.576777,3.478257,3.4163272,3.429557,3.7146955,4.0419283,3.9142983,3.6650448,3.643336,4.224675,3.5383973,3.7617664,3.9422684,3.7997315,3.6166332,5.1114473,3.994164,3.7444546,3.7885063,3.488374,3.6825256,3.3466086,4.540332,3.4214356,3.8948643,3.6275063,3.432713,3.3973567,3.5516782,3.6612236,3.6830547,3.6648571
1_2_Ele_2,66,3.6344733,3.6954098,3.8869934,4.025848,3.8948452,3.9046853,3.498504,3.5112665,3.6011252,4.24305,4.039754,4.048953,4.201375,4.3437243,3.8101661,3.7850497,4.2479854,4.0745616,3.9385772,4.5008183,4.4570813,4.123468,3.9761739,3.925738,3.6193893,3.3820393,3.4969308,3.1136997,4.1147685,3.8307507,3.908233,3.8838596,3.8957322,3.835604,3.9440932,3.8288872
1_2_Ele_2,67,3.656797,3.41528,3.700465,3.7683773,3.4991155,3.5391603,3.6012764,3.584768,3.9145281,3.867506,3.8969805,3.6111183,3.5941577,4.343194,3.5564988,3.647992,4.091056,3.946923,3.7268925,4.3574514,4.2004685,3.8828354,3.7346609,3.8477218,3.7535937,3.7678044,3.7027066,3.3839285,4.0678554,3.887318,3.637008,3.4848866,4.1247463,3.975137,3.5506616,3.4412065
1_2_Ele_2,68,2.8160172,2.78624,2.9518566,2.8906589,2.829514,2.8608224,2.7498472,2.7533286,2.8449214,3.3016965,3.1213045,2.8780355,2.8872113,3.8439817,2.948164,2.9028563,3.340808,3.0433133,2.9671175,4.2118187,3.8557482,3.2757268,2.9108322,2.9068363,2.7921417,2.7352443,2.7225528,2.7367952,3.4581509,3.4137502,2.7561316,2.901116,3.1629431,3.011328,2.9365118,2.7933564
1_2_Ele_2,69,3.8154447,3.8397446,3.8236253,3.6568267,3.7668426,3.620264,3.959677,4.0824156,4.2236695,3.796819,3.6251247,3.7873266,3.5998628,4.095833,3.7445662,3.8711889,3.9769077,3.8172166,3.794397,4.8087068,4.150462,4.129422,4.140606,3.8941975,3.9427745,3.6795242,3.8519022,3.803159,3.9722903,3.9754257,3.7032986,3.649156,3.7100153,3.6566164,3.8506851,3.6689832
1_2_Ele_2,70,3.951628,3.7937863,4.1333346,4.2050843,4.0351567,4.068527,4.0235233,4.059308,4.1036663,4.455993,3.9921832,3.913524,3.9685667,4.98771,4.331795,4.068684,4.548105,4.420203,4.2203646,5.4229603,5.0082426,4.4715214,4.4127855,4.250595,3.8030963,3.9446487,4.39172,3.466898,4.5939326,4.316706,4.0255585,4.0487995,4.171637,4.1126213,3.8964646,4.1076903
1_2_Ele_3,72,2.8429997,2.7604077,3.1064537,3.0033267,2.9989333,3.055903,2.7205477,2.6422741,2.7259803,3.8884697,3.4409287,3.2416303,3.1137047,4.2331448,3.3604333,3.3155465,4.0176997,3.3830903,3.146205,4.807036,4.4323153,3.722212,3.4844038,3.3213155,2.9241853,2.8697832,2.8324392,2.7428124,3.9246504,3.5511758,3.050081,3.0161073,3.6294405,3.3391001,3.1106246,3.025332
1_2_Ele_3,73,2.937175,2.9494605,3.3474097,3.2028756,3.218898,3.1622918,2.9772816,2.98745,3.04144,3.4059162,3.4136477,3.2674336,3.2986012,3.8815427,3.4807396,3.4837532,3.670877,3.5256157,3.5070014,4.155087,3.860656,3.4223685,3.4239783,3.4228804,3.2637255,3.0986445,3.4195123,2.7837088,3.5778663,3.4581702,3.3340569,3.2241397,3.301717,3.2927568,3.1541963,3.1788154
1_2_Ele_4,75,4.4810824,4.3351955,4.8037176,4.6289744,4.63724,4.606564,4.5178523,4.4670844,4.5732546,5.4343724,5.029057,4.7878547,4.7384224,5.9735084,5.062336,4.9074492,5.628542,5.304868,4.854918,6.318262,5.70702,5.339906,5.215596,5.114469,4.600743,4.569074,4.6849647,4.1847243,5.5694013,5.052242,4.635575,4.3721395,5.247168,5.0056376,4.558726,4.359351
1_2_Ele_4,76,3.1274548,3.2273133,3.2970843,3.2510524,3.269316,3.4207935,3.2705455,3.2842505,3.2912774,3.496135,3.5699909,3.326727,3.2601962,3.6489236,3.469316,3.232478,3.7081692,3.621291,3.5844784,4.1411223,3.8664072,3.5658085,3.5560682,3.3978317,3.455476,3.4162369,3.461548,3.1226633,3.608473,3.5450556,3.4976635,3.3521752,3.5175405,3.5608728,3.4931931,3.2875652
1_2_Ele_4,77,5.7245207,5.5326176,5.629736,5.448767,5.787032,5.9714613,5.5303125,5.54565,5.832948,5.435615,5.2837095,5.4085293,5.398884,5.9988837,5.5481234,5.4326386,5.517079,5.7336173,5.646343,6.8049617,5.4625454,5.7452064,5.5765815,5.760319,5.9413843,5.57548,6.3192573,5.5282025,5.5623074,5.540121,5.399879,6.0681896,5.5095882,5.398419,5.669722,5.7397447
1_2_Ele_4,78,4.0483623,4.1592107,3.6494832,3.9736624,4.1333456,4.1368327,4.0622354,3.9905484,4.351497,3.6400375,3.611774,3.8243222,3.9130309,3.9847517,3.9496524,4.0678973,3.6025505,3.6531825,3.6976535,3.8475637,3.9161181,3.9383435,4.12091,4.008067,4.1598063,3.878121,3.877387,3.7948134,3.9742787,3.9171093,3.9143808,4.0153255,4.027867,4.198764,4.0340695,4.122918
1_2_Ele_4,79,4.8136168,4.89015,4.8134446,4.7466197,4.8488736,5.2629743,5.082951,5.1981235,5.7077904,4.746472,4.47807,4.6355376,4.9034767,5.0887055,5.590097,4.968757,4.647965,4.881633,5.009526,5.0067277,4.791247,5.102912,5.318831,5.032006,5.3212194,4.983287,5.5195312,5.0195312,5.2509995,5.4817834,5.346061,5.299185,5.3925185,5.205689,4.8177857,5.0695853
1_2_Ele_4,80,8.187392,7.949391,8.509294,8.0104,8.342429,7.9908466,8.33485,8.430435,8.978354,7.570774,7.4262085,7.8400726,7.763804,8.16075,7.746681,7.6342654,7.881199,8.528693,8.440036,9.300144,8.997543,8.262109,8.072629,8.472724,8.81952,8.219055,8.956157,8.006195,8.160591,8.164521,8.156861,8.2066145,8.063088,8.5489855,8.201595,8.628254
1_2_Ele_4,81,2.5902574,2.4842541,2.5497706,2.7280576,2.4020677,2.7222772,2.598584,2.6658604,2.8970003,3.3118532,3.0689151,2.7582142,2.5373716,3.864504,2.9496737,2.7505617,3.843032,3.239138,2.9695246,4.36681,4.1357064,3.6384706,2.7138917,2.7186224,2.8897586,2.7687573,2.4917345,2.6306865,3.6838884,3.5445132,2.468386,2.6201582,3.2663488,2.850258,2.8413281,2.5604804
1_2_Ele_5,82,3.6815724,3.6730592,4.1005344,4.0218134,4.012218,3.7878256,3.8028688,3.8476672,4.0192833,4.361334,4.135892,3.9204893,3.942851,4.368426,4.0545826,4.11007,4.800564,4.212108,4.0685716,4.9730654,4.7387075,4.4101033,4.2343545,3.905613,3.808014,3.9506595,4.233127,3.8377008,4.5963535,4.3472576,4.070958,3.9238722,4.1480665,4.2469273,4.0622997,4.0320263
1_2_Ele_5,83,3.8957026,3.7906108,3.9517448,4.242231,3.9921072,4.032689,3.8288867,3.8086123,3.9885945,3.9104443,3.895532,4.05939,3.9214041,4.474682,4.168784,4.233117,4.1080203,4.0020485,3.931518,4.880349,4.303448,4.1261625,3.9211009,3.8652184,3.8886976,3.7715764,4.255906,3.6260695,4.2492027,3.9385784,4.050156,4.0645876,4.1741104,3.9751337,4.2556806,4.048173
1_2_Ele_5,84,3.9231877,3.8879776,4.0235896,3.8520098,3.9925814,4.0416627,3.98503,3.913739,4.1125245,4.2479024,4.233761,4.0769973,3.8659387,4.5510345,4.1937294,4.2200093,4.377898,4.2358155,4.1767464,5.3050184,4.746469,4.5320683,4.1486964,4.212843,4.090617,4.031138,4.701018,3.7562191,4.494692,4.382077,4.1936784,3.901317,4.1900806,4.147874,4.16403,4.0638695
1_2_Ele_5,85,3.8795545,3.8018463,3.8601387,3.7941701,3.7756853,3.7884474,3.8773196,3.8205643,4.012152,3.930721,3.9103315,3.8384304,3.8319745,4.570929,3.8335073,3.7380488,4.3057694,4.0713916,3.8694105,4.964513,4.544818,4.165969,4.1047974,3.8490992,3.94551,3.941885,3.725041,3.6635962,4.3738265,4.0159063,3.9787476,3.8520617,3.8623505,4.087154,3.746179,3.806828
1_2_Ele_6,87,3.995472,3.9011097,4.842237,4.385836,4.3029885,4.2428193,3.9709868,4.109459,4.3421016,5.456745,4.9791837,4.713731,4.712226,6.108693,5.1455684,4.661648,5.7958584,5.080967,4.9986024,6.846547,6.0670476,5.301201,5.0109873,4.6718183,4.0189757,4.091735,4.318631,3.6331666,5.4586496,5.18871,4.2269955,3.6542213,4.738385,4.4653955,4.2002077,4.2336254
1_2_Ele_6,88,4.970748,4.889127,5.253768,4.9175773,4.834984,4.6878686,4.995136,4.9582334,5.081023,4.862666,4.6695447,4.595516,4.8547688,5.139001,4.900168,4.7728434,5.193948,4.9097905,5.067774,6.050571,5.548706,5.332055,5.193595,5.269032,5.2020535,5.197231,5.3707557,4.861704,5.1356115,4.774763,5.06689,5.388438,5.356768,5.4106297,5.2558727,4.9938016
1_2_Ele_6,89,3.3769486,3.4859107,3.555354,3.3818865,3.3235102,3.4540997,3.4492855,3.4294996,3.570553,3.7510004,3.6947243,3.5192962,3.5291007,3.7942111,3.5406888,3.332914,3.8838465,3.657669,3.7192695,4.4667554,3.9766717,3.6080031,3.4434347,3.5062394,3.4423923,3.4643533,3.8436327,3.4955468,3.8458917,3.6734421,3.419524,3.5452695,3.6197855,3.5479279,3.532815,3.356272
1_3_Adv_1,90,2.7614071,2.6856322,3.0673523,2.8624861,2.7548473,2.9418192,2.7595706,2.8015182,2.8108096,3.388013,3.1070602,2.9648697,2.8440003,3.5970504,3.248696,2.997427,3.253326,3.1605036,3.1951244,4.1243677,3.720203,3.1815114,3.2118015,3.1130247,2.8054411,2.7091544,2.7620573,2.5126362,3.4607847,3.2103982,2.8831503,2.6901395,3.2473364,3.0890865,2.9286394,2.837217
1_3_Adv_1,91,5.2009096,4.5242996,6.0213017,6.0652075,5.5734673,5.5809073,5.3009577,5.295263,5.790142,6.128703,6.1794972,5.504887,5.610174,6.457971,5.9333115,5.9698553,6.336513,6.1944766,6.3382716,6.639849,6.647986,6.030424,5.9253554,6.1233253,5.7191415,5.798494,5.707794,5.7643433,6.379587,6.1126604,5.572436,5.54994,5.8347564,5.8806143,5.89702,6.0334287
1_3_Adv_1,92,4.7237353,4.484509,4.7238045,4.8168235,4.6252728,4.6086006,4.6225863,4.6195655,4.8845057,4.845456,4.566756,4.483034,4.3853188,5.058662,4.6696563,4.7633314,4.880488,4.6275268,4.9432993,5.7279387,5.238458,4.6970177,4.7676134,4.6630306,4.57181,4.4549685,5.000079,4.5013824,4.887116,4.799914,4.657749,4.5176415,4.915857,4.6565423,4.6208363,4.422907
1_3_Adv_1,93,2.8928814,2.890831,2.8414686,2.9870455,2.942111,3.069521,3.01384,3.052497,3.1711211,3.004952,2.7770314,2.7019162,2.623123,3.5238087,3.0596905,2.9179168,3.0660853,2.9128191,2.9186711,4.0071387,3.6797924,3.204092,3.093525,2.8479872,3.0631618,2.9489684,2.7676642,2.9669693,3.322599,3.0268416,2.7546115,2.774847,2.9323435,2.9644904,3.0143673,3.0165207
1_3_Adv_2,94,5.1902814,4.8676567,5.075668,5.0364327,5.014876,5.1418743,5.0954204,4.9450216,5.166829,5.262733,5.1439476,5.0049167,5.1474075,4.9369497,5.161367,5.123651,4.942852,5.2047796,5.4054794,5.495005,5.4994326,5.251992,4.928005,4.9043283,5.1628194,5.061283,5.2693615,4.907145,5.227134,5.315911,5.0570498,5.133133,5.233819,4.985333,4.9995055,4.997265
1_3_Adv_2,95,5.7275186,5.7025304,6.023406,5.8986635,5.702428,5.7240853,6.022844,6.0097094,6.2149115,5.8613997,5.756692,5.574519,5.6362786,6.3932943,5.815113,6.07727,5.970298,6.0347643,6.0189304,6.933229,6.309262,5.7890887,5.9396844,5.8228707,5.8486457,6.058507,6.7632813,5.508447,6.6329546,6.082038,6.018623,5.995493,6.1303577,6.2615094,6.001567,5.9381156
1_3_Adv_2,96,4.2601867,4.161557,4.7402897,4.702707,4.5102744,4.6531596,4.38093,4.3835783,4.47325,4.770716,4.739349,4.784398,4.594901,5.1792417,4.6851707,4.60226,5.447016,5.0496316,4.9591913,5.682126,5.5367546,5.1777396,5.0269527,4.686665,4.3182387,4.4746146,4.089577,4.1448865,5.490112,5.14292,4.858987,4.4341536,5.104881,4.790239,4.9454803,4.445434
1_3_Adv_2,97,5.0877256,5.129193,4.859019,4.872862,4.809805,4.9235764,5.0237627,5.0356655,5.15235,4.9963217,4.8177853,4.73188,4.83835,5.44292,5.100915,5.094805,4.8430142,4.7172894,4.8278403,5.7414145,5.4397182,5.1245656,4.914984,4.7952566,5.057446,5.1599336,5.6007366,4.9934344,5.3290358,5.0164757,4.918267,4.754701,5.250463,4.918332,4.910849,5.0185933
1_3_Adv_3,98,6.2826047,5.9021707,6.2924056,6.0221224,6.01148,6.2511806,5.8856187,5.994604,6.25168,6.4604774,6.212589,6.1440983,6.335225,6.772686,6.2106605,5.8548827,6.429738,6.344565,6.4519463,6.960088,6.6005664,6.325698,6.1472373,6.0053535,6.4250817,6.2715325,7.835255,6.149389,6.302615,6.2850533,6.1093287,6.2828364,6.497048,6.153121,5.911941,6.294918
1_3_Adv_3,99,7.6990056,7.830244,7.389885,7.549577,7.354506,7.516355,7.7652345,7.543939,8.440431,6.710413,6.6357555,6.912063,7.0179305,7.0638404,7.627249,7.5413933,6.7742095,6.9867496,7.2003865,9.040486,8.156919,7.7533994,7.2802567,7.5956345,8.570464,7.903888,8.4375,7.9791665,7.940672,7.7965126,7.9701486,7.5971947,7.675141,7.560131,7.7369018,7.4303355
1_3_Adv_3,100,4.8676176,4.9057393,4.5910954,4.797842,4.8490877,4.8204303,4.9151216,4.800784,5.022537,5.4686995,5.307459,5.0385966,4.780616,5.6140842,4.9241776,4.9539323,5.2004595,4.897101,4.990949,5.9022093,5.6685314,5.262878,5.4166865,5.325552,4.892463,4.9437447,5.0326705,4.7936788,5.522935,5.28216,4.699971,4.6755714,5.2823544,5.1387014,5.167064,4.8584647
1_3_Adv_3,101,3.7354577,3.6879315,3.6182141,3.7886357,3.8315237,3.6481075,3.7895606,3.7760754,3.8580713,3.8049378,3.6496193,3.59299,3.7587106,4.166751,3.8741364,3.8238888,3.666813,3.8212209,3.648092,4.115237,4.012615,3.6963136,3.7361279,3.9883778,4.047688,3.9049962,4.225758,3.876551,3.887681,3.9645264,4.035262,3.8686604,4.2379317,4.159018,4.4060555,3.7840173
1_3_Adv_3,102,4.5960836,4.844122,4.822155,4.991382,4.6265497,5.0927086,4.669247,4.701017,4.8174357,5.4492373,4.722124,4.7617893,4.4740486,5.57847,4.9586267,4.7829647,5.282941,4.986002,4.9126844,6.6168675,5.6497755,5.428403,5.0318437,4.914669,4.6064277,4.713001,4.784065,4.4747815,5.4724803,5.219027,4.561607,4.6389785,4.721859,5.003704,4.8255224,4.5845723
1_3_Adv_3,103,7.8081493,7.7699223,8.289528,8.168888,8.060157,8.525551,7.984035,8.001566,8.4874935,7.919237,8.256164,8.036894,7.8252687,8.392284,8.616991,8.337372,8.243018,8.420454,8.296574,7.665177,8.232043,8.026229,8.237202,8.428434,8.838606,8.345322,9.996094,9.167969,8.159471,8.208652,8.190137,8.403703,8.172006,8.011354,8.00492,8.314606
1_3_Adv_3,104,3.6694667,3.7140794,3.7943587,3.8768153,3.7908244,3.866084,3.7155538,3.7911856,3.968355,4.3260717,3.9600568,3.7624478,3.791776,4.3862267,3.9749463,4.0434756,4.280776,4.078678,4.0952187,4.661511,4.560658,4.3528895,4.112168,3.940903,3.777124,3.6077254,3.6025608,3.647616,4.558772,4.0807543,3.769047,3.6988108,4.3012843,4.358386,3.9558868,3.9425316
1_3_Adv_3,105,7.081429,7.166919,6.8188305,7.105455,7.1518283,7.147151,6.929927,6.9874644,7.3309617,6.954697,7.027107,6.850722,7.103304,7.7482357,7.115718,7.3421345,7.196896,7.0087175,7.3207154,7.3923936,6.921072,7.237619,6.6943665,7.21172,7.186735,7.3652697,8.192416,7.1797543,7.5318484,7.3083034,7.2702975,7.795449,7.236292,7.024553,7.0925016,7.0877457
1_3_Adv_4,106,3.8915734,4.1540856,3.9788811,3.7967968,3.8665626,4.0557275,4.0133586,4.026044,4.0531635,4.2334023,3.9694204,3.9429371,3.9051316,4.0801964,3.9437315,3.9630446,4.106841,4.0837007,4.2401466,4.6934896,4.4222875,4.0311522,3.9595413,4.088326,4.077146,3.8511217,4.0965133,4.046071,4.080666,4.0675454,3.9254498,3.7924898,4.1686335,3.9914095,3.8937309,3.9431808
1_3_Adv_4,107,4.282376,4.06991,4.0451436,4.1905026,4.1253166,4.0760527,3.9632623,4.0831,4.231394,4.3793635,4.0393214,4.173199,3.8984504,4.5663853,4.204172,4.078874,4.5594387,4.162086,4.079526,4.8476057,4.8815646,4.5149074,4.542532,4.1653733,4.154117,4.0584927,4.299075,4.0974603,4.9767513,4.851835,4.155241,4.152005,4.4956026,4.305507,4.150361,4.1208587
1_3_Adv_4,108,3.3239288,3.3029768,3.2306705,3.4733088,3.2558508,3.2796097,3.3749938,3.4005828,3.5205731,3.4616902,3.449445,3.3394854,3.4023323,4.075662,3.6677475,3.519171,3.698926,3.5088549,3.4254336,4.1656513,4.176089,3.7696762,3.6433504,3.647335,3.4624906,3.280245,3.564643,3.3170521,3.9303045,3.6080618,3.1243644,3.2728045,3.7091649,3.3841283,3.2449298,3.2561903
1_3_Adv_4,109,4.1484528,3.921692,3.9879527,3.9877965,3.997727,4.0184975,4.0100517,4.047565,4.159045,3.9975479,4.0415325,3.7657142,3.7986972,4.409565,4.0278583,4.137837,4.133681,3.8984358,4.062203,4.5394483,4.5239043,4.2234025,4.1714005,4.1033435,4.1266184,3.9521794,4.350291,3.913084,4.3493843,4.286966,4.1054215,4.0777397,4.2688932,4.2748733,4.0688033,4.004599
1_3_Adv_4,110,3.7231925,3.6287112,3.6370988,3.674306,3.6092677,3.5007396,3.697456,3.726658,3.821252,4.074474,3.704707,3.6937146,3.6040845,4.260132,3.7858684,3.7423594,4.125732,3.9518938,3.9228044,4.7935786,4.229383,4.0359674,3.885941,3.7044735,3.6494772,3.6922553,3.7824228,3.5894978,4.270839,4.0057707,3.7351103,3.6533153,3.915822,3.7420502,3.7624867,3.5856462
1_3_Adv_5,111,4.680731,4.8304324,4.8266006,4.7761984,4.953735,4.8028426,4.699086,4.7017293,4.8724093,4.634326,4.627637,4.676076,5.0115995,4.737969,4.8901267,5.082929,4.8795977,4.747113,4.896182,5.0802755,4.8167143,4.944171,5.011458,4.8902674,4.564642,4.5515966,5.070543,4.717501,5.0498533,4.9100337,5.050887,4.939808,4.8856945,4.8919935,4.817911,4.9301863
1_3_Adv_5,112,3.8901296,3.9684808,3.938539,3.9941247,3.8590639,4.0272455,3.8593884,3.8282263,3.998632,4.1832466,4.0013824,4.009006,3.9500296,4.7859945,4.4252872,4.0947,4.379507,4.1673574,4.1800966,5.3953605,4.6082954,4.4724784,4.520452,4.280198,4.0222063,3.6598048,3.9856524,3.7063632,4.5301013,4.2291226,3.9601476,3.8856888,4.4144845,4.326112,4.172047,3.9841225
1_3_Adv_5,113,6.1338243,5.9499326,6.6008635,6.286897,6.321766,6.4117055,6.1594353,6.154987,6.255256,6.65648,6.230466,6.2759132,6.224786,6.4833555,6.3184404,6.020138,6.4304776,6.4432516,6.3733506,7.0454035,6.540274,6.0801177,5.9916434,6.2439914,6.296542,6.150409,7.3157353,6.3865104,6.334549,5.9315143,6.0761695,6.223784,6.393247,6.14619,6.1269917,6.137857
1_3_Adv_5,114,3.7678843,3.6941354,3.763447,3.8441896,3.7572854,3.7919028,3.6883385,3.6745775,3.7962365,3.9568002,3.865244,3.7266753,3.800476,4.145432,3.8629699,3.762691,4.0354767,3.7706125,3.7933521,4.59952,4.1886826,3.9239657,3.9965262,3.8942356,3.7920692,3.8010101,3.851688,3.6583076,4.0934696,3.986453,3.742198,3.8478882,3.9273522,3.8850148,3.8521175,3.7980034
