ID,label,text,Google WC,Sentence Count,Paragraphs
1981,-1.549272194,"Cuneiform script is one of the earliest known systems of writing. It used wedge-shaped marks on clay tablets, made by a reed stylus. The name cuneiform itself means ""wedge shaped"", from the Latin cuneus ""wedge"" and forma ""shape"". It came into English usage probably from the Old French cunéiforme. It was first used in Sumer in the late 4th millennium BC (the 'Uruk IV' period). Cuneiform writing began as a system of pictographs. In the third millennium, the signs became simplified and more abstract. Fewer characters were used, from about 1,000 in the early Bronze Age to about 400 in late Bronze Age (Hittite cuneiform). The system used a combination of phonetic, consonantal alphabetic (no vowels) and syllabic signs. The original Sumerian script was adapted for the writing of the Akkadian, Eblaite, Elamite, Hittite, Luwian, Hattic, Hurrian, and Urartian languages, and it inspired the Ugaritic and Old Persian alphabets. Cuneiform writing was gradually replaced by the Phoenician alphabet during the Neo-Assyrian Empire.",160,11,3
1982,-0.004268138,"In December 2019, several patients in Wuhan, China were reported to be suffering from unknown viral pneumonia. Soon after, more patients in that city were diagnosed with the same disease. On January 9, scientists identified a new virus as the cause of the mysterious disease. They found that the new virus belongs to a class of viruses called coronavirus, and so they named it SARS-CoV-2. The name comes from the disease it causes: severe acute respiratory syndrome; CoV stands for coronavirus, and the number 2 was added because it is the second coronavirus that causes a serious respiratory disease. Next, scientists examined the DNA of the virus they recovered from a sick person and the results were surprising. They discovered that the new virus infecting humans is very similar to a coronavirus found in bats (96% similarity). This outcome led them to think that the virus must have jumped from bats to humans. But did SARS-CoV-2 jump directly from bats to humans? Or did it first infect an intermediate animal before it got to humans? So far, these questions remain unanswered, but scientists seem to agree that SARS-CoV-2 jumped from an animal to humans.",193,11,2
1983,-1.839474618,"Dark matter is an unidentified type of matter comprising approximately 27% of the mass and energy in the observable universe that is not accounted for by dark energy, baryonic matter (ordinary matter), and neutrinos. The name refers to the fact that it does not emit or interact with electromagnetic radiation, such as light, and is thus invisible to the entire electromagnetic spectrum. Although dark matter has not been directly observed, its existence and properties are inferred from its gravitational effects such as the motions of visible matter, gravitational lensing, its influence on the universe's large-scale structure, and its effects in the cosmic microwave background. Dark matter is transparent to electromagnetic radiation and/or is so dense and small that it fails to absorb or emit enough radiation to be detectable with current imaging technology. Estimates of masses for galaxies and larger structures via dynamical and general relativistic means are much greater than those based on the mass of the visible ""luminous"" matter.",160,5,2
1984,-0.937832595,"Because dark matter does not seem to give off or reflect light, x-rays, or any other radiation, the instruments that are used to find normal matter (like hot gas, stars, planets, and us) can't find dark matter. It seems that dark matter is not made of the same thing as the matter we see every day on Earth. The only way we can tell if dark matter is there, is by how it affects things we can ""see"" by gravity. In 2006, a group of scientists claimed that they had found a way to find dark matter. Since dark matter is supposedly very different from normal matter, it is expected to act differently. The scientists observed two far-away galaxy clusters that had crashed into each other at high speed: normal matter would have been scattered nearby after the collision, while dark matter would not. By measuring gravity, they were able to detect what looked like two clouds of dark matter, with a cloud of normal matter (hot gas) in between them.",170,7,2
1985,-2.296675509,"Data visualization or data visualization is viewed by many disciplines as a modern equivalent of visual communication. It involves the creation and study of the visual representation of data, meaning ""information that has been abstracted in some schematic form, including attributes or variables for the units of information"". A primary goal of data visualization is to communicate information clearly and efficiently via statistical graphics, plots and information graphics. Numerical data may be encoded using dots, lines, or bars, to visually communicate a quantitative message. Effective visualization helps users analyze and reason about data and evidence. It makes complex data more accessible, understandable and usable. Users may have particular analytical tasks, such as making comparisons or understanding causality, and the design principle of the graphic (i.e., showing comparisons or showing causality) follows the task. Tables are generally used where users will look up a specific measurement, while charts of various types are used to show patterns or relationships in the data for one or more variables.",164,8,2
1986,-0.622842684,"A database engine can sort, change or serve the information on the database. The information itself can be stored in many different ways - before digital computers, card files, printed books and other methods were used. Now most data is kept on computer files. A database system is a computer program for managing electronic databases. A very simple example of a database system would be an electronic address book. The data in a database is organized in some way. Before there were computers, employee data was often kept in file cabinets. There was usually one card for each employee. On the card, information such as the date of birth or the name of the employee could be found. A database also has such ""cards"". To the user, the card will look the same as it did in old times, only this time it will be on the screen. To the computer, the information on the card can be stored in different ways. Each of these ways is known as a database model. The most commonly used database model is called relational database model; it uses relations and sets to store the data.",190,14,3
1987,-2.524790418,"Databending (or data bending) is the process of manipulating a media file of a certain format, using software designed to edit files of another format. Distortions in the medium typically occur as a result, and the process either falls under a broader category of, or is frequently employed in glitch art. The term databending is derived from circuit bending, in which objects such as children's toys, effects pedals and electronic keyboards are deliberately short circuited by bending the circuit board to produce erratic and spontaneous sounds. Like circuit bending, databending involves the (often unpredictable) alteration of its target's behavior. Databending achieves this alteration by manipulating the information within a media file of a certain format, using software designed to edit files of a different format; distortions in the medium typically occur as a result. Many techniques exist, including the use of hex editors to manipulate certain components of a compression algorithm, to comparatively simple methods.",154,6,2
1988,-0.822943305,"The Earth's warming climate is reducing snow and ice. The warming of the polar seas causes the sea surface to freeze less in winter and glaciers to retreat, generating more open, ice-free water. Less sea ice provides a longer growing season for marine plants called microalgae (phytoplankton) and removes more carbon, in the form of carbon dioxide, from the atmosphere. The growth of microalgae provides more food for animals that eat the algae and store this carbon through growth of their bodies. The carbon stored by marine life is called blue carbon. When marine animals die some of the blue carbon is buried in the seabed, and that carbon is removed from the carbon cycle. This trapping of carbon in the seabed or in other places is called sequestration. The amount of polar blue carbon increases with climate warming. This is known as negative feedback on climate change. Any negative feedback on climate change is important to help combat global warming. In this article explains what we have learned from measuring blue carbon.",173,11,1
1989,-1.711410576,"Debugging is the process of finding and resolving of defects that prevent correct operation of computer software or a system. Debugging tends to be harder when various subsystems are tightly coupled, as changes in one may cause bugs to emerge in another. Numerous books have been written about debugging, as it involves numerous aspects, including interactive debugging, control flow, integration testing, log files, monitoring (application, system), memory dumps, profiling, Statistical Process Control, and special design tactics to improve detection while simplifying changes. The terms ""bug"" and ""debugging"" are popularly attributed to Admiral Grace Hopper in the 1940s. While she was working on a Mark II Computer at Harvard University, her associates discovered a moth stuck in a relay and thereby impeding operation, whereupon she remarked that they were ""debugging"" the system. However the term ""bug"" in the meaning of technical error dates back at least to 1878 and Thomas Edison, and ""debugging"" seems to have been used as a term in aeronautics before entering the world of computers.",167,6,2
1990,-1.950843389,"Significant violence was involved in several prominent cases of decolonization of the British Empire; partition was a frequent solution. In 1783, the North American colonies were divided between the independent United States, and British North America, which later became Canada. The Indian Rebellion of 1857 was a revolt of a portion of the Indian Army. It was characterized by massacres of civilians on both sides. It was not a movement for independence, however, and only a small part of India was involved. In the aftermath, the British pulled back from modernizing reforms of Indian society, and the level of organised violence under the British Raj was relatively small. Most of that was initiated by repressive British administrators, as in the Amritsar massacre of 1919, or the police assaults on the Salt March of 1930. Large-scale communicable violence broke out after the British left in 1947, turning India over to the new nations of India and Pakistan. Cyprus, which came under full British control in 1914 from the Ottoman Empire, was culturally divided between the majority Greek element (which demanded ""enosis"" or union with Greece) and the minority Turks.",186,9,3
1991,-1.488918252,"Decomposers are organisms that break down dead or decaying organisms, and in doing so, they carry out the natural process of decomposition. Like herbivores and predators, decomposers are heterotrophic, meaning that they use organic substrates to get their energy, carbon and nutrients for growth and development. While the terms decomposer and detritivore are often interchangeably used, however, detritivores must digest dead matter via internal processes while decomposers can break down cells of other organisms using biochemical reactions without need for internal digestion. Thus, invertebrates such as earthworms, woodlice, and sea cucumbers are detritivores, not decomposers, in the technical sense, since they must ingest nutrients and are unable to absorb them externally. The primary decomposers of litter in many ecosystems are fungi. Unlike bacteria, which are unicellular organisms, most saprotrophic fungi grow as a branching network of hyphae. While bacteria are restricted to growing and feeding on the exposed surfaces of organic matter, fungi can use their hyphae to penetrate larger pieces of organic matter.",163,7,2
1992,-1.150423852,"An automated external defibrillator (AED) is a self-contained defibrillator device designed to be movable, and easy and simple to use. They are often shaped like briefcases so that they can be carried by a handle. An AED contains a battery, a control computer, and electrodes. When the electrodes are stuck onto the patient, the control computer will assess the patient, checking the rhythm of their heart. It will then charge itself to an appropriate power level and tell users that the person needs to be shocked. If the patient does not need to be defibrillated, the automated external defibrillator will not allow a shock to be administered. A button must still be pushed manually to trigger the shock, as the operator beforehand must be certain that nobody is touching the patient. Often, automated external defibrillators will have speakers which give instructions when they are opened. Current automated external defibrillator devices are designed for emergency medical technicians, home users, police and security officers and other people with minimal medical knowledge. These devices are commonly found in large gathering places, such as airports, casinos, sports stadiums, and college campuses.",186,10,2
1993,-1.162663881,"Density is a measurement that compares the amount, ratio of matter an object has to its volume. An object with a lot of matter in a certain amount of volume has high density. An object with a little matter in the same amount of volume has a low density. Temperature has an effect on density. When the temperature of a substance increases, density decreases because the atoms are moving all around the place having less matter in one space. When the temperature of a substance decreases, the density increases because the atoms move slower making the atoms stay in one place. Many substances follow this rule, but there are exceptions. Water is one such exception. When water freezes, it makes ice that is less dense than liquid water. Fresh water is often used as a standard of relative density. This is called specific gravity. The most common SI units for density are g/cm3 and kg/m3. When the numerator is much larger than the denominator, that means the substance has a higher density. When the denominator is much larger than the numerator, the substance has a lower density.",184,14,4
1995,-1.540397203,"Diarchy (or dyarchy, meaning ""I rule"") is a form of government in which two individuals (""diarchs"") are joint heads of state. Most diarchs hold their position for life, passing the position to their children or other family members. Diarchy is one of the oldest forms of government: examples include ancient Sparta, Rome, Carthage as well Germanic and Dacian tribes. Several ancient Polynesian societies also exhibited a diarchic political structure. Ranks in the Inca Empire were structured in moieties, with two occupants of each rank, but with different prestige, one hanan (upper) and one hurin (lower). In modern usage, diarchy means a system of dual rule, whether this be of a government or of an organization. Such 'diarchies' are not hereditary. Modern examples of diarchies are the Principality of Andorra, whose heads of state are the President of France and the Bishop of Urgell; the Republic of San Marino, led by two collegial Captains Regent; and the Kingdom of Swaziland, where the joint heads of state are the King and his mother.",169,8,3
1996,-1.835589363,"A diaspora (from Greek, ""scattering, dispersion"") is a scattered population whose origin lies within a smaller geographic locale. Diaspora can also refer to the movement of the population from its original homeland. Diaspora has come to refer particularly to historical mass dispersions of an involuntary nature, such as the expulsion of Jews from Judea, the fleeing of Greeks after the fall of Constantinople, the African Trans-Atlantic slave trade, the southern Chinese or Hindus of South Asia during the coolie trade, the Irish during and after the Irish Famine, the displacement of Palestinians in the 20th century and the exile and deportation of Circassians. Recently, scholars have distinguished between different kinds of diaspora, based on its causes such as imperialism, trade or labor migrations, or by the kind of social coherence within the diaspora community and its ties to the ancestral lands. Some diaspora communities maintain strong political ties with their homeland. Other qualities that may be typical of many diasporas are thoughts of return, relationships with other communities in the diaspora, and lack of full integration into the host country.",179,6,2
1997,-0.10236821,"A dictatorship is a country where one person or political party has the power to do whatever they want. The ruler is called a dictator. In a dictatorship, people usually do not have many rights or much freedom. Dictators come to power for a number of reasons or social problems such as massive unemployment, inflation, and unrest among the population. Dictators are normally backed by powerful groups, such as landowners, private company owners, bank owners and in some cases institutions like the Roman Catholic Church to put in place law and order by force. This force is generally directed at the poorer parts of society, such as unemployed workers, ethnic minorities, working class areas and shanty towns. Dictators normally need to do a number of things to put in place their dictatorships: they need to get rid of their opponents (which may be political or religious) - some are imprisoned, exiled (sent outside their country) or killed. Dictators will then need to prohibit (or not allow) political parties that oppose their rule. They will confiscate the political parties' property or offices and such things.",182,9,3
1998,0.075708395,"But what about being ""smart"" or ""talented"" in school? Research has shown that excelling in school has a lot to do with what are called executive functions. Executive functions are a set of abilities that help you do complex tasks, such as planning your schoolwork, completing assignments, and having control over your emotions and frustrations. One of the most important executive functions is called working memory. Working memory allows you to hold information in mind and perform mental operations, for example, adding large numbers in your mind. Another important executive function is inhibition, which helps you to resist distractions and temptations, for example, the temptation to eat the entire jar of cookies. A third executive function is cognitive flexibility, which helps you to quickly shift your attention back and forth between different tasks, like switching back and forth between your homework and your YouTube feed. To measure executive functions, researchers have designed a number of games that can be played on the computer. It turns out that children who do better at these games also do better at school.",179,9,1
1999,-2.241482979,"Digital data, in information theory and information systems, are discrete, discontinuous representations of information or works, as contrasted with continuous, or analog signals which behave in a continuous manner, or represent information using a continuous function. Although digital representations are the subject matter of discrete mathematics, the information represented can be either discrete, such as numbers and letters, or it can be continuous, such as sounds, images, and other measurements. The word digital comes from the same source as the words digit and digitus (the Latin word for finger), as fingers are often used for discrete counting. Mathematician George Stibitz of Bell Telephone Laboratories used the word digital in reference to the fast electric pulses emitted by a device designed to aim and fire anti-aircraft guns in 1942. The term is most commonly used in computing and electronics, especially where real-world information is converted to binary numeric form as in digital audio and digital photography.",153,5,3
2000,-2.19510939,"The Digital Video Interface (DVI) is a video interface standard. It is used to send video between a source (such as a personal computer) and a display (such as a monitor). This interface cannot be used to transmit audio unless it is connected to a High-Definition Multimedia Interface (HDMI) converter. Both HDMI and DVI use the same protocol for signaling, named Transition-minimized differential signaling. The DVI standard has is widely used in the personal computer industry. Many desktop personal computers and monitors can use it. Most desktop personal computers and liquid crystal display (LCD) monitors sold in stores today have a DVI interface. Many other devices (such as projectors and televisions) can use DVI as part of HDMI. HDMI is another video interface standard. Many laptops still have legacy VGA ports. Many newer models have HDMI ports. Fewer laptops have DVI. DVI was created by the Digital Display Working Group (DDWG). It was created to replace the ""legacy analog technology"" VGA connector standard. DVI is designed to carry uncompressed digital video data to a display. It works very well with the HDMI standard in digital mode (DVI-D), and VGA in analog mode (DVI-A).",191,16,3
2001,-1.718445752,"Diplomacy is the practice of conducting negotiations between representatives of states or groups. It entails influencing the decisions and conduct of foreign governments and officials through dialogue, negotiation, and other nonviolent means. It usually refers to international relations carried out through the intercession of professional diplomats with regard to a full range of topical issues. Diplomacy is the main instrument of foreign policy, which represents the broader goals and strategies that guide a state's interactions with the rest of the world. International treaties, agreements, alliances, and other manifestations of foreign policy are usually the result of diplomatic negotiations and process. Diplomats may also help shape a state's foreign policy in an advisory capacity. Since the early 20th century, diplomacy has become increasingly professionalized; the 1961 Vienna Convention on Diplomatic Relations, ratified by most of the world's sovereign states, provides a framework for diplomatic procedures, methods, and conduct. Most diplomacy is now carried out by accredited career diplomats through a dedicated political institution (such as a ministry or department of foreign affairs), usually with the support of staff and diplomatic infrastructure, such as consulates and embassies.",183,8,3
2002,0.3281442,"Whales sing short and long songs. Some songs last just a few minutes. Some songs can go on for half an hour. Whales can also sing the same song for hours on end. There are many kinds of whales. Blue Whales and Grey Whales are named after colours. Humpback Whales and Bowhead Whales are named after the shapes of their backs and heads. Omura's Whales and Bryde's Whales are named after people. Each kind of whale has its own song. Just listen and you will be able to tell who is singing! Each species has different communities. They live in different parts of the ocean. Each community has its own songs. A blue whale in the Indian Ocean will sing a different song from his cousin in the Pacific. Just like humans speak several languages based on where they are from. Humpback whales are excellent composers. They mix and match several notes together. When you listen carefully, you can tell that each humpback whale song is made up of patterns of many notes. Blue whales sing much simpler songs. Their songs consist of just a note or two.",184,20,5
2003,-1.641886235,"DNA, short for deoxyribonucleic acid, is the molecule that contains the genetic code of organisms. This includes animals, plants, protists, archaea and bacteria. DNA is in each cell in the organism and tells cells what proteins to make. Mostly, these proteins are enzymes. DNA is inherited by children from their parents. This is why children share traits with their parents, such as skin, hair and eye color. The DNA in a person is a combination of the DNA from each of their parents. Part of an organism's DNA is ""non-coding DNA"" sequences. They do not code for protein sequences. Some noncoding DNA is transcribed into non-coding RNA molecules, such as transfer RNA, ribosomal RNA, and regulatory RNAs. Other sequences are not transcribed at all, or give rise to RNA of unknown function. The amount of non-coding DNA varies greatly among species. For example, over 98% of the human genome is non-coding DNA, while only about 2% of a typical bacterial genome is non-coding DNA.",162,13,3
2004,-2.376021317,"A domain name is an identification string that defines a realm of administrative autonomy, authority or control within the Internet. Domain names are formed by the rules and procedures of the Domain Name System (DNS). Any name registered in the DNS is a domain name. Domain names are used in various networking contexts and application-specific naming and addressing purposes. In general, a domain name represents an Internet Protocol (IP) resource, such as a personal computer used to access the Internet, a server computer hosting a web site, or the web site itself or any other service communicated via the Internet. In 2015, 294 million domain names had been registered. Domain names are organized in subordinate levels (subdomains) of the DNS root domain, which is nameless. The first-level set of domain names are the top-level domains (TLDs), including the generic top-level domains (gTLDs), such as the prominent domains com, info, net, edu, and org, and the country code top-level domains (ccTLDs).",159,8,2
2005,-0.907837908,"A big breakthrough in the study of the hippocampus occurred almost 50 years ago, in 1971. Prof. John O'Keefe, from London, and his Israeli student Dr. Jonathan Dostrovsky, discovered very special brain cells in the hippocampus of a rat. Prof. O'Keefe discovered that these special cells in the hippocampus respond (meaning send an electrical signal to other cells) when the rat is present in a specific location. However, when the rat is in another location, these cells are quiet and are not electrically active. So, when the researchers recorded the activity of these cells in the hippocampus, they could know something about where the rat was located at that moment. O'Keefe suggested that these cells form some sort of an internal map inside the rat's brain (or human, or monkey), which helps it to know where it is and how to find its way. This map is sort of like an internal ""Waze"" navigation system, which exists in all mammals and helps them to find their way from one place to another.",172,7,1
2006,-1.241518127,"In fluid dynamics, drag (sometimes called resistance) is a force which tends to slow the movement of an object through a liquid or gas. As a moving object pushes the liquid or gas out of its way, the fluid pushes back on the object. This drag force is always opposite to the object's motion, and unlike friction between solid surfaces, the drag force increases as the object moves faster. Air resistance, also known as drag, is a force that is caused by air, the force acts in the opposite direction to an object moving through the air. It is where air particles hit the front of the object slowing it down. The more surface area, the more air particles hit it and the greater the resistance. For example, a truck with a flat front will experience high air resistance while a sports car with a streamlined shape will experience lower air resistance, allowing the car to go faster. This is why airplanes and other fast machines are streamlined. A snowflake falls more slowly than does a drop of water of the same weight.",182,9,2
2007,-1.533970926,"Not all feudal states or monarchies were or are ruled by dynasties; modern examples are the Vatican City State, the Principality of Andorra, and the Sovereign Military Hospitaller Order of Saint John of Jerusalem, of Rhodes and of Malta. Throughout history, there were monarchs that did not belong to any dynasty; non-dynastic rulers include King Arioald of the Lombards and Emperor Phocas of the Byzantine Empire. Dynasties ruling subnational monarchies do not possess sovereign rights; two modern examples are the monarchies of Malaysia and the royal families of the United Arab Emirates. The word ""dynasty"" is sometimes used informally for people who are not rulers but are, for example, members of a family with influence and power in other areas, such as a series of successive owners of a major company. It is also extended to unrelated people, such as major poets of the same school or various rosters of a single sports team.",153,5,2
2008,-0.833075231,"Any device that can display text on a screen may act as an e-reader; however, specialized e-reader devices may optimize portability, readability, and battery life for this purpose. Their main advantages over printed books are portability, since an e-reader is capable of holding thousands of books while weighing less than one book, and the convenience provided due to add-on features. An e-reader is a device designed as a convenient way to read e-books. It is similar in form factor to a tablet computer, but features electronic paper rather than an LCD screen. This yields much longer battery life —the battery can last for several weeks— and better readability, similar to that of paper even in sunlight. Drawbacks of this kind of display include a slow refresh rate and (usually) a grayscale-only display, which makes it unsuitable for sophisticated interactive applications as those found on tablets. The absence of such apps may be perceived as an advantage, as the user may more easily focus on reading.",165,7,2
2009,-0.451211686,"Earth is the planet we live on. It is the third planet from the Sun. It is the only planet known to have life on it. The Earth formed around 4.5 billion years ago. It is one of four rocky planets on the inside of the Solar System. The other three are Mercury, Venus and Mars. The large mass of the Sun makes the Earth move around it, just as the mass of the Earth makes the Moon move around it. The Earth also turns round in space, so different parts face the Sun at different times. The Earth goes around the Sun once (one ""year"") for every 365¼ times it turns all the way around (one ""day""). The Moon goes around the Earth about every 27 days. As the Earth goes round the Sun at the same time, the changing light of the Moon takes about 29½ days to go from dark to bright to dark again. That is where the idea of ""month"" came from. However, now most months have 30 or 31 days so they fit into one year.",180,13,3
2010,-0.403295095,"An earthquake (also known as a quake, tremor or temblor) is the perceptible shaking of the surface of the Earth, resulting from the sudden release of energy in the Earth's crust that creates seismic waves. Earthquakes can be violent enough to toss people around and destroy whole cities. The seismicity or seismic activity of an area refers to the frequency, type and size of earthquakes experienced over a period of time. Earthquakes are measured using observations from seismometers. The moment magnitude is the most common scale on which earthquakes larger than approximately 5 are reported for the entire globe. The more numerous earthquakes smaller than magnitude 5 reported by national seismological observatories are measured mostly on the local magnitude scale, also referred to as the Richter magnitude scale. These two scales are numerically similar over their range of validity. Magnitude 3 or lower earthquakes are mostly imperceptible or weak and magnitude 7 and over potentially cause serious damage over larger areas, depending on their depth.",164,8,2
2011,-1.931930365,"There are many practical applications of ecology in conservation biology, wetland management, natural resource management (agriculture, forestry, fisheries), city planning (urban ecology), community health, economics, and applied science. It provides a framework for understanding and researching human social interaction. Ecology starts many powerful philosophical and political movements - including the conservation movement, wellness movement, environmental movement, and ecology movement we know today. When these are combined with peace movements and the Six Principles, they are called green movements. In general, these put ecosystem health first on a list of human moral and political priorities, as the way to achieve better human health and social harmony, and better economics. People with these beliefs are called political ecologists. Some have organized into the Green Parties, but there are actually political ecologists in most political parties. They very often use arguments from ecology to advance policy, especially forest policy and energy policy. Also, ecology means that it is the branch of biology dealing with the relations and interactions between organisms and their environment, including other organisms.",171,9,4
2012,-1.652186861,"An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment (things like air, water and mineral soil), interacting as a system. These biotic and abiotic components are regarded as linked together through nutrient cycles and energy flows. As ecosystems are defined by the network of interactions among organisms, and between organisms and their environment, they can be of any size but usually encompass specific, limited spaces (although some scientists say that the entire planet is an ecosystem). Energy, water, nitrogen and soil minerals are other essential abiotic components of an ecosystem. The energy that flows through ecosystems is obtained primarily from the sun. It generally enters the system through photosynthesis, a process that also captures carbon from the atmosphere. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and other microbes.",197,9,2
2013,-2.989178994,"Edaphology (from Greek, edaphos, ""ground"") is one of two main divisions of soil science, the other being pedology. Edaphology is concerned with the influence of soils on living things, particularly plants. The term is also applied to the study of how soil influences humankind's use of land for plant growth as well as man's overall use of the land. General subfields within edaphology are agricultural soil science (known by the term agrology in some regions) and environmental soil science. (Pedology deals with pedogenesis, soil morphology, and soil classification.) In Russia, edaphology is considered equivalent to pedology, but is recognized to have an applied sense consistent with agrophysics and agrochemistry outside Russia. Xenophon (431–355 BC), and Cato (234–149 BC), were early edaphologists. Xenophon noted the beneficial effect of turning a cover crop into the earth. Cato wrote De Agri Cultura (""On Farming"") which recommended tillage, crop rotation and the use of legumes in the rotation to build soil nitrogen. He also devised the first soil capability classification for specific crops.",168,10,2
2014,0.726097322,"When you go to buy a pet fish, you will probably get very detailed instructions on how to take care of it. Even before you go home with your new buddy, you will know a lot of useful stuff, like what it eats and how often you need to clean its tank. Now, if you tried to adopt an octopus, things would not be so easy. I mean, does it even have a mouth? Scientists have a similar problem. When we plan experiments using animals, we need to know a lot about them so that we can tell whether or not our experiments are affecting them. Since scientists cannot hope to learn everything about every animal, they decided to study just a handful of them and use those well-studied examples for their research. These well-studied creatures are called model organisms and, in this article, you will learn about the smallest of them.",152,8,1
2015,-1.820296934,"The physical reasons for elastic behavior can be quite different for different materials. In metals, the atomic lattice changes size and shape when forces are applied (energy is added to the system). When forces are removed, the lattice goes back to the original lower energy state. For rubbers and other polymers, elasticity is caused by the stretching of polymer chains when forces are applied. Hooke's law states that the force required to deform elastic objects should be directly proportional to the distance of deformation, regardless of how large that distance becomes. This is known as perfect elasticity, in which a given object will return to its original shape no matter how strongly it is deformed. This is an ideal concept only; most materials which possess elasticity in practice remain purely elastic only up to very small deformations, after which plastic (permanent) deformation occurs.",142,7,2
2016,-3.413515853,"Charge is the fundamental property of forms of matter that exhibit electrostatic attraction or repulsion in the presence of other matter. Electric charge is a characteristic property of many subatomic particles. The charges of free-standing particles are integer multiples of the elementary charge e; we say that electric charge is quantized. Michael Faraday, in his electrolysis experiments, was the first to note the discrete nature of electric charge. Robert Millikan's oil drop experiment demonstrated this fact directly, and measured the elementary charge. It has been discovered that one type of particle, quarks, have fractional charges of either -1/3 or +2/3, but it is believed they always occur in multiples of integral charge; free-standing quarks have never been observed. By convention, the charge of an electron is negative, -e, while that of a proton is positive, +e. Charged particles whose charges have the same sign repel one another, and particles whose charges have different signs attract. Coulomb's law quantifies the electrostatic force between two particles by asserting that the force is proportional to the product of their charges, and inversely proportional to the square of the distance between them.",187,9,2
2017,-1.581860135,"An electric current is a flow of electric charge. In electric circuits this charge is often carried by moving electrons in a wire. It can also be carried by ions in an electrolyte, or by both ions and electrons such as in a plasma. The SI unit for measuring an electric current is the ampere, which is the flow of electric charge across a surface at the rate of one coulomb per second. Electric current is measured using a device called an ammeter. Electric currents cause Joule heating, which creates light in incandescent light bulbs. They also create magnetic fields, which are used in motors, inductors and generators. The particles that carry the charge in an electric current are called charge carriers. In metals, one or more electrons from each atom are loosely bound to the atom, and can move freely about within the metal. These conduction electrons are the charge carriers in metal conductors.",152,10,4
2018,-0.36109813,"An electrical cable is made of two or more wires running side by side and bonded, twisted, or braided together to form a single assembly, the ends of which can be connected to two devices, enabling the transfer of electrical signals from one device to the other. Cables are used for a wide range of purposes, and each must be tailored for that purpose. Cables are used extensively in electronic devices for power and signal circuits. Long-distance communication takes place over undersea cables. Power cables are used for bulk transmission of alternating and direct current power, especially using high-voltage cable. Electrical cables are extensively used in building wiring for lighting, power and control circuits permanently installed in buildings. Since all the circuit conductors required can be installed in a cable at one time, installation labor is saved compared to certain other wiring methods.",143,7,1
2020,-2.160460667,"The electronic nose was developed in order to mimic human olfaction that functions as a non-separative mechanism: i.e. an odor / flavor is perceived as a global fingerprint. Essentially the instrument consists of head space sampling, sensor array, and pattern recognition modules, to generate signal pattern that are used for characterizing odors. Electronic noses include three major parts: a sample delivery system, a detection system, a computing system. The sample delivery system enables the generation of the headspace (volatile compounds) of a sample, which is the fraction analyzed. The system then injects this headspace into the detection system of the electronic nose. The sample delivery system is essential to guarantee constant operating conditions. The detection system, which consists of a sensor set, is the ""reactive"" part of the instrument. When in contact with volatile compounds, the sensors react, which means they experience a change of electrical properties. In most electronic noses, each sensor is sensitive to all volatile molecules but each in their specific way.",161,10,5
2021,-2.378185941,"An electrostatic generator, or electrostatic machine, is an electromechanical generator that produces static electricity, or electricity at high voltage and low continuous current. The knowledge of static electricity dates back to the earliest civilizations, but for millennia it remained merely an interesting and mystifying phenomenon, without a theory to explain its behavior and often confused with magnetism. By the end of the 17th Century, researchers had developed practical means of generating electricity by friction, but the development of electrostatic machines did not begin in earnest until the 18th century, when they became fundamental instruments in the studies about the new science of electricity. Electrostatic generators operate by using manual (or other) power to transform mechanical work into electric energy. Electrostatic generators develop electrostatic charges of opposite signs rendered to two conductors, using only electric forces, and work by using moving plates, drums, or belts to carry electric charge to a high potential electrode. The charge is generated by one of two methods: either the triboelectric effect (friction) or electrostatic induction.",170,6,1
2022,-1.361228127,"Fleshy fruits have high water content in the pericarp, and a fleshy mesocarp once they are mature. This means that fleshy fruits are juicier than dry fruits. The group of fleshy fruits includes many of the fruits that you may find in the grocery store, and many sweet fruits, such as peaches and apples. Pomegranates, although we eat the seed and not the fruit, also fall under this category, because their pericarp is soft and fleshy. Avocados, peaches, plums, and other fruits with pits are also fleshy fruits, because they have a thick and fleshy mesocarp. Peppers, cucumbers, and tomatoes are also examples of fleshy fruits, even though they are usually referred to as vegetables. In fact, most edible fruits fall into the category of fleshy fruits. These fruits use animals, such as birds or humans, to disperse the seeds. Dry fruits are hard and dry when they are fully mature. The pericarp of dry fruits still has three layers—exocarp, mesocarp, and endocarp—but compared with fleshy fruits, they are thinner and do not have as much water.",176,10,2
2024,0.14655572,"When an animal dies, its body changes in appearance. It will gradually disappear as it is eaten by other animals and bacteria. This process is called decomposition. When a sea turtle dies, the first thing that happens is that the body of the turtle, known as a carcass, sinks to the bottom of the sea floor. However, the bacteria in its intestines continue to live and produce gases, gradually making the body swell. Like a balloon filled with air, the body floats and rises to the sea surface. But, as the bacteria continue to decompose the body, the carcass will eventually develop holes and let out the gases that kept it on the surface. It sinks again and disappears to the bottom of the sea permanently. The turtles found stranded on Virginia's beaches arrived floating. They had not yet released the gases they contained, otherwise they would have sunk and remained at the bottom of the sea without reaching the beach. Since we ultimately wanted to understand why these sea turtles died, we first needed to figure out where and when they died.",182,11,2
