index,text_id,s_idx,sentence,align_idx,level,unique_paragraph_id,total_integration_cost,avg_integration_cost,max_integration_cost
340,1_6_1,2.0,"The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin.",170,Ele,1_6_Ele_1,12.0,0.41379310344827586,4.0
341,1_6_1,3.0,He was probably lactose intolerant and could not digest starchy foods easily.,171,Ele,1_6_Ele_1,2.0,0.14285714285714285,1.0
342,1_6_2,1.0,The invention of farming brought humans and animals into much closer contact and humans likely evolved more robust immune systems to fend off infections that the animals passed on.,172,Adv,1_6_Adv_2,21.0,0.6363636363636364,8.0
343,1_6_2,2.0,"But scientists may have overestimated the impact farming had in shaping the human immune system, because tests on the hunter-gatherer's DNA found that he already carried mutations that boost the immune system to tackle various nasty bugs.",173,Adv,1_6_Adv_2,20.0,0.4878048780487805,4.0
344,1_6_2,3.0,Some live on in modern Europeans today.,174,Adv,1_6_Adv_2,3.0,0.375,1.0
345,1_6_2,4.0,"""Before we started this work, I had some ideas of what we were going to find,"" said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona.",175,Adv,1_6_Adv_2,20.0,0.5128205128205128,5.0
346,1_6_2,5.0,"""Most of those ideas turned out to be completely wrong.""",176,Adv,1_6_Adv_2,5.0,0.35714285714285715,2.0
347,1_6_2,1.0,The invention of farming brought humans and animals much closer and humans probably developed stronger immune systems to fight infections from the animals.,172,Ele,1_6_Ele_2,13.0,0.5,2.0
348,1_6_2,2.0,But the change to humans' immune systems may not be as big as scientists thought - tests on the hunter-gatherer's DNA found that he already had genes that made his immune system strong.,173,Ele,1_6_Ele_2,20.0,0.5263157894736842,5.0
349,1_6_2,3.0,Some of these genes still exist in modern Europeans today.,174,Ele,1_6_Ele_2,6.0,0.5,3.0
350,1_6_2,4.0,"""Before we started this work, I had some ideas of what we were going to find,"" said Carles Lalueza-Fox, who led the study at the Institute of Evolutionary Biology in Barcelona.",175,Ele,1_6_Ele_2,20.0,0.5128205128205128,5.0
351,1_6_2,5.0,"""Most of those ideas turned out to be completely wrong.""",176,Ele,1_6_Ele_2,5.0,0.35714285714285715,2.0
352,1_6_3,1.0,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,177,Adv,1_6_Adv_3,9.0,0.2571428571428571,1.0
353,1_6_3,2.0,"The human remains, which belonged to two men in their early 30s, had been extremely well preserved by the cool environment of the cave.",178,Adv,1_6_Adv_3,12.0,0.4,4.0
354,1_6_3,3.0,"Carbon dating put the remains at around 7,000 years old, before farming had swept into Europe from the Middle East.",179,Adv,1_6_Adv_3,10.0,0.45454545454545453,2.0
355,1_6_3,4.0,"The timing fitted with ancient artifacts found at the site, including perforated reindeer teeth that were strung and hung from the people's clothing.",180,Adv,1_6_Adv_3,11.0,0.4074074074074074,2.0
356,1_6_3,1.0,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,177,Ele,1_6_Ele_3,12.0,0.36363636363636365,4.0
357,1_6_3,2.0,"The skeletons, which belonged to two men in their early 30s, had been very well preserved in the cool cave.",178,Ele,1_6_Ele_3,11.0,0.4230769230769231,4.0
358,1_6_3,3.0,"Carbon dating showed the skeletons are around 7,000 years old, from the time before farming arrived in Europe from the Middle East.",179,Ele,1_6_Ele_3,12.0,0.48,3.0
359,1_6_3,4.0,"Other things were found in the cave, including reindeer teeth that were hung from the people's clothing.",180,Ele,1_6_Ele_3,9.0,0.4090909090909091,2.0
360,1_6_4,1.0,"On top of the scientific impact, artists might have to rethink their drawings of the people.",181,Adv,1_6_Adv_4,11.0,0.6111111111111112,4.0
361,1_6_4,2.0,"""You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.",182,Adv,1_6_Adv_4,10.0,0.43478260869565216,2.0
362,1_6_4,3.0,"You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye color,"" Lalueza-Fox said.",183,Adv,1_6_Adv_4,13.0,0.5909090909090909,7.0
363,1_6_4,4.0,The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related.,184,Adv,1_6_Adv_4,12.0,0.4,2.0
364,1_6_4,5.0,"They found that the ancient DNA most closely matched the genetic makeup of people living in northern Europe, in particular Sweden and Finland.",185,Adv,1_6_Adv_4,11.0,0.4074074074074074,3.0
365,1_6_4,1.0,This discovery is important for science. It is also important to artists who will have to draw Mesolithic people in a new way.,181,Ele,1_6_Ele_4,8.0,0.3076923076923077,1.0
366,1_6_4,3.0,"""You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin.",182,Ele,1_6_Ele_4,10.0,0.43478260869565216,2.0
367,1_6_4,4.0,"You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes,"" Lalueza-Fox said.",183,Ele,1_6_Ele_4,13.0,0.6190476190476191,7.0
368,1_6_4,5.0,The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related.,184,Ele,1_6_Ele_4,13.0,0.5909090909090909,5.0
369,1_6_4,6.0,"They found that the ancient DNA was most closely related to the DNA of people living in northern Europe, in particular Sweden and Finland.",185,Ele,1_6_Ele_4,9.0,0.32142857142857145,1.0
370,1_7_1,1.0,"An octopus has made a brazen escape from the National Aquarium in New Zealand by breaking out of its tank, slithering down a 50-meter drainpipe and disappearing into the sea.",186,Adv,1_7_Adv_1,11.0,0.34375,1.0
371,1_7_1,2.0,"In scenes reminiscent of Finding Nemo, Inky - a common New Zealand octopus - made his dash for freedom after the lid of his tank was accidentally left slightly ajar.",187,Adv,1_7_Adv_1,25.0,0.7142857142857143,9.0
372,1_7_1,3.0,"Staff believe that in the middle of the night, while the aquarium was deserted, Inky clambered to the top of his glass enclosure, down the side of the tank and traveled across the floor of the aquarium.",188,Adv,1_7_Adv_1,27.0,0.6428571428571429,11.0
373,1_7_1,4.0,"Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: ""Octopuses are famous escape artists.",189,Adv,1_7_Adv_1,12.0,0.5,5.0
374,1_7_1,5.0,"I don't think he was unhappy with us, or lonely, as octopuses are solitary creatures.",190,Adv,1_7_Adv_1,4.0,0.21052631578947367,2.0
375,1_7_1,6.0,"But, he is such a curious boy.",191,Adv,1_7_Adv_1,1.0,0.1111111111111111,1.0
376,1_7_1,7.0,He would want to know what's happening on the outside.,192,Adv,1_7_Adv_1,5.0,0.4166666666666667,2.0
377,1_7_1,8.0,"That's just his personality.""",193,Adv,1_7_Adv_1,2.0,0.25,2.0
378,1_7_1,1.0,"An octopus has escaped from the National Aquarium in New Zealand. It escaped from its tank, slid down a 50-meter drainpipe and disappeared into the sea.",186,Ele,1_7_Ele_1,10.0,0.3448275862068966,1.0
379,1_7_1,3.0,Inky - a common New Zealand octopus - escaped after someone left the lid of his tank open.,187,Ele,1_7_Ele_1,9.0,0.47368421052631576,2.0
380,1_7_1,4.0,"Staff at the aquarium believe that, in the middle of the night, when there was no-one in the building, Inky climbed down the side of the tank and traveled across the floor.",188,Ele,1_7_Ele_1,25.0,0.6756756756756757,11.0
381,1_7_1,5.0,"Rob Yarrell, national manager of the National Aquarium of New Zealand in Napier, said: ""Octopuses are famous for their ability to escape.",189,Ele,1_7_Ele_1,13.0,0.48148148148148145,5.0
382,1_7_1,6.0,"I don't think he was unhappy with us, or lonely, because octopuses like to live alone.",190,Ele,1_7_Ele_1,6.0,0.3,2.0
383,1_7_1,7.0,"But, he is such a curious boy.",191,Ele,1_7_Ele_1,1.0,0.1111111111111111,1.0
384,1_7_1,8.0,He would want to know what's happening on the outside.,192,Ele,1_7_Ele_1,5.0,0.4166666666666667,2.0
385,1_7_1,9.0,"That's his personality.""",193,Ele,1_7_Ele_1,1.0,0.16666666666666666,1.0
386,1_7_2,1.0,"One theory is that Inky slid across the aquarium floor - a journey of three or four meters - and then, sensing freedom was at hand, into a drainpipe that led directly to the sea.",194,Adv,1_7_Adv_2,16.0,0.41025641025641024,3.0
387,1_7_2,2.0,"The drainpipe was 50 meters long and opened onto the waters of Hawke's Bay, on the east coast of New Zealand's North Island.",195,Adv,1_7_Adv_2,10.0,0.35714285714285715,3.0
388,1_7_2,3.0,"Another possible escape route could have involved Inky squeezing into an open pipe at the top of his tank, which led under the floor to the drain.",196,Adv,1_7_Adv_2,10.0,0.3448275862068966,1.0
389,1_7_2,4.0,"""When we came in the next morning and his tank was empty, I was really surprised,"" said Yarrell, who has not launched a search for Inky.",197,Adv,1_7_Adv_2,12.0,0.34285714285714286,2.0
390,1_7_2,5.0,"""The staff and I have been pretty sad. But then, this is Inky and he's always been a bit of a surprise octopus.""",198,Adv,1_7_Adv_2,7.0,0.21212121212121213,2.0
391,1_7_2,1.0,"One idea is that Inky crossed the aquarium floor - a journey of three or four meters - and then, he realized that freedom was very near so he entered a drainpipe that led directly to the sea.",194,Ele,1_7_Ele_2,16.0,0.38095238095238093,2.0
392,1_7_2,2.0,"The drainpipe was 50 meters long and opened into Hawke's Bay, on the east coast of New Zealand's North Island.",195,Ele,1_7_Ele_2,9.0,0.36,3.0
393,1_7_2,3.0,"It is also possible that Inky escaped through an open pipe at the top of his tank, which led under the floor to the drain.",196,Ele,1_7_Ele_2,9.0,0.32142857142857145,2.0
394,1_7_2,4.0,"""When we came in the next morning and his tank was empty, I was really surprised,"" said Yarrell, who has not started looking for Inky.",197,Ele,1_7_Ele_2,12.0,0.35294117647058826,2.0
395,1_7_2,5.0,"""The staff and I have been sad. But then, this is Inky and he's always been a bit of a surprise octopus.""",198,Ele,1_7_Ele_2,7.0,0.22580645161290322,2.0
396,1_7_3,1.0,"Reiss Jenkinson, exhibits keeper at the National Aquarium, said he was absolutely certain Inky had not been taken.",199,Adv,1_7_Adv_3,9.0,0.391304347826087,3.0
397,1_7_3,2.0,"""I understand the nature of octopus behavior very well,"" he said.",200,Adv,1_7_Adv_3,7.0,0.4117647058823529,4.0
398,1_7_3,3.0,"""I have seen octopuses on boats slip through bilge pumps.",201,Adv,1_7_Adv_3,5.0,0.4166666666666667,1.0
399,1_7_3,4.0,"And, the security here is too tight for anyone to take Inky and why would they?"" Because octopuses have no bones, they are able to fit into extremely small spaces and have been filmed squeezing through gaps the size of coins.",202,Adv,1_7_Adv_3,28.0,0.56,13.0
400,1_7_3,5.0,They are also understood to be extremely intelligent and capable of using tools.,203,Adv,1_7_Adv_3,6.0,0.35294117647058826,2.0
401,1_7_3,6.0,"At the Island Bay Marine Education Center in Wellington, an octopus was found to be in the habit of visiting another tank overnight to steal crabs, then returning to its own.",204,Adv,1_7_Adv_3,23.0,0.6216216216216216,7.0
402,1_7_3,7.0,"Another at the center, Ozymandias, was thought to have broken a world record for opening a jar before it was released into the ocean.",205,Adv,1_7_Adv_3,16.0,0.5517241379310345,4.0
403,1_7_3,1.0,"Reiss Jenkinson, a keeper at the National Aquarium, said he was absolutely certain Inky was not stolen.",199,Ele,1_7_Ele_3,9.0,0.4090909090909091,3.0
404,1_7_3,2.0,"""I understand octopus behavior very well,"" he said.",200,Ele,1_7_Ele_3,5.0,0.35714285714285715,3.0
405,1_7_3,3.0,"""I have seen octopuses on boats escape through waste pumps.",201,Ele,1_7_Ele_3,5.0,0.4166666666666667,1.0
406,1_7_3,4.0,"And, the security here is too good for anyone to take Inky and why would they?"" Because octopuses have no bones, they can fit into very small spaces and can squeeze through gaps the size of coins.",202,Ele,1_7_Ele_3,27.0,0.5869565217391305,14.0
407,1_7_3,5.0,They are also very intelligent and able to use tools.,203,Ele,1_7_Ele_3,2.0,0.15384615384615385,1.0
408,1_7_3,6.0,"At the Island Bay Marine Education Center in Wellington, an octopus visited another tank every night to steal crabs, then return to its own tank.",204,Ele,1_7_Ele_3,16.0,0.5714285714285714,4.0
409,1_7_3,7.0,"Another octopus at the center, Ozymandias, broke a world record for opening a jar.",205,Ele,1_7_Ele_3,9.0,0.5294117647058824,3.0
410,1_7_4,1.0,Inky was brought to the National Aquarium a number of years ago by a local fisherman who found him caught in a crayfish pot.,206,Adv,1_7_Adv_4,9.0,0.34615384615384615,2.0
411,1_7_4,2.0,"He was scarred and ""rough looking"", said Yarrell.",207,Adv,1_7_Adv_4,5.0,0.38461538461538464,3.0
412,1_7_4,3.0,"""He had been living on the reef and fighting with fish so he wasn't in the best shape.""",208,Adv,1_7_Adv_4,6.0,0.2727272727272727,1.0
413,1_7_4,4.0,"According to Yarrell, Inky - who is about the size of a rugby ball - was an ""unusually intelligent"" octopus.",209,Adv,1_7_Adv_4,15.0,0.6,9.0
414,1_7_4,5.0,"""He was very friendly, very inquisitive and a popular attraction here.",210,Adv,1_7_Adv_4,1.0,0.0625,1.0
415,1_7_4,6.0,"We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality.""",211,Adv,1_7_Adv_4,9.0,0.45,4.0
416,1_7_4,7.0,"The aquarium has no plans to step up security as a result of the escape as Inky was a ""one-off"" but the staff are ""increasingly aware of what octopuses can actually do"".",212,Adv,1_7_Adv_4,15.0,0.38461538461538464,3.0
417,1_7_4,8.0,"Although the aquarium is not actively searching for a replacement for Inky, if a fisherman brought in another octopus, it might be willing to take it on.",213,Adv,1_7_Adv_4,16.0,0.5161290322580645,5.0
418,1_7_4,1.0,Inky was brought to the National Aquarium several years ago by a local fisherman who found him in a fishing pot.,206,Ele,1_7_Ele_4,7.0,0.30434782608695654,2.0
419,1_7_4,2.0,"Yarrell said, ""He lived on the reef and fought with fish so he wasn't in a good shape.""",208,Ele,1_7_Ele_4,8.0,0.34782608695652173,1.0
420,1_7_4,3.0,"According to Yarrell, Inky - who is about the size of a rugby ball - was an ""unusually intelligent"" octopus.",209,Ele,1_7_Ele_4,15.0,0.6,9.0
421,1_7_4,4.0,"""He was very friendly and a popular attraction here.",210,Ele,1_7_Ele_4,1.0,0.08333333333333333,1.0
422,1_7_4,5.0,"We have another octopus, Blotchy, but he is smaller than Inky and Inky had the personality.""",211,Ele,1_7_Ele_4,9.0,0.45,4.0
423,1_7_4,6.0,"The aquarium has no plans to increase security as a result of the escape but the staff now know ""what octopuses can do"" so they will be more careful.",212,Ele,1_7_Ele_4,14.0,0.4,3.0
424,1_7_4,7.0,"The aquarium is not looking for another octopus but, if a fisherman brought in another octopus, the aquarium might take it.",213,Ele,1_7_Ele_4,11.0,0.4583333333333333,3.0
426,1_8_1,1.0,"Do you want your child to be good at sports, make the school team and, maybe one day, even compete on the world stage? Well, try to ensure that your would-be Olympian or World Cup winner is born in November or, failing that, in October.",214,Adv,1_8_Adv_1,21.0,0.3888888888888889,5.0
427,1_8_1,2.0,A study has found that school pupils born in those months are fitter than everyone else in their class.,215,Adv,1_8_Adv_1,12.0,0.6,5.0
428,1_8_1,3.0,"November- and October-born children emerged as fitter, stronger and more powerful than their peers born in the other ten months of the year, especially those whose birthdays fell in April or June.",216,Adv,1_8_Adv_1,10.0,0.2631578947368421,1.0
429,1_8_1,4.0,"Dr. Gavin Sandercock, who is from the Center for Sports and Exercise Science at Essex University and led the study, found that autumn-born children enjoyed ""a clear physical advantage"" over their classmates.",217,Adv,1_8_Adv_1,19.0,0.5135135135135135,7.0
430,1_8_1,1.0,"Do you want your child to be good at sports, play for the school team and, maybe one day, even be in international competitions? Well, try to make sure that your child is born in November or October.",214,Ele,1_8_Ele_1,24.0,0.5217391304347826,9.0
431,1_8_1,2.0,A study has found that schoolchildren born in November or October are fitter than everyone else in their class.,215,Ele,1_8_Ele_1,15.0,0.75,7.0
432,1_8_1,3.0,"Children born in November or October were fitter, stronger and more powerful than children born in the other ten months of the year. They are especially fitter, stronger and more powerful than children with birthdays in April or June.",216,Ele,1_8_Ele_1,27.0,0.5869565217391305,12.0
433,1_8_1,5.0,"Dr. Gavin Sandercock of Essex University found in his study that children born in the autumn had ""a clear physical advantage"" over their classmates.",217,Ele,1_8_Ele_1,16.0,0.5925925925925926,6.0
434,1_8_2,1.0,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex.",218,Adv,1_8_Adv_2,7.0,0.3684210526315789,1.0
435,1_8_2,2.0,"All were tested between 2007 and 2010 on three different measures of fitness: stamina, handgrip strength and lower-body power.",219,Adv,1_8_Adv_2,7.0,0.30434782608695654,2.0
436,1_8_2,3.0,"The results revealed that a child's month of birth could make ""significant"" differences to their levels of cardiovascular fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports, in which such attributes are vital.",220,Adv,1_8_Adv_2,22.0,0.44,4.0
437,1_8_2,4.0,Performances at school sports days in the weeks ahead may bear out the findings.,221,Adv,1_8_Adv_2,8.0,0.5,3.0
438,1_8_2,5.0,November-born children were the fittest overall as they had the most stamina and power and were the second strongest.,222,Adv,1_8_Adv_2,5.0,0.25,1.0
439,1_8_2,6.0,"Those born in October were almost as fit, scoring highest for strength and coming third for power, with December children close behind.",223,Adv,1_8_Adv_2,11.0,0.39285714285714285,2.0
440,1_8_2,1.0,"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex.",218,Ele,1_8_Ele_2,7.0,0.3684210526315789,1.0
441,1_8_2,2.0,"All were tested between 2007 and 2010 on three different things: stamina, handgrip strength and lower-body power.",219,Ele,1_8_Ele_2,6.0,0.2857142857142857,2.0
442,1_8_2,3.0,"The results showed that a child's month of birth could make big differences to their levels of fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports.",220,Ele,1_8_Ele_2,21.0,0.5384615384615384,4.0
443,1_8_2,4.0,November children were the fittest because they had the most stamina and power and were the second strongest.,222,Ele,1_8_Ele_2,5.0,0.2631578947368421,1.0
444,1_8_2,5.0,"Children born in October were almost as fit - they scored highest for strength and came third for power, with December children close behind.",223,Ele,1_8_Ele_2,10.0,0.3448275862068966,2.0
446,1_8_3,1.0,The gap in physical prowess between children in the same class but born in different months was sometimes very wide.,224,Adv,1_8_Adv_3,12.0,0.5,5.0
447,1_8_3,2.0,"""For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April.",225,Adv,1_8_Adv_3,21.0,0.5,6.0
448,1_8_3,3.0,"This is, potentially, a huge physical advantage,"" said Sandercock.",226,Adv,1_8_Adv_3,5.0,0.3125,2.0
449,1_8_3,4.0,"Such gaps could ultimately decide who became a top-level athlete because, as the paper says, ""selection into elite sports may often depend on very small margins or differences in an individual's physical performance"".",227,Adv,1_8_Adv_3,21.0,0.5,9.0
450,1_8_3,5.0,"The study, which has been published in the International Journal of Sports Medicine, found that, when scores for the three kinds of fitness were combined, those born in April were the least fit, then those in June.",228,Adv,1_8_Adv_3,34.0,0.7391304347826086,11.0
451,1_8_3,6.0,"That could see those children excluded from school teams and becoming sporting underachievers, Sandercock said.",229,Adv,1_8_Adv_3,17.0,0.9444444444444444,9.0
452,1_8_3,1.0,The gap in physical ability between children in the same class but born in different months was sometimes very wide.,224,Ele,1_8_Ele_3,12.0,0.5,5.0
453,1_8_3,2.0,"""For example, we found that a boy born in November can run at least 10% faster, jump 12% higher and is 15% more powerful than a child of the same age born in April.",225,Ele,1_8_Ele_3,21.0,0.5,6.0
454,1_8_3,3.0,"This is a huge physical advantage,"" said Sandercock.",226,Ele,1_8_Ele_3,4.0,0.3333333333333333,2.0
455,1_8_3,4.0,"These gaps could decide who became a top-level athlete because ""selection into elite sports may often depend on very small differences in a person's physical performance"".",227,Ele,1_8_Ele_3,12.0,0.375,5.0
456,1_8_3,5.0,"The study found that, when scores for the three kinds of fitness were put together, children born in April were the least fit, followed by children born in June.",228,Ele,1_8_Ele_3,33.0,0.9428571428571428,13.0
458,1_8_4,1.0,"The findings seem to show that children born in the early months of the school year enjoy a double ""autumn advantage"" - they are already known to have an academic advantage and, now, they also appear to be better equipped for sports, too.",230,Adv,1_8_Adv_4,30.0,0.5555555555555556,8.0
459,1_8_4,2.0,"The authors believe that autumn-born children's greater exposure over the summer months, towards the end of pregnancy, to vitamin D is the most likely explanation.",231,Adv,1_8_Adv_4,17.0,0.5666666666666667,10.0
460,1_8_4,3.0,"John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be ""a major factor"" in their sporting development.",232,Adv,1_8_Adv_4,15.0,0.4166666666666667,4.0
461,1_8_4,4.0,"""Children that get a high-quality first experience, which develops their physical literacy, are those that will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and excel in sports as they grow up"", he said.",233,Adv,1_8_Adv_4,32.0,0.6037735849056604,14.0
462,1_8_4,1.0,"The findings seem to show that children born in the early months of the school year enjoy a double ""autumn advantage"" - we already know that they have an academic advantage and, now, they also seem to be better at sports, too.",230,Ele,1_8_Ele_4,25.0,0.5,8.0
463,1_8_4,2.0,The authors of the study believe that the most likely explanation is that children born in autumn get more vitamin D over the summer months towards the end of pregnancy.,231,Ele,1_8_Ele_4,20.0,0.625,6.0
464,1_8_4,3.0,"John Steele, chief executive of the Youth Sport Trust, said the quality of a young person's introduction to sports at school can be ""a major factor"" in their sporting development.",232,Ele,1_8_Ele_4,15.0,0.4166666666666667,4.0
465,1_8_4,4.0,"""Children that get a high-quality first experience will have greater agility, balance and coordination, and are more likely to develop an enjoyment of physical activity and be good at sports as they grow up"", he said.",233,Ele,1_8_Ele_4,30.0,0.6818181818181818,16.0
466,1_8_5,1.0,"UK Sport could not say if a disproportionately high number of the 1,300 athletes across 47 sports it funds were born in November and October.",234,Adv,1_8_Adv_5,18.0,0.6206896551724138,9.0
467,1_8_5,2.0,"Natalie Dunman, its head of performance pathways, said that, while the differences highlighted in the new findings were borne out by teenagers competing in junior-level competitions, they had disappeared by the time athletes were taking part in adult competitions.",235,Adv,1_8_Adv_5,35.0,0.7777777777777778,11.0
468,1_8_5,3.0,"She said: ""Looking at elite, senior athletes, there are many factors that go into making a champion and our work hasn't uncovered anything to suggest that month of birth is one of the key ingredients.""",236,Adv,1_8_Adv_5,19.0,0.4523809523809524,3.0
469,1_8_5,1.0,"UK Sport could not say if a majority of the 1,300 athletes it gives money to were born in November and October.",234,Ele,1_8_Ele_5,17.0,0.7083333333333334,9.0
470,1_8_5,2.0,"Natalie Dunman, its head of performance, said that the differences shown in the new study were true for teenagers in junior-level competitions, but that the differences disappear before athletes were in adult competitions.",235,Ele,1_8_Ele_5,23.0,0.6216216216216216,5.0
471,1_8_5,3.0,"She said: ""With adult athletes, there are many factors that make a champion and we don't think that month of birth is one of the key ingredients.""",236,Ele,1_8_Ele_5,14.0,0.42424242424242425,3.0
472,1_9_1,1.0,"Lots of us know we are sleep-deprived, but imagine if we could fix it with a fairly simple solution: getting up later.",237,Adv,1_9_Adv_1,6.0,0.2222222222222222,1.0
473,1_9_1,2.0,"In a speech at the British Science Festival, Dr. Paul Kelley, clinical research associate at the Sleep and Circadian Neuroscience Institute at Oxford University, called for schools to stagger their starting times to work with the natural biological rhythms of their students.",238,Adv,1_9_Adv_1,31.0,0.6739130434782609,12.0
474,1_9_1,3.0,"It would improve cognitive performance, exam results and students' health (sleep deprivation has been linked with diabetes, depression, obesity and an impaired immune system).",239,Adv,1_9_Adv_1,12.0,0.375,2.0
475,1_9_1,1.0,"Many of us know we don't get enough sleep, but imagine if there was a simple solution: getting up later.",237,Ele,1_9_Ele_1,7.0,0.28,1.0
476,1_9_1,2.0,"In a speech at the British Science Festival, Dr. Paul Kelley from Oxford University said schools should stagger their starting times to work with the natural rhythms of their students.",238,Ele,1_9_Ele_1,16.0,0.5,6.0
477,1_9_1,3.0,"This would improve exam results and students' health (lack of sleep can cause diabetes, depression, obesity and other health problems).",239,Ele,1_9_Ele_1,9.0,0.34615384615384615,2.0
478,1_9_2,1.0,"It follows a paper, published in 2014, in which he noted that, when children are around ten, their biological wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, someone you may think of as a lazy teenager actually has a natural waking hour of 9am.",240,Adv,1_9_Adv_2,28.0,0.4307692307692308,7.0
479,1_9_2,2.0,The conventional school starting time works for 10-year-olds but not 16- to 18-year-olds.,241,Adv,1_9_Adv_2,6.0,0.4,3.0
480,1_9_2,3.0,"For the older teenagers, it might be more sensible to start the school day at 11am or even later.",242,Adv,1_9_Adv_2,5.0,0.21739130434782608,1.0
481,1_9_2,4.0,"""A 7am alarm call for older adolescents,"" Kelley and his colleagues pointed out in the paper, ""is the equivalent of a 4.30am start for a teacher in their 50s.""",243,Adv,1_9_Adv_2,20.0,0.5128205128205128,8.0
482,1_9_2,1.0,"Dr. Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a person's natural waking hour is 9am, although you may think they are just a lazy teenager.",240,Ele,1_9_Ele_2,18.0,0.32727272727272727,5.0
483,1_9_2,2.0,The normal school starting time works for 10-year-olds but not for 16- to 18-year-olds.,241,Ele,1_9_Ele_2,6.0,0.375,3.0
484,1_9_2,3.0,"For the older teenagers, it might be better to start the school day at 11am or even later.",242,Ele,1_9_Ele_2,5.0,0.23809523809523808,1.0
485,1_9_2,4.0,"""A 7am wake-up time for older teenagers,"" says Kelley, ""is the same as a 4.30am start for a teacher in their 50s.""",243,Ele,1_9_Ele_2,11.0,0.36666666666666664,5.0
486,1_9_3,1.0,He says it's not as simple as persuading teenagers to go to bed earlier.,244,Adv,1_9_Adv_3,5.0,0.29411764705882354,1.0
487,1_9_3,2.0,"""The body's natural rhythm is controlled by a particular kind of light,"" says Kelley.",245,Adv,1_9_Adv_3,10.0,0.47619047619047616,4.0
488,1_9_3,3.0,"""The eye doesn't just contain rods and cones; it contains cells that then report to the suprachiasmatic nuclei in the hypothalamus."" This part of the brain controls our circadian rhythms over a 24-hour cycle.",246,Adv,1_9_Adv_3,17.0,0.40476190476190477,2.0
489,1_9_3,4.0,"It's like saying: 'Why can't you control your heartbeat?'""",247,Adv,1_9_Adv_3,5.0,0.29411764705882354,2.0
490,1_9_3,1.0,He says the solution is not to tell teenagers to go to bed earlier.,244,Ele,1_9_Ele_3,8.0,0.5333333333333333,2.0
491,1_9_3,2.0,"""The body's natural rhythm is controlled by a particular kind of light,"" says Kelley.",245,Ele,1_9_Ele_3,10.0,0.47619047619047616,4.0
492,1_9_3,3.0,"""The eye has cells that report to a part of the brain that controls our sleep rhythms over a 24-hour cycle.",246,Ele,1_9_Ele_3,9.0,0.391304347826087,1.0
493,1_9_3,4.0,"It's like saying: 'Why can't you control your heartbeat?'""",247,Ele,1_9_Ele_3,5.0,0.29411764705882354,2.0
494,1_9_4,1.0,But it isn't just students who would benefit from a later start.,248,Adv,1_9_Adv_4,4.0,0.26666666666666666,2.0
495,1_9_4,2.0,Kelley says the working day should be more forgiving of our natural rhythms.,249,Adv,1_9_Adv_4,4.0,0.26666666666666666,1.0
496,1_9_4,3.0,"Describing the average sleep loss per night for different age groups, he says: ""Between 14 and 24, it's more than two hours.",250,Adv,1_9_Adv_4,9.0,0.32142857142857145,4.0
497,1_9_4,4.0,"For people aged between 24 and about 30 or 35, it's about an hour and a half.",251,Adv,1_9_Adv_4,7.0,0.3333333333333333,3.0
498,1_9_4,5.0,"That can continue up until you're about 55 when it's in balance again. The 10-year-old and 55-year-old wake and sleep naturally at the same time.""",252,Adv,1_9_Adv_4,7.0,0.21875,2.0
499,1_9_4,1.0,But it isn't just students who would benefit from a later start.,248,Ele,1_9_Ele_4,4.0,0.26666666666666666,2.0
500,1_9_4,2.0,Kelley says the working day should be more linked to our natural rhythms.,249,Ele,1_9_Ele_4,7.0,0.4375,2.0
501,1_9_4,3.0,"Describing the average sleep loss per night for different age groups, he says: ""Between 14 and 24, people lose more than two hours.",250,Ele,1_9_Ele_4,12.0,0.42857142857142855,4.0
502,1_9_4,4.0,"For people aged between 24 and about 30 or 35, they lose about an hour and a half.",251,Ele,1_9_Ele_4,7.0,0.3333333333333333,3.0
